HEADER[~&~	~&~UNIV_DT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'201509100000000000'~&~	~&~'81b8bf61-2d65-4885-abd5-38532fe6f2bf'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509110000000000'~&~	~&~'5eac0a59-6e93-4367-b290-eb3bf33d46b2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509120000000000'~&~	~&~'35126f6d-dd45-4d3c-ab09-0c6520058fa8'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509130000000000'~&~	~&~'856ab5b2-ecac-4d62-99e4-84978f6ea019'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509140000000000'~&~	~&~'83dc7fcd-e1f9-4236-8eed-f53400e40ba1'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509150000000000'~&~	~&~'90213fb8-825a-4869-8f68-d1edc41dce46'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509160000000000'~&~	~&~'5f9b15a8-5da5-4e15-8485-6bd903ea4e14'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509170000000000'~&~	~&~'2cbdff78-f12b-44fa-8067-c1fe25ac2343'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509180000000000'~&~	~&~'cc756988-1270-429c-b9e2-5cf2181340ec'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509190000000000'~&~	~&~'d28a8b89-8d88-424a-b0cd-5b5e480c3fbe'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509200000000000'~&~	~&~'84769143-6829-4f34-9149-a088d0389e2b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509210000000000'~&~	~&~'2f3d5d67-1542-4d88-ad37-5dcfcf0dad12'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509220000000000'~&~	~&~'79bf17c0-f32e-483d-adac-14f5d26533d6'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509230000000000'~&~	~&~'6ca9a0b0-2a0a-4071-9c78-7c7c8e9f679c'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509240000000000'~&~	~&~'2953d82e-a11e-41be-b079-6dd3c6aeb2af'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509250000000000'~&~	~&~'68c9b37d-cc79-42a5-acf9-784083e55597'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509260000000000'~&~	~&~'0464dcc3-7c5d-444e-b15c-b005e93476c4'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509270000000000'~&~	~&~'2f502df0-4102-4135-b27e-04cc090b6a7c'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509280000000000'~&~	~&~'88159bbc-342a-4e1c-9d46-80d3ed9cd7f2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509290000000000'~&~	~&~'86b19fce-be08-49b4-b40c-d3ebf67893cb'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201509300000000000'~&~	~&~'4bce4d92-5cf3-4fdc-8f01-9e036fdb398a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201510010000000000'~&~	~&~'2df63b9f-cabd-4057-9bf9-df4d5ef652ce'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510020000000000'~&~	~&~'078775c0-bb02-4797-a349-9c9c19d7f554'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510030000000000'~&~	~&~'825e01cf-f5b5-48d8-bd87-efd9281aec8f'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510040000000000'~&~	~&~'c5dbbd79-f61e-4a43-a72a-0654b70bf849'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510050000000000'~&~	~&~'4cb572f7-f048-4996-a33e-5e6cb78adad7'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510060000000000'~&~	~&~'c8cd62ac-6e8a-4c48-9b4f-f1bcbe420db0'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510070000000000'~&~	~&~'2a1a4484-a880-4fee-944e-a128217b78a6'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510080000000000'~&~	~&~'984e6fa3-6d5f-4745-8a90-38d62fa87ede'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510090000000000'~&~	~&~'6e43a0e8-b3aa-49ec-960c-0c845409f0df'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510100000000000'~&~	~&~'1272edf2-624d-4cea-ac6a-bc51fbb9a2b5'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510110000000000'~&~	~&~'800b4e5e-6f07-4dfe-b96d-8611a2dbb360'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510120000000000'~&~	~&~'acd6ddb2-b1c5-4981-b3c3-b3c6f0a8b07a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510130000000000'~&~	~&~'9c16bb37-21e7-4c61-b80c-84b73e58b176'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510140000000000'~&~	~&~'fc4c0e1b-80a0-41a5-9168-42fb51b19b8e'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510150000000000'~&~	~&~'e9506712-53b6-4e50-be4c-ea9bc8791db0'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510160000000000'~&~	~&~'bce67d87-d5d6-4567-833b-617c423517bb'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510170000000000'~&~	~&~'02bbf6ac-37a4-4aea-b75f-cd5dd988183c'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510180000000000'~&~	~&~'1e9f692c-61c1-4315-95d9-5b3c8e56691b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510190000000000'~&~	~&~'64bdd644-5c32-48bb-ab70-095b07d9b0a0'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510200000000000'~&~	~&~'b6b42d53-9b0f-4dd6-9e25-976f76adf359'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510210000000000'~&~	~&~'45046321-7a3e-46f6-92c4-4018419a33d3'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510220000000000'~&~	~&~'2a719d39-5408-4ad2-a47f-ad1f3ba6e20c'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510230000000000'~&~	~&~'1c0313ee-816e-44c1-b786-410f52f21e41'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510240000000000'~&~	~&~'acfc61b7-4be9-4021-b926-c97c1043a975'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510250000000000'~&~	~&~'0fc29d40-d766-4747-afa2-019980b9da11'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510260000000000'~&~	~&~'86a7811e-3db4-4eee-b8d3-d47a0f7242bc'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510270000000000'~&~	~&~'bef25440-b2a8-4e0d-a999-8b29b50cbdeb'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510280000000000'~&~	~&~'4061ee6e-34d0-42cf-92f6-162a8bc45450'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510290000000000'~&~	~&~'317d51ae-561b-41bc-ad95-8950fd0da954'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510300000000000'~&~	~&~'105c31f5-b047-4c0e-8918-c903f0f21704'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201510310000000000'~&~	~&~'4178eb3c-07cd-4204-965b-abe927199a84'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'201511010000000000'~&~	~&~'e703da99-7ac4-4a41-9a9e-e715a9dab59b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511020000000000'~&~	~&~'b02b7014-0af6-4308-9d50-d4cb8211a59b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511030000000000'~&~	~&~'bb0d7649-e919-4f98-946a-1583a76f02af'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511040000000000'~&~	~&~'a78bd185-cea6-46ea-8f99-78a71c9129ff'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511050000000000'~&~	~&~'3958769b-1ecc-4496-b14e-c5d020ba750c'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511060000000000'~&~	~&~'76e3ad58-9c54-45da-bf73-997780e03bd2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511070000000000'~&~	~&~'7e1a8cc8-75d2-4da5-bd85-fedd2f457d54'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511080000000000'~&~	~&~'47034c00-e206-4e71-bbec-5840e750c7e3'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511090000000000'~&~	~&~'8d451232-97cd-4fb1-82b6-c3f05f88d4f9'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511100000000000'~&~	~&~'3924c4db-09a1-49ec-be59-627596c39f85'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511110000000000'~&~	~&~'60bbce62-b125-4483-8424-a3285c1bf3c2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511120000000000'~&~	~&~'92b95de9-1b86-49c9-ae39-e5a826b5b5b4'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511130000000000'~&~	~&~'78763d2d-c714-4707-afe0-5c977fc33c81'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511140000000000'~&~	~&~'8c354f6d-73d6-43e5-bef8-163f4c29933b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511150000000000'~&~	~&~'c27dd667-81fa-46be-bb8d-61339044b851'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511160000000000'~&~	~&~'e129216f-2dad-4f45-9e7d-bb959d095366'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511170000000000'~&~	~&~'400bfa7c-29cf-4b0b-bdb2-bcdfe284b363'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511180000000000'~&~	~&~'076331f0-d2a2-4fa5-9088-c30c5a6bd58f'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511190000000000'~&~	~&~'45bf0cf3-b494-4eca-aae6-fd234832d517'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511200000000000'~&~	~&~'0f2ac491-202b-45ff-90b4-9e4c82a23fc4'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511210000000000'~&~	~&~'c30e2617-40bc-4315-b5a3-02739cc3a962'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511220000000000'~&~	~&~'1fbd2880-10e0-482d-aebe-70a9653170a6'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511230000000000'~&~	~&~'ce60b170-cd41-4ca2-be21-e7e42fcb21c7'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511240000000000'~&~	~&~'17f3f4d1-ee15-45f1-b2a6-ca5e265c9826'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511250000000000'~&~	~&~'3ea8c9c5-8521-4106-988c-2b7d6d1d00ad'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511260000000000'~&~	~&~'01d675a5-c7c3-47ca-9d0a-dc1efeeac85f'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511270000000000'~&~	~&~'2d040d34-45bb-4f10-b4ba-9098c6a439bf'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511280000000000'~&~	~&~'827d3151-5c47-44ab-8581-fbd46a2cd944'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511290000000000'~&~	~&~'efb16e79-2cd0-4680-a945-dc1895538360'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201511300000000000'~&~	~&~'b3b29c1c-9353-4282-8195-e01a2f1be54a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'201512010000000000'~&~	~&~'e86b5a51-00d2-4077-8215-4f2d9402e0d1'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512020000000000'~&~	~&~'2ba1e359-b4c0-4b8f-92db-c8c82a3217a1'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512030000000000'~&~	~&~'1ba6ac42-f4ab-4d9e-9c91-73e4f52c933d'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512040000000000'~&~	~&~'b6ee5c93-74a3-4297-8d21-093dd27c5cdf'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512050000000000'~&~	~&~'ff839bbd-60ef-4461-a813-90c78fe23670'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512060000000000'~&~	~&~'d33f2c86-e858-4a33-b83e-cf4cdcb2aa5b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512070000000000'~&~	~&~'a66c5df9-bb8b-4faa-871d-c34fbac722b7'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512080000000000'~&~	~&~'4f471a47-68b7-4737-bb49-bf1e6f1fca32'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512090000000000'~&~	~&~'9819d593-0b60-40e0-85e2-a3a0a64dba2d'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512100000000000'~&~	~&~'b2d6ea15-6492-474c-946b-0b5f3ba2596b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512110000000000'~&~	~&~'c37bfa41-5852-4565-b2b7-dc0a250d52cc'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512120000000000'~&~	~&~'6d54e397-713c-4ac9-9930-30933f6695b6'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512130000000000'~&~	~&~'1237bdd5-5aa1-4ffe-971f-d6b858c6b330'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512140000000000'~&~	~&~'402d55a1-9011-4124-b79a-621129002913'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512150000000000'~&~	~&~'53367f1c-738d-4f8d-8b98-2eb37e35d8cb'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512160000000000'~&~	~&~'026c93e3-7aaf-4ce0-89ac-24418da4d2c8'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512170000000000'~&~	~&~'8efb0661-faa8-4301-ad2f-3214fe36099f'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512180000000000'~&~	~&~'26671337-c143-4a76-a19e-1cd7a1a18e8a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512190000000000'~&~	~&~'2bd27ade-e34e-4619-8b71-962155ae65e5'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512200000000000'~&~	~&~'3276f2a4-ad6e-4944-9b5f-740d2910fe90'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512210000000000'~&~	~&~'9b21436a-d29b-4091-ae44-e1b719c08231'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512220000000000'~&~	~&~'e724e27a-e011-4503-a086-48d73ad70760'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512230000000000'~&~	~&~'800ace71-2683-4b2a-bdb0-e67b9b30051a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512240000000000'~&~	~&~'d9add0e1-0077-40d5-b2a9-7346788ebd9e'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512250000000000'~&~	~&~'a4526226-d0a4-4f1c-9d44-91e7a49c810d'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512260000000000'~&~	~&~'5f8fdf99-d462-4505-bd8f-29d9bcd657dc'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512270000000000'~&~	~&~'f6c40acc-456b-4bcc-a7b9-8d3d2d9c5826'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512280000000000'~&~	~&~'46762135-86fb-4be9-83b7-ea699a57bb49'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512290000000000'~&~	~&~'4df032da-0997-4859-968a-52363c5fe931'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512300000000000'~&~	~&~'fbcd5d2b-6424-4bcb-9546-dbfd4f39327a'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201512310000000000'~&~	~&~'978038c1-a6f5-4df8-b36b-59a3d1275887'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'201601010000000000'~&~	~&~'dea9edbb-c21d-4302-a3c2-a129f97000b2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601020000000000'~&~	~&~'150fba28-2bea-4542-b6da-7d258fb5d15e'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601030000000000'~&~	~&~'baa0f4e6-730f-45b5-a3f9-5e38edae5eb2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601040000000000'~&~	~&~'06b112cc-10f1-4f0e-89c6-519ab3dd3e6e'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601050000000000'~&~	~&~'32f2887f-70c1-46d2-91f9-5763bc5c873f'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601060000000000'~&~	~&~'464e94a2-f4c0-4cb1-afa9-e347ab6694bf'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601070000000000'~&~	~&~'c53bb0ab-b748-43d2-a267-6ccb0d3883c2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601080000000000'~&~	~&~'b751d593-4b36-4523-91e5-00e34410b2b0'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601090000000000'~&~	~&~'fecc85eb-7250-45d0-b4a9-d146af08d186'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601100000000000'~&~	~&~'d31b4652-8873-4b13-9761-d1ebe2a6a1f5'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601110000000000'~&~	~&~'661eb6cc-070d-45c5-b31d-6da716a7e344'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601120000000000'~&~	~&~'c75592db-47e6-4746-8a98-dbdb9d0a6396'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601130000000000'~&~	~&~'0e83fa76-497f-4da4-8910-0622b1e60b61'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601140000000000'~&~	~&~'1f3e1b16-8aed-4dfd-a31e-35f55ccf4655'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601150000000000'~&~	~&~'d2799210-6a33-426b-ac9c-fecf250b139b'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601160000000000'~&~	~&~'3c806b81-4e5d-4f7c-90ce-a610b95f9b78'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601170000000000'~&~	~&~'48a7af34-e10e-4a83-9af0-6ca8ee104f3d'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601180000000000'~&~	~&~'8e0f268a-cfae-4fb3-b5a7-0a0250b11896'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601190000000000'~&~	~&~'d3ff27db-e411-454c-9ae4-0f5a3cf7d207'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601200000000000'~&~	~&~'7c08704d-79bc-4241-a56b-d406c31227a2'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601210000000000'~&~	~&~'235214d2-6606-4c5c-b10c-f0581d9e2d35'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601220000000000'~&~	~&~'7c129c65-1435-461d-a7f0-bbdf1009fe65'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601230000000000'~&~	~&~'e24c56e6-449d-43aa-bdb9-a11184a1b7cc'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601240000000000'~&~	~&~'8f4be1bb-6f07-48e5-9da7-c45b81f07ced'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601250000000000'~&~	~&~'ab51103b-702c-457b-921c-b3165fce8e80'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'201601260000000000'~&~	~&~'6e59e2cb-832b-484c-8ebc-a1419463ea5d'~&~	~&~'1'~&~	~&~'2016'~&~	~&~'07'~&~	~&~]RECORD
