HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2015'~&~	~&~'083'~&~	~&~'f2356404-4fb4-408b-866b-ab2764611a35'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'084'~&~	~&~'f467a9d4-d8c5-4811-be78-9365c9bb5cdd'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'085'~&~	~&~'9048e81c-b8f4-4be9-a1fb-8d47fade9ba6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'086'~&~	~&~'d6968680-3495-4d97-8ef1-5861e5b4ab22'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'087'~&~	~&~'5120eb87-b2ea-4515-8ac2-d88859ed0c4d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'088'~&~	~&~'b06ca1e5-7375-4630-a29e-04cca5e32292'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'089'~&~	~&~'a1b81bab-2779-400d-8549-45624d413269'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'090'~&~	~&~'1fbdc035-5525-4117-9303-1874e8dcf604'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'091'~&~	~&~'91e92cf9-c4be-4026-8c6b-3a663aea09e1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'092'~&~	~&~'01dae4d3-b098-445a-bb68-1197a3d5e1d0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'093'~&~	~&~'04b29332-eeb8-430d-884e-2994b1704274'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'094'~&~	~&~'5263f7eb-36d2-4b9c-a5dd-dee7e1cc0091'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'095'~&~	~&~'cfe93f48-74fc-4404-ab39-9c91d783f2d3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'096'~&~	~&~'08ad637c-e6ea-4b48-a992-d8444dbeee0d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'097'~&~	~&~'08733113-cc48-4599-b93d-26ba69d73bb7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'098'~&~	~&~'fa666206-b261-41a6-bb1b-747d53294702'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'099'~&~	~&~'1d9e7ac0-80f6-4762-ad4c-9d36f40cfd87'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'100'~&~	~&~'8cb56e7b-bcde-446d-82ea-fcb9397dead0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'101'~&~	~&~'eb6ec217-009f-4fe2-affe-c2994ae619de'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'102'~&~	~&~'044b1e03-3dc2-4bd6-ab35-2427c28b5b2a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'103'~&~	~&~'b7a247f8-a2f8-4ec0-aaf3-e1395690f497'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'104'~&~	~&~'459db5ca-541f-4e63-8873-1e117b6286ca'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'105'~&~	~&~'5cb91262-90b0-46ab-ada2-61f88162a844'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'106'~&~	~&~'ad8474c9-325e-42e5-852a-92b3f152c834'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'107'~&~	~&~'38b1081c-728e-4b8d-a559-5d9e782a2793'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'108'~&~	~&~'0d6a2fea-f5d4-41e5-872b-91044b241180'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'109'~&~	~&~'7223d5cb-79df-431b-8ba7-8b86e5da580b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'110'~&~	~&~'0c41aecd-a9a6-4d70-86e4-4c7e27bd7d54'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'111'~&~	~&~'382c2d2c-ce4c-4c9a-a2d9-71be3521641a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'112'~&~	~&~'14f31abd-0f0b-4f10-8947-f88a24263ba6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'113'~&~	~&~'f8acae76-5f82-4877-b6a6-efdab6c50b98'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'114'~&~	~&~'04aceeb1-6a1d-4292-a7af-55019678bc0a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'115'~&~	~&~'4bdaedeb-4047-4d33-8848-f894cbe39243'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'116'~&~	~&~'42522872-aade-470b-a96b-a55482b01124'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'117'~&~	~&~'576ac95c-b699-4c12-8cc4-c4ca2aeb96ae'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'118'~&~	~&~'387a92c4-f07d-4a22-a526-f109b69558ad'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'119'~&~	~&~'461f08f6-aec5-494a-bf67-5f7e415ea84c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'120'~&~	~&~'098dcccf-60dc-4bb1-b61b-94f14fd02eeb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'121'~&~	~&~'70244046-d4af-4e8e-b1af-d1a30454167e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'122'~&~	~&~'1e733573-bd1e-4412-8225-4ccf1437a3b8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'123'~&~	~&~'61d79e40-7e02-4626-af79-1bc662564a25'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'124'~&~	~&~'5946b797-a8af-432d-b6e9-f92bd4d24272'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'125'~&~	~&~'4bc7c8c8-8b88-4900-876b-00ab939bcad5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'126'~&~	~&~'03997470-a134-458b-b86c-1a266f19e543'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'127'~&~	~&~'064848e9-a188-4a70-bd74-e7aa690b87b6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'128'~&~	~&~'cfb12f16-7f1d-4cf6-8d13-816d5b734f7a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'129'~&~	~&~'5ec5430c-fc63-4f4a-97c5-353021bbf656'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'130'~&~	~&~'b1bf8ebc-1147-461c-b23f-8bbafa21f265'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'131'~&~	~&~'0977e1f6-9587-4dbf-bf21-423d6c4b67c3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'000'~&~	~&~'8dee547e-e070-4473-bba4-68415dda88a7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'001'~&~	~&~'b557a302-1569-457d-a8c8-9a5c821d32a0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'002'~&~	~&~'e10d5e2e-45c2-4d37-a629-cf5b69f47ffb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'003'~&~	~&~'714761cb-f755-42d1-8eb8-fdc35a04250e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'004'~&~	~&~'cf9b53bd-bcce-41e5-97a1-ddedcf21052e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'005'~&~	~&~'18e0b81a-1308-42ff-a913-b709a8e518c4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'006'~&~	~&~'34868f1a-1e8f-4396-a968-cdf2fd22086b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'007'~&~	~&~'51853ea4-8b54-42af-aa50-ed2ad57703da'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'008'~&~	~&~'a0f37b5f-7c3c-42c3-89b1-ca8935dbe380'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'009'~&~	~&~'1cfcd496-1c34-40f7-bcfd-1b6fa692b8c9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'010'~&~	~&~'8f4e65ca-3f2f-46e9-8c99-5870a6d5abd9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'011'~&~	~&~'275b3ac7-0b0d-41b3-a33c-40967f0059b8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'012'~&~	~&~'5111a8f4-ac3c-4929-80a3-507b174af29a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'013'~&~	~&~'3e8621f5-ff6f-4e27-b394-27b459adeab0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'014'~&~	~&~'df00c5be-89be-41f3-88d7-37946e9269c7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'015'~&~	~&~'1da5249d-ffdc-45b5-ad87-2df3b149a5aa'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'016'~&~	~&~'71fb1cad-3be0-4a91-9298-eab06e2a74b2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'017'~&~	~&~'93f3f00b-b52f-4a2f-9c2d-47eea21392a8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'018'~&~	~&~'72e775cb-0839-47cb-91cc-39a35c9c7b04'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'019'~&~	~&~'cfd2d57a-2396-469c-aa0a-6494af6bb3ef'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'020'~&~	~&~'131069f7-0b77-421e-be84-2d0d50f0f729'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'021'~&~	~&~'49772514-7186-4031-9453-1832fbf0dde6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'022'~&~	~&~'00d7b384-c1f4-41f1-b2d2-4cf661cb3f3a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'023'~&~	~&~'2b31215f-f647-41eb-931a-25f5e581ba69'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'024'~&~	~&~'1df7d47e-2f3a-4904-8e80-39d83661a8a6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'025'~&~	~&~'156650b3-6789-4313-bdb0-3e4ca18a6ec1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'026'~&~	~&~'5fef6f7a-7f1e-49e8-a286-3830959c3163'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'027'~&~	~&~'cadc7e31-8ce1-4b9e-96c7-57335ba2f4c6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'028'~&~	~&~'3464ae60-1121-4ca4-a012-3b48d1e5e1e7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'029'~&~	~&~'c27afd9c-252e-4ee6-a96a-2b7a34695ac8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'030'~&~	~&~'3348c02c-980d-4637-8304-4704cac78d0e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'031'~&~	~&~'d2bf7ae7-ef31-4272-9bdb-19113d6006b4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'032'~&~	~&~'c564a2f3-a9d1-4309-bc00-35e71cd0cbab'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'033'~&~	~&~'4e27b225-3d1a-41f3-9f0c-01b0d4cf2248'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'034'~&~	~&~'84cdc426-fd94-4acd-bb5a-af9ee5579104'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'035'~&~	~&~'31a72e6e-c3d1-4e80-92e2-4337f7a30ed5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'036'~&~	~&~'fc02427c-096b-4f29-9660-80af89b1240b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'037'~&~	~&~'17136b4e-3077-48dc-9980-a72b87bea295'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'038'~&~	~&~'5791c7c2-4f08-4bf6-a267-32fcc0e80d40'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'039'~&~	~&~'5968610c-bc48-4a43-a030-0bf03bab4e51'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'040'~&~	~&~'806957b5-44ab-48ed-8ef9-749915aa2de7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'041'~&~	~&~'7de03d6f-734d-4a87-b2f6-a5f124c731c8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'042'~&~	~&~'35d4ec26-4baf-4da2-a46a-8ed4c669b3f7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'043'~&~	~&~'89d08db1-f2ee-46f8-80bd-1a7c9c5a510c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'044'~&~	~&~'2dcd760a-839c-48e2-89b9-49feaedce7a1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'045'~&~	~&~'eaeba0d6-4a6c-4d77-94d4-93ccb7c939f3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'046'~&~	~&~'5ac4c7a2-4fb3-4709-81dd-351c7eda58e9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'047'~&~	~&~'e37233b4-95fd-4320-b397-eb6f21756f15'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'048'~&~	~&~'1830bb83-90eb-4609-af38-0e598bb49bad'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'049'~&~	~&~'d9b5d90e-417a-4f23-ad36-ce8fbdac9851'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'050'~&~	~&~'2961a06e-d532-47ce-bcd0-565ada5be8c1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'051'~&~	~&~'0c74ef49-e5ad-423a-bdcf-78273273ce36'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'052'~&~	~&~'2d54543c-5a4a-4368-b61a-86c8693b94be'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'053'~&~	~&~'aa510b7b-0a32-4241-b3fa-418b95794464'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'054'~&~	~&~'6a33844e-c72f-407b-8f06-ba72a3c54f44'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'055'~&~	~&~'a70f4082-b41a-4394-b9e9-6875a4900a0e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'056'~&~	~&~'850d39bf-a873-48b2-87f0-6ea9a460a1ff'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'057'~&~	~&~'c4108808-45be-44c3-8db4-4989ca3758ca'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'058'~&~	~&~'9ce639e7-d48e-459d-a6b9-05fcfdcc7dfe'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'059'~&~	~&~'db917e7e-afb1-4157-b993-fdfc55d611e2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'060'~&~	~&~'82fb791b-6ee7-483e-ba0b-c461d0e6e074'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'061'~&~	~&~'b8fe6399-6960-42c2-8abf-49c441331e5d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'062'~&~	~&~'d2ff1903-eaa5-4a29-9e28-9a4fce209b9f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'063'~&~	~&~'aee36b8c-ec11-4dcf-8cf5-b091e2d17391'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'064'~&~	~&~'4ccd7661-b045-4c1b-9069-814a8d426d9a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'065'~&~	~&~'d294907b-59df-47e8-ac9d-a2fd50897aed'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'066'~&~	~&~'c21fcff4-b32f-42de-8da6-e90c10547a22'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'067'~&~	~&~'3a7a61d3-e079-4d9f-bddb-de54cf529005'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'068'~&~	~&~'b597aaba-4425-4326-ba94-05d0391bec66'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'069'~&~	~&~'753f6ae3-b965-4b7e-9c4e-ca6a8c8da595'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'070'~&~	~&~'4fade39b-23cf-4450-9263-9736f64406d7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'071'~&~	~&~'f1085ceb-1522-44d1-9595-460667116763'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'072'~&~	~&~'511a3e41-66f3-4963-87f7-61f503f7d87a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'073'~&~	~&~'4a7b665a-c2b8-4ef9-a84a-f723d2074c08'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'074'~&~	~&~'649e0ce7-4398-47ae-82d2-76923ec0ebbb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'075'~&~	~&~'440fcad7-e4a2-4ab9-8abb-4326f6bfe860'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'076'~&~	~&~'20e32964-b447-46c9-87e7-58876fb10614'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'077'~&~	~&~'f6e0e53e-1a88-4159-bfea-102ce20fc009'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'078'~&~	~&~'5ef4c8d4-03e8-4e47-be2c-1aeec7526014'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'079'~&~	~&~'cf3bf62b-9f14-4ab7-abc4-0aa476f824fb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'080'~&~	~&~'fb920048-b4fe-4061-954b-76cedc728429'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'081'~&~	~&~'110c9f0a-afd6-4c23-8f58-54290c674231'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'082'~&~	~&~'83c90981-e2de-482b-aa29-c15eebc19fbd'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'083'~&~	~&~'c0139421-4f91-435e-8167-cb932e377a56'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'084'~&~	~&~'bb339c79-442b-4503-9320-cbd99e88fb1a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'085'~&~	~&~'02348f89-8c35-4201-93b7-594a1ffc52f5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'086'~&~	~&~'d5679221-deff-4086-ab69-f9840088651f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'087'~&~	~&~'5575d9ea-d948-4cd1-b589-849e44e943ed'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'088'~&~	~&~'a40f3d58-eb1b-4e4b-93fd-cc0a8caed176'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'089'~&~	~&~'ff93bb0d-58ab-4b07-917a-91164086c16e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'090'~&~	~&~'7af8bfd0-c6a0-41d3-9cf4-0ebabfe460f8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'091'~&~	~&~'7c771b95-c0c3-45ac-ae48-0828d6495e92'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'092'~&~	~&~'ab71d635-835d-4482-81a1-a717fb33d9e7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'093'~&~	~&~'94ccd1b7-0eac-4922-b3b8-43137ba92275'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'094'~&~	~&~'aa9fb42d-e9c5-4129-8708-f502fd219979'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'095'~&~	~&~'4f207804-bd20-42a5-bb83-7cb523848f33'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
