HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2012'~&~	~&~'018'~&~	~&~'96FA75DB-837A-88AD-AC03-CD53B22842F6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'019'~&~	~&~'CE09A39D-2B8A-8135-D60C-98E74EF7A1B8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'020'~&~	~&~'FED6263F-EFE3-279A-A0BE-22B0739AFB89'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'021'~&~	~&~'0DC6F46B-1F8F-F456-B7AE-26DADECFAB09'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'022'~&~	~&~'1DA4AA2E-9891-3549-B789-62E5FE12A5CA'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'023'~&~	~&~'A1DB72BE-6258-56BB-00EE-1742ED98223A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'024'~&~	~&~'B9673885-75B1-CFA0-1503-A0FCAE67AB00'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'025'~&~	~&~'2F182E50-094B-9EAD-1EED-CBB300AF4D4A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'026'~&~	~&~'334A8DD6-F52B-179D-BB6A-4C464792D799'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'027'~&~	~&~'BFE61506-A922-8CDA-33A2-C6C4A74A9787'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'028'~&~	~&~'9B7A2860-839D-A5A5-7081-BD3DA899CAE4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'029'~&~	~&~'708AF2BF-452E-828E-FE7A-F225917B714F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'030'~&~	~&~'6FE6E348-880E-D5B5-E912-A3DFA4CAF2C1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'031'~&~	~&~'8EDF059F-AAB0-8772-82CB-392D39182720'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'032'~&~	~&~'DEA2175E-0AFC-D4F8-582D-B2845CA4DC55'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'033'~&~	~&~'283F4222-14CE-DE86-E1AE-2044B0C53BE1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'034'~&~	~&~'68210062-887A-D81F-E374-A8896E612432'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'035'~&~	~&~'0AE9FDD3-92D2-8C6F-9B5E-5016F99905C0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'036'~&~	~&~'A06FCE4F-00AC-2D0D-1B8B-5DF1F14097D9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'037'~&~	~&~'0439D7D3-2391-FA40-E8BD-9EFF705941E2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'038'~&~	~&~'0B3DF17C-D02D-A40A-41A0-B93627CECAD5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'039'~&~	~&~'C761C18D-A6C4-B1C5-DF7F-BD3E76D54BB7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'040'~&~	~&~'10166EFA-B3EC-3F0F-FDE8-5B85BAA6655A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'041'~&~	~&~'126A795E-7A31-A7A4-BCA0-8C7BD4C6BDC5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'042'~&~	~&~'D5916B9A-7613-6CE6-F39E-F90F2EDCEDBB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'043'~&~	~&~'6FDFFEAA-2975-03D2-E1E4-D167A53B0FDD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'044'~&~	~&~'6C28A885-4505-4648-33BD-BADC9F75EA1B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'045'~&~	~&~'77C5BE61-A7FD-D62E-8B95-36C57FF18A52'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'046'~&~	~&~'39B5474B-7815-4C89-C580-939129647D73'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'047'~&~	~&~'1B33F3F1-76CF-3E14-3F98-758A56F0B5F1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'048'~&~	~&~'718576E8-936D-5D7B-B840-B1C3267072E1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'049'~&~	~&~'F2C60EA4-6465-C0FE-BD1E-7083F500ECE7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'050'~&~	~&~'18B07F7A-2E15-CEA0-BF8C-99C48B851ECF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'051'~&~	~&~'2940EFDB-7C80-C24D-9A05-1DC4DDA585F5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'052'~&~	~&~'2C334901-8AF2-ED0A-9BC5-F8A19FD92DDC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'053'~&~	~&~'CDAA88DB-8F93-1A61-5D7D-CC5B673731DC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'054'~&~	~&~'34A1ACF1-8885-5AA8-F48E-FD9735EC5351'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'055'~&~	~&~'C57E56BF-1638-EDBE-41A2-8DD5C6A930EE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'056'~&~	~&~'CED47CE2-EA0E-A7EE-2EE9-08448765CF1B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'057'~&~	~&~'ED3C531B-7585-6C16-BA8D-F69524A1588E'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'058'~&~	~&~'A6BE696E-EABD-016C-B62B-AB3260DC6047'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'059'~&~	~&~'9DB88CFE-1236-BED1-1092-706B45F5D122'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'060'~&~	~&~'BCEE0C4B-9AC4-46CC-EEFC-901F33C6139F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'061'~&~	~&~'6547BBD9-E99C-A1F3-8C96-12CD2F5BCD41'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'062'~&~	~&~'2764DCB3-6A46-0BEB-73E6-EE24ADE7BCEB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'063'~&~	~&~'2C1D8F25-D6EE-0A76-AC26-0F6BCDEFB03E'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'064'~&~	~&~'A57FA957-B9E0-31AE-FA00-A3341DA9513E'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'065'~&~	~&~'CBA48067-C0F6-A7A8-FDC0-42335C634E95'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'066'~&~	~&~'D3EBD822-6617-D572-72B2-E4D9FB3A509F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'067'~&~	~&~'E060D067-4613-0E13-BE0E-67F36195DEB3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'068'~&~	~&~'3D249237-259F-C94D-47EA-1D6D5E5C34A7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'069'~&~	~&~'BDFEF925-BF83-66FA-3CEC-3AD07722FDDF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'070'~&~	~&~'B8F93298-3B53-0FFC-1C9D-AC9B56094D99'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'071'~&~	~&~'7D188D11-A8C4-97A8-1E21-165C5D7DD9B1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'072'~&~	~&~'00B851C5-E66F-8668-9225-EFE8C334EC72'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'073'~&~	~&~'315C5707-58EE-31F7-8F01-2E1448649FDE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'074'~&~	~&~'BADD8F0A-C095-8A55-A481-39D009E93CEE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'075'~&~	~&~'83C17EA7-7E68-52EA-E7EF-88DB84CE68CD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'076'~&~	~&~'5A6AD8DD-B718-5244-2FA9-148EA6C8084F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'077'~&~	~&~'F6019177-8FAA-A503-9082-5944EDA31FB9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'078'~&~	~&~'6E52A68A-3090-FA4F-C82B-94DEDE891643'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'079'~&~	~&~'C5BE5433-FE8E-66E0-3747-4D434E0764E1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'080'~&~	~&~'638A2EFB-8B61-971B-F256-71648E3008FE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'081'~&~	~&~'6EFF49C7-617D-B4B6-56AD-DA5D20EA85EF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'082'~&~	~&~'D6A150E4-1D08-49C1-A29E-D3E7EDA9DF74'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'083'~&~	~&~'B504D052-CE60-686A-4F78-7D28571DCF68'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'084'~&~	~&~'9D4E78A3-FC9D-CEA3-7426-69EAB8C22E2B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'085'~&~	~&~'88F5AD24-8074-D6D4-EA72-681CB38D9E21'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'086'~&~	~&~'017AE729-2A7E-092A-ACED-FDDA98C1DA04'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'087'~&~	~&~'36C5F609-9972-01F8-CA85-5C93EA865879'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'088'~&~	~&~'5039E8DB-4660-8A56-F1D0-12EEBCBFF564'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'089'~&~	~&~'6576AC47-7F18-93CD-3282-B62F131977A7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'090'~&~	~&~'8A53C4B5-3E9B-FCD8-E5E8-5436E7093A42'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'091'~&~	~&~'C8570104-A596-FBD5-1EE8-CB096396EBD9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'092'~&~	~&~'4EA8FCDB-B502-C452-55A6-2FCE186CFD2A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'093'~&~	~&~'4DD295DC-697D-C5BC-312B-F787AF50064B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'094'~&~	~&~'6754D135-172F-71F1-3E2E-84C11D8F512C'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'095'~&~	~&~'C0F3CA6F-8702-E7EB-A95B-F1015B5607C8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'096'~&~	~&~'AD40C9A3-612E-676B-231F-CDB21E0C4CD9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'097'~&~	~&~'4CC363BC-FDB5-3F93-430F-0B1D166C5459'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'098'~&~	~&~'120F0CBF-4F6B-6ACE-2BCA-FBCC0DBDDC09'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'099'~&~	~&~'4E14EB34-95CF-5A9A-5215-D6D2A01713E8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'100'~&~	~&~'34FB380B-CAFC-D147-5E4E-DC32737BFAAE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'101'~&~	~&~'63256F52-D0F1-8F80-6B8B-ADAFDD3655FA'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'102'~&~	~&~'7085D380-FD98-4D69-9B0B-311197B152F3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'103'~&~	~&~'65EC62C9-93A5-6245-217B-E5E5FAC921B9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'104'~&~	~&~'0E44DBB3-5E11-E139-7849-404CB3950865'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'105'~&~	~&~'10CB4A35-1F64-87B9-5122-C281C1DE7457'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'106'~&~	~&~'007912C9-42B2-5405-9A46-929534DAC390'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'107'~&~	~&~'711970E0-9CB6-0F3F-C5D1-47030CDAC3A3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'108'~&~	~&~'1C91AAAD-966E-0238-0692-83C219258BFA'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'109'~&~	~&~'7E10E076-84C8-7F1D-5956-26B7F903B798'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'110'~&~	~&~'6B158EB0-2E77-A425-528F-1C72158FCF34'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'111'~&~	~&~'74EC1576-4B5B-AB85-3662-0D2831E194B0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'112'~&~	~&~'9732EDA4-EB78-44E0-E25D-5A3F9B0C1B07'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'113'~&~	~&~'C4A90A45-221E-5346-B1DE-A27815D893D5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'114'~&~	~&~'E1B22694-5A06-9EA5-9248-3E9B0C76C010'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'115'~&~	~&~'89BA4125-9D61-9492-5AA5-AFA8E869A047'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'116'~&~	~&~'368EA8E5-1B19-FD26-177F-29CD2543CFE8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'117'~&~	~&~'E06C8AF5-064A-CB95-FFCF-2DE508DBAE1D'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'118'~&~	~&~'FB1B05DA-5FE2-3024-4216-8D7DC2EC7A31'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'119'~&~	~&~'A31DC746-41A5-0900-B15C-973EFCB53063'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'120'~&~	~&~'13730F48-71AA-7135-823D-EBD44471FE66'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'121'~&~	~&~'49843097-A6A7-ECA4-2BB0-1C72F6360125'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'122'~&~	~&~'F415E3BD-99B1-35D0-5E51-3F0A0B3C20FD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'123'~&~	~&~'BC860DC4-3374-89FC-D766-184116F8FBBB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'124'~&~	~&~'F3BEF896-569C-E922-B3A0-051F859F31D3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'125'~&~	~&~'4A3F43B9-ED13-6DE5-F5A4-8AFE668BFC37'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'126'~&~	~&~'1B3CF7E8-18F4-AC13-96BD-6BB5E32BCED1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'127'~&~	~&~'87122C3E-0BD8-144D-409E-538CC332200D'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'128'~&~	~&~'D18289EB-854D-34CA-A337-A8A7E8C9B7B7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'129'~&~	~&~'6C788ED5-C391-CCA6-E144-6EAA4ABEC2B2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'130'~&~	~&~'FE60CDF4-4154-A92A-42B0-384D7FF45F04'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'131'~&~	~&~'23BCE4D8-48D9-3966-2257-D8E3D3069007'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'000'~&~	~&~'724ad287-6838-4b7f-ad2c-7c62caced842'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'001'~&~	~&~'21e57521-0b17-455b-892d-11e2fb9d102b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'002'~&~	~&~'7564a699-eb8b-402d-92c5-60ac86398bdb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'003'~&~	~&~'419380bc-8403-4419-a049-da675a9ea97b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'004'~&~	~&~'46edae65-7b48-4176-99a7-40bb040ed0f5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'005'~&~	~&~'b48667b6-98ef-4e64-be33-79ce77d6c0bd'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'006'~&~	~&~'dd0bf4e1-ea81-4d20-a4eb-69e3b2c48979'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'007'~&~	~&~'3f4ad713-32ef-425c-a2dd-1c99bd9567b7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'008'~&~	~&~'214568c5-7042-443a-872d-2958ed69bee7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'009'~&~	~&~'3b8d7d14-9b01-4783-a97e-1466581bd462'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'010'~&~	~&~'699ac52b-bf91-4fb2-9a50-71f901fedc7b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'011'~&~	~&~'9c47b7d7-00bd-4865-a3f2-ea50610426b5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'012'~&~	~&~'3559eb43-9426-4e4c-b8f2-65942ca2c915'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'013'~&~	~&~'7f6364e1-582e-45a1-8516-b74cd659da74'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'014'~&~	~&~'50f9b2a4-0e43-461a-828d-c3a7e3cfb064'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'015'~&~	~&~'bcd897c7-8f7f-4b8f-9bd1-baf1abe1710b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'016'~&~	~&~'4f1c58e3-ee37-47d5-bf7e-7695ee8b2579'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'017'~&~	~&~'5d3f724a-96a0-47f1-a719-f455cefa8629'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'018'~&~	~&~'ad9350af-acc0-49f0-86be-7a7a663a6e5d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'019'~&~	~&~'77cce1d0-1f07-46a3-83d2-2b2d96e832b5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'020'~&~	~&~'cbb27f47-d8e6-46e0-89bd-c3cc7e2e291f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'021'~&~	~&~'8a1c4236-8340-4342-937c-fccb3d6555b2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'022'~&~	~&~'3191f805-04a1-477a-80e5-7cc16f543d98'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'023'~&~	~&~'3a19e51c-fe7d-4276-8a02-bf8a6c7de5cf'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'024'~&~	~&~'b72a3bc7-03c0-4b2f-9967-e6b6b0097c8a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'025'~&~	~&~'83358d94-7352-4af3-aeeb-fcc94f53d820'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'026'~&~	~&~'b071ffd4-31c4-40de-85ee-32607bbba00c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'027'~&~	~&~'fea55d91-e4c1-4cf8-88c0-22aef7144ab9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'028'~&~	~&~'209802f6-b8de-4e57-bafa-19529bfad363'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'029'~&~	~&~'d28327ab-4786-4cf2-8add-75ecc763c748'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
