HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_SUB_OBJ_CD_NM::VARCHAR~&~	~&~FIN_SUBOBJ_SHRT_NM::VARCHAR~&~	~&~FIN_SUBOBJ_ACTV_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1466'~&~	~&~'001'~&~	~&~'E063099E-4332-B43D-35CC-6231743502F6'~&~	~&~'1'~&~	~&~'employee parking decal'~&~	~&~'employ park'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RE'~&~	~&~'0B579372-681C-140F-0FC2-1CBA3AD3826D'~&~	~&~'1'~&~	~&~'REGISTER ERROR'~&~	~&~'REGISTER ERR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RV'~&~	~&~'5958E92A-3C93-482D-219D-0BFE889F8A4C'~&~	~&~'1'~&~	~&~'REVERSE TRANSACTIONS'~&~	~&~'REVERSETRANS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'BLT'~&~	~&~'2D569F32-AC56-A6ED-5CD1-E21E90E6CFCD'~&~	~&~'1'~&~	~&~'BROOKE TODD CASH DRAWER'~&~	~&~'BLT CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'D'~&~	~&~'DD7D916A-99C0-EC33-F95B-944FD71859FC'~&~	~&~'1'~&~	~&~'RSP D PERMIT'~&~	~&~'RSP D Permit'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'DLK'~&~	~&~'287DC431-AE90-84BA-6F06-3FF797E35D9D'~&~	~&~'1'~&~	~&~'DANIELLE KEENE CASH DRAWER'~&~	~&~'DLK CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'JLS'~&~	~&~'F5C145DA-F8C4-34EC-F1D2-ACE9CC23B09A'~&~	~&~'1'~&~	~&~'JENNIFER SMITH CASH DRAWER'~&~	~&~'JLS CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KAB'~&~	~&~'5FDFDF56-D092-3AC8-76E1-6DB737886D5D'~&~	~&~'1'~&~	~&~'KRISTEN BRAWTHEN CASH DRAWER'~&~	~&~'KAB CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KJT'~&~	~&~'B11F36E1-9952-B13E-A627-D95153583C4C'~&~	~&~'1'~&~	~&~'KAMI TAYLOR CASH DRAWER'~&~	~&~'KJT CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KSR'~&~	~&~'B85E9A05-EE41-0F88-8950-7B8E26A005DE'~&~	~&~'1'~&~	~&~'KAREN RUCKREIGAL CASH DRAWER'~&~	~&~'KSR CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCC'~&~	~&~'0CDC7D1D-F7B8-479E-CD77-D7AA52F3B9F8'~&~	~&~'1'~&~	~&~'LINDA COLEMAN CASH DRAWER'~&~	~&~'LCC CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCD'~&~	~&~'6CFDA3FA-5E95-FF51-BCC4-2693BF5D1EF7'~&~	~&~'1'~&~	~&~'LINDA DAVIS CASH DRAWER'~&~	~&~'LCD CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LLB'~&~	~&~'1D22DDD5-F57A-A4F1-1AEF-61B17D30BF65'~&~	~&~'1'~&~	~&~'LORI BEASLEY CASH DRAWER'~&~	~&~'LLB CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'MAG'~&~	~&~'85B8E2F8-B33A-4DC9-1C27-F78F581A8521'~&~	~&~'1'~&~	~&~'MELISSA GRAY CASH DRAWER'~&~	~&~'MAG CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'SAA'~&~	~&~'4FC56925-FD2A-446A-5F00-054A70FCF9A4'~&~	~&~'1'~&~	~&~'SHARON ALLGOOD CASH DRAWER'~&~	~&~'SAA Cash DRW'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'VOK'~&~	~&~'9E408034-438D-D38A-20EF-F8242CDE8DF0'~&~	~&~'1'~&~	~&~'VELVEETA KNOX CASH DRAWER'~&~	~&~'VOK CASH DWR'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'POL'~&~	~&~'F86B4786-3B1F-D9FF-F9DF-15ED7449872E'~&~	~&~'1'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'TAX'~&~	~&~'FF543284-1FE0-FEB8-5324-C942288D2828'~&~	~&~'1'~&~	~&~'UNIVERSITY ADMIN CHARGE'~&~	~&~'ADM CRG'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6000'~&~	~&~'DIR'~&~	~&~'BBB240F1-3394-1EAB-B907-14FB87815913'~&~	~&~'1'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir Trav'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'BTE'~&~	~&~'70ACA87A-E539-2DA4-898C-21AE4EA66B38'~&~	~&~'1'~&~	~&~'B TYLER EASTON'S TRAVEL EXPENSES'~&~	~&~'BTE TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'CLL'~&~	~&~'105783A4-EDFC-68C9-C63A-0A1225A8B27A'~&~	~&~'1'~&~	~&~'CAROL LEWIS' TRAVEL EXPENSES'~&~	~&~'CLL TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'DIR'~&~	~&~'358558C1-4DA2-5CA7-82B7-38853B8DC9A4'~&~	~&~'1'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir OSt'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAA'~&~	~&~'13BF181A-FFF1-55B6-6573-7A80FAFD2215'~&~	~&~'1'~&~	~&~'JAMES ARTHUR TRAVEL EXPENSES'~&~	~&~'JAA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAF'~&~	~&~'E7CA5410-8717-ADC4-3DAC-9204C8029CC5'~&~	~&~'1'~&~	~&~'JULIE FLAHERTY'S TRAVEL'~&~	~&~'JAF TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JDP'~&~	~&~'D3E81C6F-BC19-0001-5AC3-68EE616B6B3D'~&~	~&~'1'~&~	~&~'J. DOUGLAS PORTER'S TRAVEL'~&~	~&~'JDP TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KJM'~&~	~&~'6802D741-2BC8-1A86-E46F-4E89EF4CEEDA'~&~	~&~'1'~&~	~&~'KYLE MARTINDALE'S TRAVEL'~&~	~&~'KJM TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KSR'~&~	~&~'6E60238F-C519-9D14-131E-8EBF730B2CEE'~&~	~&~'1'~&~	~&~'KAREN RUCKRIEGEL'S TRAVEL EXPENSES'~&~	~&~'KSR TRAVEL'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'RPA'~&~	~&~'70D25C7F-554B-48C0-375F-E909250C80F4'~&~	~&~'1'~&~	~&~'R ABRAHAM'S TRAVEL EXPENSES'~&~	~&~'RPA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'8117'~&~	~&~'CC'~&~	~&~'60174E2D-FB0A-97C6-C800-A5DF377DBC96'~&~	~&~'1'~&~	~&~'AR CREDIT CARD'~&~	~&~'ARCC'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'8117'~&~	~&~'RSP'~&~	~&~'39867137-B648-BF13-B56B-D4058A43F94C'~&~	~&~'1'~&~	~&~'AR E PERMIT RSP'~&~	~&~'AR RSP E per'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9953'~&~	~&~'MAR'~&~	~&~'B8CB8311-3F7D-D570-3739-6DDBD4283B8B'~&~	~&~'1'~&~	~&~'MARKETING OH ALLOCATION'~&~	~&~'MARKETNG FEE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9977'~&~	~&~'POL'~&~	~&~'5C992E13-7D5B-80A4-58EE-85BB18A30F1D'~&~	~&~'1'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9977'~&~	~&~'TAX'~&~	~&~'AC72F6E4-9A14-A618-D49B-4F2EC8DEECF0'~&~	~&~'1'~&~	~&~'UNIVERSITY ADMIN CHARGE'~&~	~&~'ADM CRG'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'4008'~&~	~&~'POL'~&~	~&~'0E998AD9-E27F-1A4A-EA51-013F4249835F'~&~	~&~'1'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOLED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'9977'~&~	~&~'POL'~&~	~&~'A31F5921-BD7F-0AEC-1C4B-79D0E1967853'~&~	~&~'1'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOLED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9020204'~&~	~&~'7468'~&~	~&~'REM'~&~	~&~'2E18E83B-E5B1-2BA8-1A97-2A1C5882EE40'~&~	~&~'1'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9020391'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'4A3FF828-394D-F2D0-7ABE-471378DCE219'~&~	~&~'1'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'ADD'T SVCS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9020391'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'7C54AA11-50DA-535D-CA28-24CF560D76ED'~&~	~&~'1'~&~	~&~'ARCHITECTURAL'~&~	~&~'arch fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'9020391'~&~	~&~'7301'~&~	~&~'REM'~&~	~&~'DB7CBC6E-6FCB-0226-4C38-65B93B96FD8B'~&~	~&~'1'~&~	~&~'REIMBURSABLES'~&~	~&~'REIMB'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211101'~&~	~&~'5000'~&~	~&~'POS'~&~	~&~'683D47188E6C89DBE0404F8189D81447'~&~	~&~'1'~&~	~&~'POST IT NOTES'~&~	~&~'POST ITS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WAC'~&~	~&~'25432F4D-2889-C9ED-3BF0-426B47D7937B'~&~	~&~'1'~&~	~&~'Animal Care Wages'~&~	~&~'Animal Care'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WBO'~&~	~&~'64151273-5CE1-B0D2-02E9-7486F6C4181F'~&~	~&~'1'~&~	~&~'Business Office Wages'~&~	~&~'Buss Office'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WGD'~&~	~&~'C4360389-9EFD-E6A9-2CFD-43753F0D6825'~&~	~&~'1'~&~	~&~'Grader Service Wages'~&~	~&~'Grader'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WIN'~&~	~&~'12B4CF98-DDDB-45BE-63F3-927D15664B27'~&~	~&~'1'~&~	~&~'Instructional Support Wages'~&~	~&~'Instruct.'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WMO'~&~	~&~'E5D095E6-C2B5-5A1D-77D6-18A83BDF0022'~&~	~&~'1'~&~	~&~'Main Office Wages'~&~	~&~'Main Office'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'3000'~&~	~&~'WTS'~&~	~&~'FEEB0E6D-0B90-2811-A45B-2400FED0EFFF'~&~	~&~'1'~&~	~&~'Tech Support Wages'~&~	~&~'Tech Support'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SAC'~&~	~&~'D26692CA-262F-F3FF-BF8E-65982B0A7869'~&~	~&~'1'~&~	~&~'Animal Care Supplies'~&~	~&~'Animal Care'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SAO'~&~	~&~'C48919E4-9EC8-A693-0D09-AF67E167548D'~&~	~&~'1'~&~	~&~'Advising Office Supplies'~&~	~&~'Advising Off'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SAS'~&~	~&~'E4D000D8-76AF-3FB0-397D-3E05B0EBD9EF'~&~	~&~'1'~&~	~&~'Academic Services Office'~&~	~&~'Academic Ser'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SBO'~&~	~&~'BC7BC079-C81A-68D7-0544-B245AF4E132A'~&~	~&~'1'~&~	~&~'Business Office Supplies'~&~	~&~'Buss Office'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SBS'~&~	~&~'071C3F32-AC97-1FF3-E771-DD6E8FB70CBB'~&~	~&~'1'~&~	~&~'Building Services Supplies'~&~	~&~'Bldg Service'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SCB'~&~	~&~'9130EEBE-6BDE-6FB5-B675-70CCEBA136BB'~&~	~&~'1'~&~	~&~'Supplies Cabinet'~&~	~&~'Supply Cab'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SCL'~&~	~&~'07A70A18-E9AC-75B8-0924-466D0FFDB461'~&~	~&~'1'~&~	~&~'Cause Library Supplies'~&~	~&~'CAUSE Supply'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SCO'~&~	~&~'846E53B9-EE03-6246-ED4C-5625E2A847AF'~&~	~&~'1'~&~	~&~'Chair's Office Supplies'~&~	~&~'Chair Office'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SCQ'~&~	~&~'F4D1EE11-800C-D9A4-B313-E61764659678'~&~	~&~'1'~&~	~&~'Colloquium Supplies'~&~	~&~'Colloquium'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SCS'~&~	~&~'F21A562B-B3CA-3A32-ED0E-5574BE705EC6'~&~	~&~'1'~&~	~&~'Clinical Sciences Supplies'~&~	~&~'Clinic'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SFC'~&~	~&~'90C261E9-765F-87B9-C55E-E758505CDEBD'~&~	~&~'1'~&~	~&~'Faculty Supplies'~&~	~&~'Faculty'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SFR'~&~	~&~'D93EEFAE-D96D-D10B-C1E9-542AC3AE0C04'~&~	~&~'1'~&~	~&~'Faculty Recruitment'~&~	~&~'Faculty Recr'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SGS'~&~	~&~'DC2A4F73-2E67-9EC9-CD7C-7F93E2A6468F'~&~	~&~'1'~&~	~&~'Grant Support Supplies'~&~	~&~'Gnt Support'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SLB'~&~	~&~'C83B8678-2293-C66A-A808-A6E0F1722B60'~&~	~&~'1'~&~	~&~'Labs Supplies'~&~	~&~'Labs Supply'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SLN'~&~	~&~'C69C8C48-E3E0-B6AB-3E48-A40A39D6FFB1'~&~	~&~'1'~&~	~&~'LAN Supplies'~&~	~&~'LAN'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SRF'~&~	~&~'37B0E6C9-330D-237D-023A-42CA5B932C06'~&~	~&~'1'~&~	~&~'Retired Faculty Supplies'~&~	~&~'Retired Fac'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SSC'~&~	~&~'8BE0A694-4C28-1CE2-5A3C-99AA2112405F'~&~	~&~'1'~&~	~&~'Secretarial Supplies'~&~	~&~'Secreterial'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SSR'~&~	~&~'E299E4F2-FDBD-2CBC-AE89-8A7D9C1D7F5E'~&~	~&~'1'~&~	~&~'Student Recruitment'~&~	~&~'GS Recruit'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'SSS'~&~	~&~'B67AA045-BA95-E09F-EFC9-19285645DA18'~&~	~&~'1'~&~	~&~'Social Student Supplies'~&~	~&~'Social GS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'5000'~&~	~&~'STS'~&~	~&~'52F32E39-A4D1-B435-BB54-9877A94CD8E9'~&~	~&~'1'~&~	~&~'Tech Support Supplies'~&~	~&~'Tech Support'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'7900'~&~	~&~'SBS'~&~	~&~'80EA8A21-769C-4038-FAA7-49E95DE313E8'~&~	~&~'1'~&~	~&~'S BREHM COMPENSATION'~&~	~&~'s brehm'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308160'~&~	~&~'8160'~&~	~&~'07'~&~	~&~'CC3DE74F-39A6-7E46-1342-B7941AD89683'~&~	~&~'1'~&~	~&~'SUM I BURSAR AR'~&~	~&~'SUM I AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308160'~&~	~&~'8160'~&~	~&~'08'~&~	~&~'A0AE2CCD-C5DF-BC5C-A102-E3B827D80D0B'~&~	~&~'1'~&~	~&~'FALL BURSAR AR'~&~	~&~'FALL AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308160'~&~	~&~'8160'~&~	~&~'09'~&~	~&~'629330D8-9148-75FB-4338-ACF093D80185'~&~	~&~'1'~&~	~&~'SPRING BURSAR AR'~&~	~&~'SPRING AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308160'~&~	~&~'8160'~&~	~&~'10'~&~	~&~'1DFCDD53-ABD6-FA68-F352-10DF1ED23A18'~&~	~&~'1'~&~	~&~'SUM II BURSAR AR'~&~	~&~'SUM II AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308460'~&~	~&~'8460'~&~	~&~'07'~&~	~&~'DA42B2AF-82FA-96F7-9765-3B233C81124A'~&~	~&~'1'~&~	~&~'SUMMER 1 PREPAID'~&~	~&~'SUM 1 PPD'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0308460'~&~	~&~'8460'~&~	~&~'10'~&~	~&~'EF590CDC-A610-E48C-0DE8-2F98EDEDD411'~&~	~&~'1'~&~	~&~'SUMMER 2 PREPAID'~&~	~&~'SUM 2 PPD'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309060'~&~	~&~'9060'~&~	~&~'07'~&~	~&~'5F8B4B6E-2CB4-112B-5559-4A112E267A0F'~&~	~&~'1'~&~	~&~'SUM I DEF REV'~&~	~&~'SUM I DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309060'~&~	~&~'9060'~&~	~&~'10'~&~	~&~'A576598E-FAB8-9B8D-1EB9-6656CE8BF8C2'~&~	~&~'1'~&~	~&~'SUM II DEF REV'~&~	~&~'SUM II DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309060'~&~	~&~'9080'~&~	~&~'UNA'~&~	~&~'683D47188E6E89DBE0404F8189D81447'~&~	~&~'1'~&~	~&~'UNAPPLIED PAYMENTS'~&~	~&~'UNAPPLIED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~'9465'~&~	~&~'07'~&~	~&~'759968B5-D4BE-0690-707D-15C5A58B07E0'~&~	~&~'1'~&~	~&~'SUM II DEF REV'~&~	~&~'SUM II DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~'9465'~&~	~&~'08'~&~	~&~'F1575366-DB74-0F01-80AF-7D77A8221DBE'~&~	~&~'1'~&~	~&~'FALL DEF REV'~&~	~&~'FALL DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~'9465'~&~	~&~'09'~&~	~&~'FBC6A9DD-3F43-5288-979B-CE25D9F11D83'~&~	~&~'1'~&~	~&~'SPRING DEF REV'~&~	~&~'SPRING DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~'9465'~&~	~&~'10'~&~	~&~'1C715582-2513-CA4B-C3A8-E896CD32722A'~&~	~&~'1'~&~	~&~'SUM II DEF REV'~&~	~&~'SUM II DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'0366500'~&~	~&~'4008'~&~	~&~'041'~&~	~&~'99A34575-7537-869B-8E39-20630C5E400D'~&~	~&~'1'~&~	~&~'Special Events Alloc'~&~	~&~'Spec Events'~&~	~&~'Y'~&~	~&~]RECORD
