HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_SUB_OBJ_CD_NM::VARCHAR~&~	~&~FIN_SUBOBJ_SHRT_NM::VARCHAR~&~	~&~FIN_SUBOBJ_ACTV_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'08'~&~	~&~'0e450a84-2da2-4a51-9c1c-8c05879bd9a8'~&~	~&~'2'~&~	~&~'FALL DEF REV'~&~	~&~'FALL DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'09'~&~	~&~'88f4f5b8-4990-4128-95b2-1a97a1d161c4'~&~	~&~'2'~&~	~&~'SPRING DEF REV'~&~	~&~'SPRING DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'10'~&~	~&~'ffb1de40-839e-4108-a66a-58889a73c96a'~&~	~&~'2'~&~	~&~'SUM II DEF REV'~&~	~&~'SUM II DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9900'~&~	~&~'000'~&~	~&~'e423b163-1b76-4e5b-ae81-33e328f5db4e'~&~	~&~'2'~&~	~&~'ACT FEE TRANSFER'~&~	~&~'ACT FEE TRAN'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'MCF'~&~	~&~'53b0167b-b2ef-4e61-b362-e99adcbc8763'~&~	~&~'2'~&~	~&~'MCFARLING'~&~	~&~'Mcfarling'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'MEJ'~&~	~&~'d0a3112d-6562-44f6-af68-ea5a06ffb654'~&~	~&~'2'~&~	~&~'MEIJER'~&~	~&~'MEIJER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'RED'~&~	~&~'ea29a93b-db02-4922-826f-19046e7ab5e5'~&~	~&~'2'~&~	~&~'REID HOSPITAL'~&~	~&~'REID'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'VAL'~&~	~&~'7cde8ec4-6555-45b3-bf14-9fa2c990d693'~&~	~&~'2'~&~	~&~'VALLEY SERVICES'~&~	~&~'VALLEY'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2868101'~&~	~&~'9915'~&~	~&~'PRS'~&~	~&~'3833737c-dc8b-4be7-8a6a-4f376df2d5c6'~&~	~&~'2'~&~	~&~'FEMP PRES. MATCH'~&~	~&~'FEMPPRESMTCH'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'2868101'~&~	~&~'9915'~&~	~&~'SCH'~&~	~&~'e8e0bad1-f665-42d4-a4f4-8d2a48011687'~&~	~&~'2'~&~	~&~'FEMP CAMPUS MATCH'~&~	~&~'FEMPCMPSMTCH'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6067000'~&~	~&~'8300'~&~	~&~'INV'~&~	~&~'6a1b8840-1f4f-4115-99eb-6ee6a1270ea7'~&~	~&~'2'~&~	~&~'IU INV NOT PURCH'~&~	~&~'Inv Not Purc'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'1464'~&~	~&~'WVR'~&~	~&~'1f089c02-f467-4421-8759-9c03b383b0ed'~&~	~&~'2'~&~	~&~'PARKING PERMIT FEE WAIVER'~&~	~&~'PARK FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'5199'~&~	~&~'071'~&~	~&~'b6d5d84e-2bb7-4304-9ef7-024b8e571314'~&~	~&~'2'~&~	~&~'INT DEBT SERV'~&~	~&~'INT DEBT SER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'9900'~&~	~&~'071'~&~	~&~'1e73f5aa-6d63-4547-a7a6-f7ef26da8053'~&~	~&~'2'~&~	~&~'INT DEBT SERV'~&~	~&~'INT DEBT SER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'1500'~&~	~&~'CPY'~&~	~&~'55980463-6529-4f76-aa95-048d9181cb4e'~&~	~&~'2'~&~	~&~'COPY MACHINE SALES'~&~	~&~'Copy'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'1500'~&~	~&~'PRT'~&~	~&~'1bc492cb-1050-489d-b12b-eccf5283f2eb'~&~	~&~'2'~&~	~&~'PRINTER SALES'~&~	~&~'Print'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4115'~&~	~&~'STF'~&~	~&~'00d4a690-2ca1-4fef-8f83-596e251e0def'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4115'~&~	~&~'STU'~&~	~&~'4f919f5d-ceb9-4a93-a424-50a87561cb9f'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4690'~&~	~&~'STF'~&~	~&~'25d640e2-cd58-405c-829d-71290d765c0b'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4690'~&~	~&~'STU'~&~	~&~'a792568e-fe09-4183-a31b-0904e058ab44'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'5215'~&~	~&~'STF'~&~	~&~'6c809581-06a5-4fcc-87c4-3163cd972530'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'5215'~&~	~&~'STU'~&~	~&~'57cab92b-7357-480e-ab77-319d4cdc7ddd'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0703'~&~	~&~'WVR'~&~	~&~'b3e8259e-4c5c-4166-80ec-e75b1e520d10'~&~	~&~'2'~&~	~&~'PRIOR YEAR FEES-WVR'~&~	~&~'PRI YR F-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0787'~&~	~&~'WVR'~&~	~&~'1447b628-67f2-40f6-821c-116828f605f5'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0887'~&~	~&~'WVR'~&~	~&~'a65b09e1-407d-4d30-b5b3-bd6f55db7fb1'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0987'~&~	~&~'WVR'~&~	~&~'0b0bb557-93d1-4b42-b051-054c9bafbc94'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'ASV'~&~	~&~'67e0dc0a-d07b-4374-aa17-ec6b6d66266c'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'FEE'~&~	~&~'7bd9deef-4be4-46c4-8c3c-eaf16a8fc12b'~&~	~&~'2'~&~	~&~'ARCHITECT FEES'~&~	~&~'archt'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'REM'~&~	~&~'08a6f21f-a10c-49b6-966b-9600a0411738'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'4520'~&~	~&~'ASV'~&~	~&~'07416b13-7900-43eb-afaf-18cdfa00c8b6'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'4520'~&~	~&~'REM'~&~	~&~'cceac42a-cac9-42d5-bea4-02b0a4f8fb46'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'d60673e5-a425-4f33-b194-de6ed482cfe6'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'fbb74303-e1e8-4e56-95ea-35be59c1c879'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'Add't Srvcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'39261c31-0d3a-4baa-b1f3-6aa43caaf5b9'~&~	~&~'2'~&~	~&~'ARCHITECTURAL'~&~	~&~'Arch fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'REM'~&~	~&~'71a7a455-262e-46cb-af60-7738c09f906b'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'Reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'b1d0fbe5-8a89-4ddb-b080-b6c25e3cea66'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'Add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'499e0880-6a16-41c1-9837-61bf43981442'~&~	~&~'2'~&~	~&~'ARCHITECTURUAL'~&~	~&~'arch fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'REM'~&~	~&~'a1fa5f44-de5f-4544-9be4-09c9a4e99f03'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'ASV'~&~	~&~'4d226e41-d590-4b00-a0b0-1ca8629db019'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICE'~&~	~&~'Add't Svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'FEE'~&~	~&~'78d3034e-5e56-4be7-b758-7c4b2d789ff8'~&~	~&~'2'~&~	~&~'ARCHITECTURAL'~&~	~&~'Arch Fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'REM'~&~	~&~'d9ff6ae8-ea53-4f9b-9cc1-1c45b501227a'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'Reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9269401'~&~	~&~'9940'~&~	~&~'LCF'~&~	~&~'6125f1aa-da32-4b0c-924d-de800c053a33'~&~	~&~'2'~&~	~&~'LIFE CYCLE FUNDING'~&~	~&~'LIFECYCLE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'9769390'~&~	~&~'7900'~&~	~&~'000'~&~	~&~'6ea7d4ca-eff3-4ead-b1de-77c410d9e170'~&~	~&~'2'~&~	~&~'UNALLOCATED'~&~	~&~'UNALLOCATED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1466'~&~	~&~'001'~&~	~&~'d7b48b86-b112-4702-8266-5c24e86e7c79'~&~	~&~'2'~&~	~&~'employee parking decal'~&~	~&~'employ park'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RE'~&~	~&~'281c2b62-5f19-4fe1-b2d1-91d214a08014'~&~	~&~'2'~&~	~&~'REGISTER ERROR'~&~	~&~'REGISTER ERR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RV'~&~	~&~'bc6db018-80d5-47b6-8299-b9a1193f197b'~&~	~&~'2'~&~	~&~'REVERSE TRANSACTIONS'~&~	~&~'REVERSETRANS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'BLT'~&~	~&~'d50fb4ba-0b4a-4c8c-a868-44bd05a834b8'~&~	~&~'2'~&~	~&~'BROOKE TODD CASH DRAWER'~&~	~&~'BLT CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'D'~&~	~&~'1957215c-8727-412d-8f36-9acb0667d4db'~&~	~&~'2'~&~	~&~'RSP D PERMIT'~&~	~&~'RSP D Permit'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'DLK'~&~	~&~'43efb2cf-ba02-4081-ab86-934add492290'~&~	~&~'2'~&~	~&~'DANIELLE KEENE CASH DRAWER'~&~	~&~'DLK CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'JLS'~&~	~&~'a9909726-a488-4245-9a8b-c1e1cd5e8f32'~&~	~&~'2'~&~	~&~'JENNIFER SMITH CASH DRAWER'~&~	~&~'JLS CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KAB'~&~	~&~'0ce3d8db-8cae-4370-807d-7361d2d033ee'~&~	~&~'2'~&~	~&~'KRISTEN BRAWTHEN CASH DRAWER'~&~	~&~'KAB CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KJT'~&~	~&~'fa714c03-7019-4b5a-abf2-f57bfefec418'~&~	~&~'2'~&~	~&~'KAMI TAYLOR CASH DRAWER'~&~	~&~'KJT CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KSR'~&~	~&~'2fa7f302-d0ba-47ce-a5b4-3cf9e053b6e4'~&~	~&~'2'~&~	~&~'KAREN RUCKREIGAL CASH DRAWER'~&~	~&~'KSR CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCC'~&~	~&~'ff0b609a-a7f6-47c9-b137-24c4dd0f1557'~&~	~&~'2'~&~	~&~'LINDA COLEMAN CASH DRAWER'~&~	~&~'LCC CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCD'~&~	~&~'2b8d54a4-545d-4399-8988-4b853f31d52e'~&~	~&~'2'~&~	~&~'LINDA DAVIS CASH DRAWER'~&~	~&~'LCD CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LLB'~&~	~&~'4dc629a1-035c-4d90-a556-0f7a27c0b305'~&~	~&~'2'~&~	~&~'LORI BEASLEY CASH DRAWER'~&~	~&~'LLB CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'MAG'~&~	~&~'0dc2dda6-4367-40d1-9f26-e7ce0581dc7d'~&~	~&~'2'~&~	~&~'MELISSA GRAY CASH DRAWER'~&~	~&~'MAG CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'SAA'~&~	~&~'4c2c9878-f822-407a-bb5f-6b58d1c82b20'~&~	~&~'2'~&~	~&~'SHARON ALLGOOD CASH DRAWER'~&~	~&~'SAA Cash DRW'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'VOK'~&~	~&~'bb910661-95ec-40b0-b67e-bc9144532c4c'~&~	~&~'2'~&~	~&~'VELVEETA KNOX CASH DRAWER'~&~	~&~'VOK CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'POL'~&~	~&~'579bc9c3-3d02-40c8-9ca4-63a57c50a06a'~&~	~&~'2'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'TAX'~&~	~&~'c86c93b3-db40-4d42-9fa0-71858c2eb5d2'~&~	~&~'2'~&~	~&~'UNIVERSITY ADMIN CHARGE'~&~	~&~'ADM CRG'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6000'~&~	~&~'DIR'~&~	~&~'958920bb-41f0-414b-b104-c1436477a530'~&~	~&~'2'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir Trav'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'BTE'~&~	~&~'986a0cb5-4f4e-48a8-8727-8febcbf2dcdf'~&~	~&~'2'~&~	~&~'B TYLER EASTON'S TRAVEL EXPENSES'~&~	~&~'BTE TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'CLL'~&~	~&~'75f9ca09-394d-4409-9b07-203c3c5eddbf'~&~	~&~'2'~&~	~&~'CAROL LEWIS' TRAVEL EXPENSES'~&~	~&~'CLL TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'DIR'~&~	~&~'ac63f1e6-a0ba-4915-a5b2-1dd9df65cb21'~&~	~&~'2'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir OSt'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAA'~&~	~&~'d22b1d89-c2c5-42c5-893c-0b5f36ac1417'~&~	~&~'2'~&~	~&~'JAMES ARTHUR TRAVEL EXPENSES'~&~	~&~'JAA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAF'~&~	~&~'0db0ba6a-5283-4099-8db1-c20d7e7c49a7'~&~	~&~'2'~&~	~&~'JULIE FLAHERTY'S TRAVEL'~&~	~&~'JAF TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JDP'~&~	~&~'c07a3733-b23c-4842-8030-506408cf35fd'~&~	~&~'2'~&~	~&~'J. DOUGLAS PORTER'S TRAVEL'~&~	~&~'JDP TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KJM'~&~	~&~'0920db55-04c5-4e40-98a6-b90bc7a142dd'~&~	~&~'2'~&~	~&~'KYLE MARTINDALE'S TRAVEL'~&~	~&~'KJM TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KSR'~&~	~&~'45ad7ff0-909e-41e8-bf6e-b39557f5ebec'~&~	~&~'2'~&~	~&~'KAREN RUCKRIEGEL'S TRAVEL EXPENSES'~&~	~&~'KSR TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'RPA'~&~	~&~'5354b7fd-5f16-4f92-a530-b583174121cb'~&~	~&~'2'~&~	~&~'R ABRAHAM'S TRAVEL EXPENSES'~&~	~&~'RPA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'8117'~&~	~&~'CC'~&~	~&~'de7e3d4e-ead3-469a-ad4a-556b3e1fdc2b'~&~	~&~'2'~&~	~&~'AR CREDIT CARD'~&~	~&~'ARCC'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'8117'~&~	~&~'RSP'~&~	~&~'08976eee-5104-49e0-8dde-f74d809666f1'~&~	~&~'2'~&~	~&~'AR E PERMIT RSP'~&~	~&~'AR RSP E per'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9953'~&~	~&~'MAR'~&~	~&~'ddfd42d0-3884-45be-82b2-d4361b80891a'~&~	~&~'2'~&~	~&~'MARKETING OH ALLOCATION'~&~	~&~'MARKETNG FEE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9977'~&~	~&~'POL'~&~	~&~'ed8e2bdc-6937-4537-a761-b875860f53f5'~&~	~&~'2'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'9977'~&~	~&~'TAX'~&~	~&~'ce1840a6-bb51-4a9a-b0eb-cbfe7c26d51e'~&~	~&~'2'~&~	~&~'UNIVERSITY ADMIN CHARGE'~&~	~&~'ADM CRG'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'4008'~&~	~&~'POL'~&~	~&~'bd7041f1-0002-4acf-8eca-f68160a62f03'~&~	~&~'2'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOLED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'6044906'~&~	~&~'9977'~&~	~&~'POL'~&~	~&~'9d48be28-20ab-4bb8-b8c1-d99161e9d4f1'~&~	~&~'2'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOLED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'9020204'~&~	~&~'7468'~&~	~&~'REM'~&~	~&~'e5206503-fcb9-449c-9da9-8812fce86eb8'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'9020391'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'ca4d12d8-a21e-4f0d-9142-a672ea37dcb7'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'ADD'T SVCS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'9020391'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'0686fb05-778d-4638-9b99-69f5bd3a83d6'~&~	~&~'2'~&~	~&~'ARCHITECTURAL'~&~	~&~'arch fees'~&~	~&~'Y'~&~	~&~]RECORD
