HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~DESCRSHORT::VARCHAR~&~	~&~COMPANY::VARCHAR~&~	~&~SETID_LOCATION::VARCHAR~&~	~&~LOCATION::VARCHAR~&~	~&~TAX_LOCATION_CD::VARCHAR~&~	~&~MANAGER_UNVL_ID::VARCHAR~&~	~&~MANAGER_POSN::VARCHAR~&~	~&~BUDGET_YR_END_DT::DECIMAL~&~	~&~BUDGET_LVL::VARCHAR~&~	~&~GL_EXPENSE::VARCHAR~&~	~&~EEO4_FUNCTION::VARCHAR~&~	~&~ACCIDENT_INS::VARCHAR~&~	~&~SI_ACCIDENT_NUM::VARCHAR~&~	~&~HAZARD::VARCHAR~&~	~&~ESTABID::VARCHAR~&~	~&~RISKCD::VARCHAR~&~	~&~FTE_EDIT_INDC::VARCHAR~&~	~&~DEPT_TENURE_FLG::VARCHAR~&~	~&~TL_DISTRIB_INFO::VARCHAR~&~	~&~USE_BUDGETS::VARCHAR~&~	~&~USE_ENCUMBRANCES::VARCHAR~&~	~&~USE_DISTRIBUTION::VARCHAR~&~	~&~BUDGET_DEPTID::VARCHAR~&~	~&~DIST_PRORATE_OPTN::VARCHAR~&~	~&~HP_STATS_DEPT_CD::VARCHAR~&~	~&~HP_STATS_FACULTY::VARCHAR~&~	~&~ACCOUNTING_OWNER::VARCHAR~&~	~&~COUNTRY_GRP::VARCHAR~&~	~&~IU_ORG_MAIL_DRP_CD::VARCHAR~&~	~&~IU_ORG_ADDRESS_2::VARCHAR~&~	~&~IU_ORG_ADDRESS_3::VARCHAR~&~	~&~IU_CAMPUS_CD::VARCHAR~&~	~&~IU_CAMPUS_BLDG::VARCHAR~&~	~&~IU_CAMPUS_ROOM::VARCHAR~&~	~&~IU_POSN_ALLOW_FL::VARCHAR~&~	~&~IU_TENURE_ALLOW_FL::VARCHAR~&~	~&~IU_TITLE_ALLOW_FL::VARCHAR~&~	~&~IU_OCC_UN_ALLOW_FL::VARCHAR~&~	~&~ORG_FSCL_APRVR_UID::VARCHAR~&~	~&~LAST_UPDATE_DATE::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'OPRT'~&~	~&~'11400DC3EF69041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OPRT'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OPRT'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OPT'~&~	~&~'11400DC3EF6A041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OPT'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'5594003018'~&~	~&~NULL~&~	~&~'630'~&~	~&~'D'~&~	~&~NULL~&~	~&~'15'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IU'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OPT'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'2843302291'~&~	~&~'1079931600000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OPTH'~&~	~&~'11400DC3EF6E041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OPTH'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OPTH'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OPTL'~&~	~&~'11400DC3EF6B041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OPTL'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OPTL'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ORGN'~&~	~&~'11400DC3EF6C041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-ORGN'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-ORGN'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ORIE'~&~	~&~'11400DC3EF6D041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-ORIE'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'5360703640'~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-ORIE'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'6142600681'~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OSFA'~&~	~&~'11400DC3EF6F041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OSFA'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'4816704135'~&~	~&~NULL~&~	~&~'630'~&~	~&~'D'~&~	~&~NULL~&~	~&~'15'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IU'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OSFA'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'4816704135'~&~	~&~'1090213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'OVER'~&~	~&~'11400DC3EF70041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-OVER'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-OVER'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PADM'~&~	~&~'11400DC3EF76041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PADM'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PADM'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PBIO'~&~	~&~'11400DC3EF77041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PBIO'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PBIO'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PERC'~&~	~&~'11400DC3EF71041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PERC'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PERC'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PERS'~&~	~&~'11400DC3F422041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PERS'~&~	~&~'IU'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1087275600000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PGP'~&~	~&~'11400DC3EF72041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PGP'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PGP'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHAR'~&~	~&~'11400DC3EF73041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHAR'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PHAR'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHER'~&~	~&~'11400DC3EF74041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHER'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PHER'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHMR'~&~	~&~'11400DC3EF75041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHMR'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PHMR'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHSL'~&~	~&~'11400DC3EF78041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHSL'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PHSL'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHYE'~&~	~&~'11400DC3EF79041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHYE'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PHYE'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'11400DC3EF7A041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHYP'~&~	~&~'IU'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4450801341'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'3710502966'~&~	~&~'1099890000000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PHYS'~&~	~&~'11400DC3EF7B041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PHYS'~&~	~&~'IU'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1545104915'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'1545104915'~&~	~&~'1092891600000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PIAN'~&~	~&~'11400DC3EF7C041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PIAN'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PIAN'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PIRT'~&~	~&~'11400DC3EF7D041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PIRT'~&~	~&~'IU'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5049708811'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~'3304009222'~&~	~&~'1103086800000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PL'~&~	~&~'11400DC3EF7E041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PL'~&~	~&~'IU'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'3892107556'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'3892107556'~&~	~&~'1092891600000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PLAC'~&~	~&~'11400DC3EF7F041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PLAC'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'630'~&~	~&~'D'~&~	~&~NULL~&~	~&~'15'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IU'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PLAC'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'4385708213'~&~	~&~'1090213200000'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PLST'~&~	~&~'11400DC3EF80041EE043814FD881041E'~&~	~&~'1'~&~	~&~'BL-PLST'~&~	~&~'IU'~&~	~&~'IUBLA'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'630'~&~	~&~'D'~&~	~&~' '~&~	~&~'15'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'IU'~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'BL-PLST'~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~' '~&~	~&~'BL'~&~	~&~NULL~&~	~&~' '~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'1036213200000'~&~	~&~]RECORD
