HEADER[~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCT_TYP_NM::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'AI'~&~	~&~'014F3DAF81D8A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'A-21 ACTIVITY IDENTIFIER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BS'~&~	~&~'014F3DAF81D9A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'BALANCE SHEET ACCOUNT'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQ'~&~	~&~'014F3DAF81DCA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'EQUIPMENT ACCOUNTS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'NA'~&~	~&~'014F3DAF81E0A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'NOT APPLICABLE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'RA'~&~	~&~'014F3DAF81E1A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'REPORTING AUXILIARIES'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'WS'~&~	~&~'014F3DAF81E9A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'WORK STUDY'~&~	~&~'Y'~&~	~&~]RECORD
