HEADER[~&~	~&~PUR_COMM_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PUR_COMM_DESC::VARCHAR~&~	~&~PUR_SALES_TAX_IND::VARCHAR~&~	~&~ITM_RSTRC_IND::VARCHAR~&~	~&~SNSTV_DTA_CD::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'31211'~&~	~&~'486D347889A3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Soft Drink and Ice Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312111'~&~	~&~'486D34788CBBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Soft Drink Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312112'~&~	~&~'486D34788CBCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Bottled Water Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312113'~&~	~&~'486D34788CBDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Ice Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31212'~&~	~&~'486D347889A4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Breweries'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312120'~&~	~&~'486D34788CBEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Breweries'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31213'~&~	~&~'486D347889A5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wineries'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312130'~&~	~&~'486D34788CBFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wineries'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31214'~&~	~&~'486D347889A6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Distilleries'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312140'~&~	~&~'486D34788CC0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Distilleries'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3122'~&~	~&~'486D3478882DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31221'~&~	~&~'486D347889A7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Stemming and Redrying'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312210'~&~	~&~'486D34788CC1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Stemming and Redrying'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31222'~&~	~&~'486D347889A8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Product Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312221'~&~	~&~'486D34788CC2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cigarette Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'312229'~&~	~&~'486D34788CC3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Tobacco Product Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313'~&~	~&~'486D347887A9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3131'~&~	~&~'486D3478882EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fiber, Yarn, and Thread Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31311'~&~	~&~'486D347889A9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fiber, Yarn, and Thread Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313111'~&~	~&~'486D34788CC4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Yarn Spinning Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313112'~&~	~&~'486D34788CC5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Yarn Texturizing, Throwing, and Twisting Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313113'~&~	~&~'486D34788CC6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Thread Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3132'~&~	~&~'486D3478882FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fabric Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31321'~&~	~&~'486D347889AAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Broadwoven Fabric Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313210'~&~	~&~'486D34788CC7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Broadwoven Fabric Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31322'~&~	~&~'486D347889ABC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Narrow Fabric Mills and Schiffli Machine Embroidery'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313221'~&~	~&~'486D34788CC8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Narrow Fabric Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313222'~&~	~&~'486D34788CC9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Schiffli Machine Embroidery'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31323'~&~	~&~'486D347889ACC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nonwoven Fabric Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313230'~&~	~&~'486D34788CCAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nonwoven Fabric Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31324'~&~	~&~'486D347889ADC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Knit Fabric Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313241'~&~	~&~'486D34788CCBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Weft Knit Fabric Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313249'~&~	~&~'486D34788CCCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Knit Fabric and Lace Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3133'~&~	~&~'486D34788830C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile and Fabric Finishing and Fabric Coating Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31331'~&~	~&~'486D347889AEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile and Fabric Finishing Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313311'~&~	~&~'486D34788CCDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Broadwoven Fabric Finishing Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313312'~&~	~&~'486D34788CCEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile and Fabric Finishing (except Broadwoven Fabric) Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31332'~&~	~&~'486D347889AFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fabric Coating Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'313320'~&~	~&~'486D34788CCFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fabric Coating Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314'~&~	~&~'486D347887AAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile Product Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3141'~&~	~&~'486D34788831C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile Furnishings Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31411'~&~	~&~'486D347889B0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Carpet and Rug Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314110'~&~	~&~'486D34788CD0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Carpet and Rug Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31412'~&~	~&~'486D347889B1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Curtain and Linen Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314121'~&~	~&~'486D34788CD1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Curtain and Drapery Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314129'~&~	~&~'486D34788CD2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Household Textile Product Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3149'~&~	~&~'486D34788832C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Textile Product Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31491'~&~	~&~'486D347889B2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile Bag and Canvas Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314911'~&~	~&~'486D34788CD3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Textile Bag Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314912'~&~	~&~'486D34788CD4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Canvas and Related Product Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31499'~&~	~&~'486D347889B3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Textile Product Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314991'~&~	~&~'486D34788CD5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Rope, Cordage, and Twine Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314992'~&~	~&~'486D34788CD6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tire Cord and Tire Fabric Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'314999'~&~	~&~'486D34788CD7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Miscellaneous Textile Product Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315'~&~	~&~'486D347887ABC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3151'~&~	~&~'486D34788833C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apparel Knitting Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31511'~&~	~&~'486D347889B4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hosiery and Sock Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315111'~&~	~&~'486D34788CD8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sheer Hosiery Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315119'~&~	~&~'486D34788CD9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Hosiery and Sock Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31519'~&~	~&~'486D347889B5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Apparel Knitting Mills'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315191'~&~	~&~'486D34788CDAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Outerwear Knitting Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315192'~&~	~&~'486D34788CDBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Underwear and Nightwear Knitting Mills'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3152'~&~	~&~'486D34788834C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cut and Sew Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31521'~&~	~&~'486D347889B6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cut and Sew Apparel Contractors'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315211'~&~	~&~'486D34788CDCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Apparel Contractors'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315212'~&~	~&~'486D34788CDDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's, Girls', and Infants' Cut and Sew Apparel Contractors'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31522'~&~	~&~'486D347889B7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315221'~&~	~&~'486D34788CDEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Underwear and Nightwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315222'~&~	~&~'486D34788CDFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Suit, Coat, and Overcoat Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315223'~&~	~&~'486D34788CE0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Shirt (except Work Shirt) Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315224'~&~	~&~'486D34788CE1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Trouser, Slack, and Jean Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315225'~&~	~&~'486D34788CE2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Work Clothing Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315228'~&~	~&~'486D34788CE3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Cut and Sew Other Outerwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31523'~&~	~&~'486D347889B8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315231'~&~	~&~'486D34788CE4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Lingerie, Loungewear, and Nightwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315232'~&~	~&~'486D34788CE5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Blouse and Shirt Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315233'~&~	~&~'486D34788CE6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Dress Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315234'~&~	~&~'486D34788CE7C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Suit, Coat, Tailored Jacket, and Skirt Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315239'~&~	~&~'486D34788CE8C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's and Girls' Cut and Sew Other Outerwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31529'~&~	~&~'486D347889B9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Cut and Sew Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315291'~&~	~&~'486D34788CE9C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Infants' Cut and Sew Apparel Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315292'~&~	~&~'486D34788CEAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fur and Leather Apparel Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315299'~&~	~&~'486D34788CEBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Cut and Sew Apparel Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3159'~&~	~&~'486D34788835C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apparel Accessories and Other Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31599'~&~	~&~'486D347889BAC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apparel Accessories and Other Apparel Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315991'~&~	~&~'486D34788CECC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hat, Cap, and Millinery Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315992'~&~	~&~'486D34788CEDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Glove and Mitten Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315993'~&~	~&~'486D34788CEEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's and Boys' Neckwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'315999'~&~	~&~'486D34788CEFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Apparel Accessories and Other Apparel Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316'~&~	~&~'486D347887ACC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Leather and Allied Product Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3161'~&~	~&~'486D34788836C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Leather and Hide Tanning and Finishing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31611'~&~	~&~'486D347889BBC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Leather and Hide Tanning and Finishing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316110'~&~	~&~'486D34788CF0C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Leather and Hide Tanning and Finishing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3162'~&~	~&~'486D34788837C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Footwear Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31621'~&~	~&~'486D347889BCC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Footwear Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316211'~&~	~&~'486D34788CF1C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Rubber and Plastics Footwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316212'~&~	~&~'486D34788CF2C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'House Slipper Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316213'~&~	~&~'486D34788CF3C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Men's Footwear (except Athletic) Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316214'~&~	~&~'486D34788CF4C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Women's Footwear (except Athletic) Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316219'~&~	~&~'486D34788CF5C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Footwear Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3169'~&~	~&~'486D34788838C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Leather and Allied Product Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'31699'~&~	~&~'486D347889BDC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Leather and Allied Product Manufacturing'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'316991'~&~	~&~'486D34788CF6C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Luggage Manufacturing'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
