HEADER[~&~	~&~PUR_COMM_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PUR_COMM_DESC::VARCHAR~&~	~&~PUR_SALES_TAX_IND::VARCHAR~&~	~&~ITM_RSTRC_IND::VARCHAR~&~	~&~SNSTV_DTA_CD::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'11'~&~	~&~'486D34788783C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Agriculture, Forestry, Fishing and Hunting'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111'~&~	~&~'486D3478879BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Crop Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1111'~&~	~&~'486D347887FEC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Oilseed and Grain Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11111'~&~	~&~'486D34788937C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Soybean Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111110'~&~	~&~'486D34788C06C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Soybean Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11112'~&~	~&~'486D34788938C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Oilseed (except Soybean) Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111120'~&~	~&~'486D34788C07C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Oilseed (except Soybean) Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11113'~&~	~&~'486D34788939C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dry Pea and Bean Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111130'~&~	~&~'486D34788C08C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dry Pea and Bean Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11114'~&~	~&~'486D3478893AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wheat Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111140'~&~	~&~'486D34788C09C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Wheat Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11115'~&~	~&~'486D3478893BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Corn Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111150'~&~	~&~'486D34788C0AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Corn Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11116'~&~	~&~'486D3478893CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Rice Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111160'~&~	~&~'486D34788C0BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Rice Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11119'~&~	~&~'486D3478893DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Grain Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111191'~&~	~&~'486D34788C0CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Oilseed and Grain Combination Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111199'~&~	~&~'486D34788C0DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Grain Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1112'~&~	~&~'486D347887FFC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Vegetable and Melon Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11121'~&~	~&~'486D3478893EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Vegetable and Melon Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111211'~&~	~&~'486D34788C0EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Potato Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111219'~&~	~&~'486D34788C0FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Vegetable (except Potato) and Melon Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1113'~&~	~&~'486D34788800C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fruit and Tree Nut Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11131'~&~	~&~'486D3478893FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Orange Groves'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111310'~&~	~&~'486D34788C10C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Orange Groves'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11132'~&~	~&~'486D34788940C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Citrus (except Orange) Groves'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111320'~&~	~&~'486D34788C11C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Citrus (except Orange) Groves'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11133'~&~	~&~'486D34788941C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Noncitrus Fruit and Tree Nut Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111331'~&~	~&~'486D34788C12C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apple Orchards'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111332'~&~	~&~'486D34788C13C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Grape Vineyards'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111333'~&~	~&~'486D34788C14C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Strawberry Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111334'~&~	~&~'486D34788C15C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Berry (except Strawberry) Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111335'~&~	~&~'486D34788C16C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tree Nut Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111336'~&~	~&~'486D34788C17C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fruit and Tree Nut Combination Farming'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111339'~&~	~&~'486D34788C18C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Noncitrus Fruit Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1114'~&~	~&~'486D34788801C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Greenhouse, Nursery, and Floriculture Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11141'~&~	~&~'486D34788942C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Food Crops Grown Under Cover'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111411'~&~	~&~'486D34788C19C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Mushroom Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111419'~&~	~&~'486D34788C1AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Food Crops Grown Under Cover'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11142'~&~	~&~'486D34788943C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nursery and Floriculture Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111421'~&~	~&~'486D34788C1BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Nursery and Tree Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111422'~&~	~&~'486D34788C1CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Floriculture Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1119'~&~	~&~'486D34788802C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Crop Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11191'~&~	~&~'486D34788944C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111910'~&~	~&~'486D34788C1DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Tobacco Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11192'~&~	~&~'486D34788945C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cotton Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111920'~&~	~&~'486D34788C1EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cotton Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11193'~&~	~&~'486D34788946C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sugarcane Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111930'~&~	~&~'486D34788C1FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sugarcane Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11194'~&~	~&~'486D34788947C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hay Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111940'~&~	~&~'486D34788C20C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hay Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11199'~&~	~&~'486D34788948C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Crop Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111991'~&~	~&~'486D34788C21C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sugar Beet Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111992'~&~	~&~'486D34788C22C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Peanut Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'111998'~&~	~&~'486D34788C23C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Miscellaneous Crop Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112'~&~	~&~'486D3478879CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Animal Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1121'~&~	~&~'486D34788803C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cattle Ranching and Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11211'~&~	~&~'486D34788949C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Beef Cattle Ranching and Farming, including Feedlots'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112111'~&~	~&~'486D34788C24C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Beef Cattle Ranching and Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112112'~&~	~&~'486D34788C25C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Cattle Feedlots'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11212'~&~	~&~'486D3478894AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dairy Cattle and Milk Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112120'~&~	~&~'486D34788C26C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dairy Cattle and Milk Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11213'~&~	~&~'486D3478894BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dual-Purpose Cattle Ranching and Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112130'~&~	~&~'486D34788C27C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Dual-Purpose Cattle Ranching and Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1122'~&~	~&~'486D34788804C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hog and Pig Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11221'~&~	~&~'486D3478894CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hog and Pig Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112210'~&~	~&~'486D34788C28C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Hog and Pig Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1123'~&~	~&~'486D34788805C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Poultry and Egg Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11231'~&~	~&~'486D3478894DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Chicken Egg Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112310'~&~	~&~'486D34788C29C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Chicken Egg Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11232'~&~	~&~'486D3478894EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Broilers and Other Meat Type Chicken Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112320'~&~	~&~'486D34788C2AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Broilers and Other Meat Type Chicken Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11233'~&~	~&~'486D3478894FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Turkey Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112330'~&~	~&~'486D34788C2BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Turkey Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11234'~&~	~&~'486D34788950C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Poultry Hatcheries'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112340'~&~	~&~'486D34788C2CC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Poultry Hatcheries'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11239'~&~	~&~'486D34788951C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Poultry Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112390'~&~	~&~'486D34788C2DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Poultry Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1124'~&~	~&~'486D34788806C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sheep and Goat Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11241'~&~	~&~'486D34788952C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sheep Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112410'~&~	~&~'486D34788C2EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Sheep Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11242'~&~	~&~'486D34788953C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Goat Farming'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112420'~&~	~&~'486D34788C2FC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Goat Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1125'~&~	~&~'486D34788807C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Aquaculture'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11251'~&~	~&~'486D34788954C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Aquaculture'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112511'~&~	~&~'486D34788C30C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Finfish Farming and Fish Hatcheries'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112512'~&~	~&~'486D34788C31C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Shellfish Farming'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112519'~&~	~&~'486D34788C32C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Aquaculture'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1129'~&~	~&~'486D34788808C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Other Animal Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11291'~&~	~&~'486D34788955C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apiculture'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112910'~&~	~&~'486D34788C33C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Apiculture'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11292'~&~	~&~'486D34788956C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Horses and Other Equine Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112920'~&~	~&~'486D34788C34C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Horses and Other Equine Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11293'~&~	~&~'486D34788957C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fur-Bearing Animal and Rabbit Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112930'~&~	~&~'486D34788C35C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fur-Bearing Animal and Rabbit Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11299'~&~	~&~'486D34788958C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Animal Production'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'112990'~&~	~&~'486D34788C36C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'All Other Animal Production'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'113'~&~	~&~'486D3478879DC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Forestry and Logging'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1131'~&~	~&~'486D34788809C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Timber Tract Operations'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11311'~&~	~&~'486D34788959C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Timber Tract Operations'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'113110'~&~	~&~'486D34788C37C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Timber Tract Operations'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1132'~&~	~&~'486D3478880AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Forest Nurseries and Gathering of Forest Products'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11321'~&~	~&~'486D3478895AC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Forest Nurseries and Gathering of Forest Products'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'113210'~&~	~&~'486D34788C38C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Forest Nurseries and Gathering of Forest Products'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'1133'~&~	~&~'486D3478880BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Logging'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'11331'~&~	~&~'486D3478895BC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Logging'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'113310'~&~	~&~'486D34788C39C267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Logging'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'114'~&~	~&~'486D3478879EC267E0404F8189D8349E'~&~	~&~'1'~&~	~&~'Fishing, Hunting and Trapping'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
