HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_50_CENT_AMT::DECIMAL~&~	~&~FDOC_25_CENT_AMT::DECIMAL~&~	~&~FDOC_10_CENT_AMT::DECIMAL~&~	~&~FDOC_5_CENT_AMT::DECIMAL~&~	~&~FDOC_1_CENT_AMT::DECIMAL~&~	~&~FDOC_OTHR_CENT_AMT::DECIMAL~&~	~&~FDOC_100_CENT_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'CN8783304'~&~	~&~'CR'~&~	~&~'14034DEF1EE64D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CO3368304'~&~	~&~'CD'~&~	~&~'14034DEF18884D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CO3368304'~&~	~&~'CR'~&~	~&~'14034DEF18894D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CP3072904'~&~	~&~'CR'~&~	~&~'14034DEF1C8B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CP6289104'~&~	~&~'CD'~&~	~&~'14034DEF1A534D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CP6289104'~&~	~&~'CR'~&~	~&~'14034DEF1A544D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CQ7282504'~&~	~&~'CD'~&~	~&~'14034DEF1BA64D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CQ7282504'~&~	~&~'CR'~&~	~&~'14034DEF1BA74D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CR7492904'~&~	~&~'CD'~&~	~&~'14034DEF1DB14D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~'1.20'~&~	~&~'0.75'~&~	~&~'0.15'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CR7492904'~&~	~&~'CR'~&~	~&~'14034DEF1DB24D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~'1.20'~&~	~&~'0.75'~&~	~&~'0.15'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CR8995604'~&~	~&~'CD'~&~	~&~'14034DEF1A694D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CR8995604'~&~	~&~'CR'~&~	~&~'14034DEF1A6A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CT2700604'~&~	~&~'CD'~&~	~&~'14034DEF19FB4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CT2700604'~&~	~&~'CR'~&~	~&~'14034DEF19FC4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CT4447004'~&~	~&~'CD'~&~	~&~'14034DEF1B864D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CT4447004'~&~	~&~'CR'~&~	~&~'14034DEF1B874D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CV2457404'~&~	~&~'CD'~&~	~&~'14034DEF1B344D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CV2457404'~&~	~&~'CR'~&~	~&~'14034DEF1B354D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CV4909004'~&~	~&~'CD'~&~	~&~'14034DEF1E534D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.25'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CV4909004'~&~	~&~'CR'~&~	~&~'14034DEF1E544D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.25'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CW4895004'~&~	~&~'CD'~&~	~&~'14034DEF19BD4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CW4895004'~&~	~&~'CR'~&~	~&~'14034DEF19BE4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CW6126204'~&~	~&~'CD'~&~	~&~'14034DEF1D1C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CW6126204'~&~	~&~'CR'~&~	~&~'14034DEF1D1D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CX3849004'~&~	~&~'CD'~&~	~&~'14034DEF1AAD4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CX3849004'~&~	~&~'CR'~&~	~&~'14034DEF1AAE4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CX8222504'~&~	~&~'CD'~&~	~&~'14034DEF1DB94D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CX8222504'~&~	~&~'CR'~&~	~&~'14034DEF1DBA4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CY2028604'~&~	~&~'CD'~&~	~&~'14034DEF1E234D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CY2028604'~&~	~&~'CR'~&~	~&~'14034DEF1E244D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CY9733704'~&~	~&~'CD'~&~	~&~'14034DEF1EEB4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CY9733704'~&~	~&~'CR'~&~	~&~'14034DEF1EEC4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ2464504'~&~	~&~'CD'~&~	~&~'14034DEF1D0C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ2464504'~&~	~&~'CR'~&~	~&~'14034DEF1D0D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ2701604'~&~	~&~'CD'~&~	~&~'14034DEF17F04D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~'0.90'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ2701604'~&~	~&~'CR'~&~	~&~'14034DEF17F14D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~'0.90'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ6111904'~&~	~&~'CD'~&~	~&~'14034DEF1E154D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'CZ6111904'~&~	~&~'CR'~&~	~&~'14034DEF1E164D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DA2574804'~&~	~&~'CD'~&~	~&~'14034DEF1CB84D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DA2574804'~&~	~&~'CR'~&~	~&~'14034DEF1CB94D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DA3658704'~&~	~&~'CD'~&~	~&~'14034DEF1E094D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DA3658704'~&~	~&~'CR'~&~	~&~'14034DEF1E0A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DA5993904'~&~	~&~'CD'~&~	~&~'14034DEF1E7D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DA5993904'~&~	~&~'CR'~&~	~&~'14034DEF1E7E4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DA6528504'~&~	~&~'CD'~&~	~&~'14034DEF1E434D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DA6528504'~&~	~&~'CR'~&~	~&~'14034DEF1E444D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DA8565604'~&~	~&~'CD'~&~	~&~'14034DEF1FC94D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~'0.20'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DA8565604'~&~	~&~'CR'~&~	~&~'14034DEF1FCA4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~'0.20'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DB6389004'~&~	~&~'CD'~&~	~&~'14034DEF1A974D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DB6389004'~&~	~&~'CR'~&~	~&~'14034DEF1A984D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DC6867804'~&~	~&~'CD'~&~	~&~'14034DEF1B424D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~'3.70'~&~	~&~'0.55'~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DC6867804'~&~	~&~'CR'~&~	~&~'14034DEF1B434D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~'3.70'~&~	~&~'0.55'~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DC7004004'~&~	~&~'CD'~&~	~&~'14034DEF1FA64D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'0.40'~&~	~&~'0.30'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DC7004004'~&~	~&~'CR'~&~	~&~'14034DEF1FA74D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'0.40'~&~	~&~'0.30'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DD2123904'~&~	~&~'CD'~&~	~&~'14034DEF1E934D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~'3.10'~&~	~&~'1.05'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DD2123904'~&~	~&~'CR'~&~	~&~'14034DEF1E944D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~'3.10'~&~	~&~'1.05'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DD2457604'~&~	~&~'CD'~&~	~&~'14034DEF1CD64D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DD2457604'~&~	~&~'CR'~&~	~&~'14034DEF1CD74D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DD6012204'~&~	~&~'CD'~&~	~&~'14034DEF18044D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DD6012204'~&~	~&~'CR'~&~	~&~'14034DEF18054D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DE8011704'~&~	~&~'CD'~&~	~&~'14034DEF1A634D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DE8011704'~&~	~&~'CR'~&~	~&~'14034DEF1A644D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DE9873204'~&~	~&~'CD'~&~	~&~'14034DEF1D4C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.20'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DE9873204'~&~	~&~'CR'~&~	~&~'14034DEF1D4D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.20'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DF1054704'~&~	~&~'CD'~&~	~&~'14034DEF19394D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DF1054704'~&~	~&~'CR'~&~	~&~'14034DEF193A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DF1179904'~&~	~&~'CD'~&~	~&~'14034DEF1C094D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DF1179904'~&~	~&~'CR'~&~	~&~'14034DEF1C0A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DH0473104'~&~	~&~'CD'~&~	~&~'14034DEF1B9A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.40'~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DH0473104'~&~	~&~'CR'~&~	~&~'14034DEF1B9B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.40'~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DI2614104'~&~	~&~'CD'~&~	~&~'14034DEF1C6B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.60'~&~	~&~'0.35'~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DI2614104'~&~	~&~'CR'~&~	~&~'14034DEF1C6C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.60'~&~	~&~'0.35'~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DJ1061304'~&~	~&~'CD'~&~	~&~'14034DEF1E674D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DJ1061304'~&~	~&~'CR'~&~	~&~'14034DEF1E684D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DK0873504'~&~	~&~'CD'~&~	~&~'14034DEF1C524D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DK0873504'~&~	~&~'CR'~&~	~&~'14034DEF1C534D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DK8973204'~&~	~&~'CD'~&~	~&~'14034DEF1A0B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.30'~&~	~&~'0.10'~&~	~&~'0.06'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DK8973204'~&~	~&~'CR'~&~	~&~'14034DEF1A0C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.30'~&~	~&~'0.10'~&~	~&~'0.06'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DL9669304'~&~	~&~'CD'~&~	~&~'14034DEF19894D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DL9669304'~&~	~&~'CR'~&~	~&~'14034DEF198A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DM1058204'~&~	~&~'CD'~&~	~&~'14034DEF18334D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~'0.50'~&~	~&~'1.25'~&~	~&~'2.00'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~'X'~&~	~&~]RECORD
