HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_LEVEL_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_OBJ_LEVEL_NM::VARCHAR~&~	~&~FIN_OBJLVL_SHRT_NM::VARCHAR~&~	~&~FIN_CONS_OBJ_CD::VARCHAR~&~	~&~FIN_OBJLVL_ACTV_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BA'~&~	~&~'ACLI'~&~	~&~'014FEE34CB449BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED LIABILITIES'~&~	~&~'ACCR LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ACPA'~&~	~&~'014FEE34CB459BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS PAYABLE'~&~	~&~'ACCT PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ACPY'~&~	~&~'014FEE34CB469BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED PAYROLL'~&~	~&~'ACCR PAYROLL'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ACSA'~&~	~&~'014FEE34CB479BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACADEMIC SALARIES'~&~	~&~'ACADEMIC SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ADV'~&~	~&~'014FEE34CB489BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ADVERTISING AND PROMOTIONAL EXP'~&~	~&~'ADVERT PROMO'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'AR'~&~	~&~'014FEE34CB499BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS RECEIVABLE'~&~	~&~'ACCT RECV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ASSE'~&~	~&~'014FEE34CB4A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESSMENTS'~&~	~&~'ASSESSMENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'MF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BASE'~&~	~&~'014FEE34CB4B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS EXPENDITURES'~&~	~&~'ASSESS EXP'~&~	~&~'ASEX'~&~	~&~'Y'~&~	~&~'MA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BASR'~&~	~&~'014FEE34CB4C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS REVENUE'~&~	~&~'ASSESS REV'~&~	~&~'ASRE'~&~	~&~'Y'~&~	~&~'EF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BASS'~&~	~&~'014FEE34CB4D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET ASSETS'~&~	~&~'BUD ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BCAS'~&~	~&~'014FEE34CB4E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BEGINNING CASH'~&~	~&~'BEGIN CASH'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'AA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BCOM'~&~	~&~'014FEE34CB4F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET COMPENSATION'~&~	~&~'BUD COMPENSA'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'EV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BENF'~&~	~&~'014FEE34CB509BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BENEFITS'~&~	~&~'BENEFITS'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BFRE'~&~	~&~'014FEE34CB519BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-FEE REMISSION'~&~	~&~'BUD FEE REM'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'GV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BGEX'~&~	~&~'014FEE34CB529BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-GENERAL EXPENSE'~&~	~&~'BUD GEN EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BISA'~&~	~&~'014FEE34CB539BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BI-WEEKLY SALARIES'~&~	~&~'BIWEEK SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BLIA'~&~	~&~'014FEE34CB549BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-LIABILITY'~&~	~&~'BUD LIABILIT'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'PV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BNDP'~&~	~&~'014FEE34CB559BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BONDS PAYABLE'~&~	~&~'BONDS PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BORE'~&~	~&~'014FEE34CB569BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-OTHER REVENUE'~&~	~&~'BUD OTH REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'BSTF'~&~	~&~'014FEE34CB579BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-STUDENT FEES'~&~	~&~'BUD STU FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'C&G'~&~	~&~'014FEE34CB589BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACT & GRANTS (SPONS. PROG)'~&~	~&~'C&G'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CAP'~&~	~&~'014FEE34CB599BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CAPITAL ASSETS'~&~	~&~'CAP ASSETS'~&~	~&~'CPTL'~&~	~&~'Y'~&~	~&~'MP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CASH'~&~	~&~'014FEE34CB5A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH'~&~	~&~'CASH'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'COMP'~&~	~&~'014FEE34CB5B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COMPUTING SERVICES'~&~	~&~'COMP SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CORE'~&~	~&~'014FEE34CF7A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES OUT'~&~	~&~'ALLOT/CHR:EX'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DX'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CORI'~&~	~&~'014FEE34CF7B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES IN'~&~	~&~'ALLOT/CHR:IN'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DT'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'COSV'~&~	~&~'014FEE34CB5C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACTUAL SERVICES'~&~	~&~'CONTRACT SRV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CREX'~&~	~&~'014FEE34CB5D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-EXPENSE'~&~	~&~'COST REC EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CRIN'~&~	~&~'014FEE34CB5E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-INCOME'~&~	~&~'COST REC INC'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'EP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'CSEQ'~&~	~&~'014FEE34CF4A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH EQUIVALENTS'~&~	~&~'CASH EQUIV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'CQ'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'DEBT'~&~	~&~'014FEE34CB5F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FINANCIAL/DEBT SERVICES'~&~	~&~'DEBT SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'DEFR'~&~	~&~'014FEE34CF589BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEFERRED REVENUE'~&~	~&~'DEFERRED REV'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'DE'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'DEPR'~&~	~&~'014FEE34CF439BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEPRECIATION'~&~	~&~'DEPRECIATION'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'FINA'~&~	~&~'014FEE34CB609BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FINANCIAL AID'~&~	~&~'FINANCE AID'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'HA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'FUBL'~&~	~&~'014FEE34CB619BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BALANCE'~&~	~&~'FDBL'~&~	~&~'Y'~&~	~&~'SK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'GIFT'~&~	~&~'014FEE34CB629BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'GIFTS'~&~	~&~'GIFTS'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'HRCO'~&~	~&~'014FEE34CB639BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'HOURLY COMPENSATION'~&~	~&~'HOURLY COMP'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ICOE'~&~	~&~'014FEE34CB649BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'IDEX'~&~	~&~'Y'~&~	~&~'JF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'ICOR'~&~	~&~'014FEE34CB659BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'IDIN'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INS1'~&~	~&~'014FEE34CB669BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 1'~&~	~&~'INSTRUC SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INS2'~&~	~&~'014FEE34CB679BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 2'~&~	~&~'INSTRUC SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INSF'~&~	~&~'014FEE34CB689BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-FALL'~&~	~&~'INSTRUC FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INSS'~&~	~&~'014FEE34CB699BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-SPRING'~&~	~&~'INSTR SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INV'~&~	~&~'014FEE34CB6A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVENTORY'~&~	~&~'INVENTORY'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INVA'~&~	~&~'014FEE34CB6B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'INVR'~&~	~&~'014FEE34CB6C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'NC'~&~	~&~'014FEE34CB6D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NON-CAPITAL EQUIPMENT'~&~	~&~'NON-CAPITAL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'NORE'~&~	~&~'014FEE34CB6E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES RECEIVABLE'~&~	~&~'NOTES REC'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'NOTP'~&~	~&~'014FEE34CB6F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES PAYABLE'~&~	~&~'NOTES PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OASS'~&~	~&~'014FEE34CB709BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER'~&~	~&~'OTHER ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OEXP'~&~	~&~'014FEE34CB719BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SPECIFIC OPERATING EXPENSE'~&~	~&~'OTHER EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OLIA'~&~	~&~'014FEE34CB729BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LIABILITIES'~&~	~&~'OTHER LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTH1'~&~	~&~'014FEE34CB739BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 1'~&~	~&~'OTHER SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTH2'~&~	~&~'014FEE34CB749BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 2'~&~	~&~'OTHER SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTHF'~&~	~&~'014FEE34CB759BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER-FALL'~&~	~&~'OTHER FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTHL'~&~	~&~'014FEE34CF779BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LONG-TERM LIAB'~&~	~&~'OTH LT LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'OL'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTHR'~&~	~&~'014FEE34CB769BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTHER REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'OTHS'~&~	~&~'014FEE34CB779BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER -SPRING'~&~	~&~'OTHER SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'PART'~&~	~&~'014FEE34CB789BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PART-TIME INSTRUCTION - NON STUDENT'~&~	~&~'P-T INSTRUCT'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'PHON'~&~	~&~'014FEE34CB799BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TELEPHONE & POSTAGE'~&~	~&~'TELE POST'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'PLNT'~&~	~&~'014FEE34CB7A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PLANT'~&~	~&~'PLANT'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'PRIN'~&~	~&~'014FEE34CB7B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PRINTING AND DUPLICATING'~&~	~&~'PRINT DUPL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'PRSA'~&~	~&~'014FEE34CB7C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PROFESSIONAL SALARIES'~&~	~&~'PROF SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'R&M'~&~	~&~'014FEE34CB7D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'REPAIRS AND MAINTENANCE'~&~	~&~'REPAIR MAINT'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'RENT'~&~	~&~'014FEE34CB7E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RENTS AND NON-CAPITAL LEASES'~&~	~&~'RENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'RESA'~&~	~&~'014FEE34CB7F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PURCHASES FOR RESALE'~&~	~&~'RESALE'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'RESV'~&~	~&~'014FEE34CB809BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'RSRX'~&~	~&~'Y'~&~	~&~'NA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'S&E'~&~	~&~'014FEE34CB819BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLIES AND GENERAL EXPENSE'~&~	~&~'S&E'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SAAC'~&~	~&~'014FEE34CB829BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALARY ACCRUAL EXPENSES'~&~	~&~'SAL ACCRUAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SAAP'~&~	~&~'014FEE34CB839BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT ACADEMIC APPOINTEES'~&~	~&~'STUDENT ACAD'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SASV'~&~	~&~'014FEE34CB849BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALES AND SERVICES'~&~	~&~'SALESSERV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SERV'~&~	~&~'014FEE34CB859BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SERVICES'~&~	~&~'OTHER SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KF'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SINV'~&~	~&~'014FEE34CF649BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SHORT-TERM INVESTMENTS'~&~	~&~'S-T INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'ST'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'STAP'~&~	~&~'014FEE34CB869BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'SAPR'~&~	~&~'Y'~&~	~&~'CK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'STUF'~&~	~&~'014FEE34CB879BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'SUPL'~&~	~&~'014FEE34CB889BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLEMENTAL PAYS'~&~	~&~'SUPPLMNT PAY'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GA'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TAX'~&~	~&~'014FEE34CB899BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES'~&~	~&~'TAXES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TAXP'~&~	~&~'014FEE34CB8A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES PAYABLE'~&~	~&~'TAX PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TRAN'~&~	~&~'014FEE34CB8B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'SP'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TRAV'~&~	~&~'014FEE34CB8C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'TRVL'~&~	~&~'Y'~&~	~&~'MK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TREX'~&~	~&~'014FEE34CF949BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 5199 EXP'~&~	~&~'TRSF-EXPENSE'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DZ'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TRFE'~&~	~&~'014FEE34CB8D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'TFEX'~&~	~&~'N'~&~	~&~'MV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TRFI'~&~	~&~'014FEE34CB8E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'TFIN'~&~	~&~'N'~&~	~&~'EK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'TRIN'~&~	~&~'014FEE34CB8F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 1699 INC'~&~	~&~'TRNSF-INCOME'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DV'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'UTIL'~&~	~&~'014FEE34CB909BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ENERGY AND UTILITIES'~&~	~&~'UTILITIES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HK'~&~	~&~]RECORD
RECORD[~&~	~&~'BA'~&~	~&~'VADJ'~&~	~&~'014FEE34CB919BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'VALUATIONS AND ADJUSTMENTS'~&~	~&~'VAL AND ADJ'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JA'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ACLI'~&~	~&~'014FEE34CB929BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED LIABILITIES'~&~	~&~'ACCR LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RK'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'ACPA'~&~	~&~'014FEE34CB939BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS PAYABLE'~&~	~&~'ACCT PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RA'~&~	~&~]RECORD
