HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_LEVEL_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_OBJ_LEVEL_NM::VARCHAR~&~	~&~FIN_OBJLVL_SHRT_NM::VARCHAR~&~	~&~FIN_CONS_OBJ_CD::VARCHAR~&~	~&~FIN_OBJLVL_ACTV_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'NW'~&~	~&~'TAXP'~&~	~&~'014FEE34CE499BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES PAYABLE'~&~	~&~'TAX PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RP'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TRAN'~&~	~&~'014FEE34CE4A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'SP'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TRAV'~&~	~&~'014FEE34CE4B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'TRVL'~&~	~&~'Y'~&~	~&~'MK'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TREX'~&~	~&~'014FEE34CF9D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 5199 EXP'~&~	~&~'TRSF-EXPENSE'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DZ'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TRFE'~&~	~&~'014FEE34CE4C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'TFEX'~&~	~&~'N'~&~	~&~'MV'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TRFI'~&~	~&~'014FEE34CE4D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'TFIN'~&~	~&~'N'~&~	~&~'EK'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'TRIN'~&~	~&~'014FEE34CE4E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 1699 INC'~&~	~&~'TRNSF-INCOME'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DV'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'UTIL'~&~	~&~'014FEE34CE4F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ENERGY AND UTILITIES'~&~	~&~'UTILITIES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HK'~&~	~&~]RECORD
RECORD[~&~	~&~'NW'~&~	~&~'VADJ'~&~	~&~'014FEE34CE509BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'VALUATIONS AND ADJUSTMENTS'~&~	~&~'VAL AND ADJ'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ACLI'~&~	~&~'014FEE34CE519BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED LIABILITIES'~&~	~&~'ACCR LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ACPA'~&~	~&~'014FEE34CE529BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS PAYABLE'~&~	~&~'ACCT PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ACPY'~&~	~&~'014FEE34CE539BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED PAYROLL'~&~	~&~'ACCR PAYROLL'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ACSA'~&~	~&~'014FEE34CE549BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACADEMIC SALARIES'~&~	~&~'ACADEMIC SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ADV'~&~	~&~'014FEE34CE559BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ADVERTISING AND PROMOTIONAL EXP'~&~	~&~'ADVERT PROMO'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'AR'~&~	~&~'014FEE34CE569BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS RECEIVABLE'~&~	~&~'ACCT RECV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ASSE'~&~	~&~'014FEE34CE579BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESSMENTS'~&~	~&~'ASSESSMENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'MF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BASE'~&~	~&~'014FEE34CE589BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS EXPENDITURES'~&~	~&~'ASSESS EXP'~&~	~&~'ASEX'~&~	~&~'Y'~&~	~&~'MA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BASR'~&~	~&~'014FEE34CE599BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS REVENUE'~&~	~&~'ASSESS REV'~&~	~&~'ASRE'~&~	~&~'Y'~&~	~&~'EF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BASS'~&~	~&~'014FEE34CE5A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET ASSETS'~&~	~&~'BUD ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BCAS'~&~	~&~'014FEE34CE5B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BEGINNING CASH'~&~	~&~'BEGIN CASH'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'AA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BCOM'~&~	~&~'014FEE34CE5C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET COMPENSATION'~&~	~&~'BUD COMPENSA'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'EV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BENF'~&~	~&~'014FEE34CE5D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BENEFITS'~&~	~&~'BENEFITS'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BFRE'~&~	~&~'014FEE34CE5E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-FEE REMISSION'~&~	~&~'BUD FEE REM'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'GV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BGEX'~&~	~&~'014FEE34CE5F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-GENERAL EXPENSE'~&~	~&~'BUD GEN EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BISA'~&~	~&~'014FEE34CE609BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BI-WEEKLY SALARIES'~&~	~&~'BIWEEK SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BLIA'~&~	~&~'014FEE34CE619BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-LIABILITY'~&~	~&~'BUD LIABILIT'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'PV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BNDP'~&~	~&~'014FEE34CE629BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BONDS PAYABLE'~&~	~&~'BONDS PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BORE'~&~	~&~'014FEE34CE639BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-OTHER REVENUE'~&~	~&~'BUD OTH REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'BSTF'~&~	~&~'014FEE34CE649BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-STUDENT FEES'~&~	~&~'BUD STU FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'C&G'~&~	~&~'014FEE34CE659BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACT & GRANTS (SPONS. PROG)'~&~	~&~'C&G'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CAP'~&~	~&~'014FEE34CE669BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CAPITAL ASSETS'~&~	~&~'CAP ASSETS'~&~	~&~'CPTL'~&~	~&~'Y'~&~	~&~'MP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CASH'~&~	~&~'014FEE34CE679BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH'~&~	~&~'CASH'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'COMP'~&~	~&~'014FEE34CE689BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COMPUTING SERVICES'~&~	~&~'COMP SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CORE'~&~	~&~'014FEE34CF859BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES OUT'~&~	~&~'ALLOT/CHR:EX'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DX'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CORI'~&~	~&~'014FEE34CF919BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES IN'~&~	~&~'ALLOT/CHR:IN'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DT'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'COSV'~&~	~&~'014FEE34CE699BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACTUAL SERVICES'~&~	~&~'CONTRACT SRV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CREX'~&~	~&~'014FEE34CE6A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-EXPENSE'~&~	~&~'COST REC EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CRIN'~&~	~&~'014FEE34CE6B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-INCOME'~&~	~&~'COST REC INC'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'EP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CSEQ'~&~	~&~'014FEE34CF509BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH EQUIVALENTS'~&~	~&~'CASH EQUIV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'CQ'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'DEBT'~&~	~&~'014FEE34CE6C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FINANCIAL/DEBT SERVICES'~&~	~&~'DEBT SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'DEFR'~&~	~&~'014FEE34CF5C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEFERRED REVENUE'~&~	~&~'DEFERRED REV'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'DE'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'DEPR'~&~	~&~'014FEE34CF469BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEPRECIATION'~&~	~&~'DEPRECIATION'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'DIST'~&~	~&~'014FEE34CE6D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DISTANCE EDUCATION FEES'~&~	~&~'DISTANCE ED'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'FINA'~&~	~&~'014FEE34CE6E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FINANCIAL AID'~&~	~&~'FINANCE AID'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'HA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'FUBL'~&~	~&~'014FEE34CE6F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BALANCE'~&~	~&~'FDBL'~&~	~&~'Y'~&~	~&~'SK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'GIFT'~&~	~&~'014FEE34CE709BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'GIFTS'~&~	~&~'GIFTS'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'HRCO'~&~	~&~'014FEE34CE719BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'HOURLY COMPENSATION'~&~	~&~'HOURLY COMP'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ICOE'~&~	~&~'014FEE34CE729BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'IDEX'~&~	~&~'Y'~&~	~&~'JF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'ICOR'~&~	~&~'014FEE34CE739BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'IDIN'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INS1'~&~	~&~'014FEE34CE749BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 1'~&~	~&~'INSTRUC SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INS2'~&~	~&~'014FEE34CE759BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 2'~&~	~&~'INSTRUC SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INSF'~&~	~&~'014FEE34CE769BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-FALL'~&~	~&~'INSTRUC FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INSS'~&~	~&~'014FEE34CE779BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-SPRING'~&~	~&~'INSTR SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INV'~&~	~&~'014FEE34CE789BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVENTORY'~&~	~&~'INVENTORY'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INVA'~&~	~&~'014FEE34CE799BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'INVR'~&~	~&~'014FEE34CE7A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'NC'~&~	~&~'014FEE34CE7B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NON-CAPITAL EQUIPMENT'~&~	~&~'NON-CAPITAL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'NORE'~&~	~&~'014FEE34CE7C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES RECEIVABLE'~&~	~&~'NOTES REC'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'NOTP'~&~	~&~'014FEE34CE7D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES PAYABLE'~&~	~&~'NOTES PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OASS'~&~	~&~'014FEE34CE7E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER'~&~	~&~'OTHER ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OEXP'~&~	~&~'014FEE34CE7F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SPECIFIC OPERATING EXPENSE'~&~	~&~'OTHER EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OLIA'~&~	~&~'014FEE34CE809BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LIABILITIES'~&~	~&~'OTHER LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTH1'~&~	~&~'014FEE34CE819BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 1'~&~	~&~'OTHER SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTH2'~&~	~&~'014FEE34CE829BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 2'~&~	~&~'OTHER SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTHF'~&~	~&~'014FEE34CE839BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER-FALL'~&~	~&~'OTHER FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTHL'~&~	~&~'014FEE34CF739BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LONG-TERM LIAB'~&~	~&~'OTH LT LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'OL'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTHR'~&~	~&~'014FEE34CE849BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTHER REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTHS'~&~	~&~'014FEE34CE859BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER -SPRING'~&~	~&~'OTHER SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'PART'~&~	~&~'014FEE34CE869BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PART-TIME INSTRUCTION - NON STUDENT'~&~	~&~'P-T INSTRUCT'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'PHON'~&~	~&~'014FEE34CE879BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TELEPHONE & POSTAGE'~&~	~&~'TELE POST'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'PLNT'~&~	~&~'014FEE34CE889BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PLANT'~&~	~&~'PLANT'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'PRIN'~&~	~&~'014FEE34CE899BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PRINTING AND DUPLICATING'~&~	~&~'PRINT DUPL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'PRSA'~&~	~&~'014FEE34CE8A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PROFESSIONAL SALARIES'~&~	~&~'PROF SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'R&M'~&~	~&~'014FEE34CE8B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'REPAIRS AND MAINTENANCE'~&~	~&~'REPAIR MAINT'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'RENT'~&~	~&~'014FEE34CE8C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RENTS AND NON-CAPITAL LEASES'~&~	~&~'RENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KP'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'RESA'~&~	~&~'014FEE34CE8D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PURCHASES FOR RESALE'~&~	~&~'RESALE'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'RESV'~&~	~&~'014FEE34CE8E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'RSRX'~&~	~&~'Y'~&~	~&~'NA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'S&E'~&~	~&~'014FEE34CE8F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLIES AND GENERAL EXPENSE'~&~	~&~'S&E'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SAAC'~&~	~&~'014FEE34CE909BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALARY ACCRUAL EXPENSES'~&~	~&~'SAL ACCRUAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SAAP'~&~	~&~'014FEE34CE919BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT ACADEMIC APPOINTEES'~&~	~&~'STUDENT ACAD'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SASV'~&~	~&~'014FEE34CE929BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALES AND SERVICES'~&~	~&~'SALESSERV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SERV'~&~	~&~'014FEE34CE939BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SERVICES'~&~	~&~'OTHER SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KF'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SINV'~&~	~&~'014FEE34CF6A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SHORT-TERM INVESTMENTS'~&~	~&~'S-T INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'ST'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'STAP'~&~	~&~'014FEE34CE949BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'SAPR'~&~	~&~'Y'~&~	~&~'CK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'STUF'~&~	~&~'014FEE34CE959BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AK'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SUPL'~&~	~&~'014FEE34CE969BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLEMENTAL PAYS'~&~	~&~'SUPPLMNT PAY'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GA'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TAX'~&~	~&~'014FEE34CE979BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES'~&~	~&~'TAXES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HV'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TAXP'~&~	~&~'014FEE34CE989BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES PAYABLE'~&~	~&~'TAX PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RP'~&~	~&~]RECORD
