HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~AWRD_ICR_ENTRY_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~TRN_DEBIT_CRDT_CD::VARCHAR~&~	~&~AWRD_ICR_RATE_PCT::DECIMAL~&~	~&~ACCT_ICR_RATE_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'028'~&~	~&~'2'~&~	~&~'48DCD0E9-A8EF-BF95-963F-3788436C899C'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'12.780'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'029'~&~	~&~'1'~&~	~&~'AF4B85F7-1315-61B1-EE7A-D45B8C855B3C'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'13.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'029'~&~	~&~'2'~&~	~&~'8CCBA05D-713E-C988-52C1-F8EF1D845138'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'13.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'030'~&~	~&~'1'~&~	~&~'9A064E09-684E-B96C-1D0B-353B4DC8A322'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'14.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'030'~&~	~&~'2'~&~	~&~'17C6BB27-E278-55C6-F0C8-8D4C6F9CF3D7'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'14.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'031'~&~	~&~'1'~&~	~&~'E70DEA51-8E18-8FFB-ABBB-07519746406A'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'15.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'031'~&~	~&~'2'~&~	~&~'FD7DA1C2-E934-0599-A7D1-12A4C1DD3221'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'15.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'032'~&~	~&~'1'~&~	~&~'48692E5E-3725-7C05-CC77-879DB442BC9F'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'15.920'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'032'~&~	~&~'2'~&~	~&~'E5E8D78D-3BE5-4FA1-CD0F-337F8CC76877'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'15.920'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'033'~&~	~&~'1'~&~	~&~'710DD8A5-F0CA-A042-E0A8-7297FFE06A97'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'16.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'033'~&~	~&~'2'~&~	~&~'3CC9780A-4B9B-804A-9F96-3AEE0F6C5020'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'16.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'034'~&~	~&~'1'~&~	~&~'550192A3-731A-8E21-EB60-18F7E6B2B159'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'16.190'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'034'~&~	~&~'2'~&~	~&~'87B9E389-0B36-B83F-F4A3-95029EDA73C5'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'16.190'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'035'~&~	~&~'1'~&~	~&~'BC113868-00A2-447C-00AF-2DF2CDC8574B'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'17.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'035'~&~	~&~'2'~&~	~&~'03376E18-6C84-A45B-ED34-D7D645E1A830'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'17.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'036'~&~	~&~'1'~&~	~&~'1EF2CB6C-41A6-6CE0-D300-5A7839F8CE40'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'17.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'036'~&~	~&~'2'~&~	~&~'58F39C93-4D2A-7847-E317-6077D73E2A4D'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'17.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'037'~&~	~&~'1'~&~	~&~'C32C6347-51A9-9CDD-5EE9-72EB15775C7E'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'17.340'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'037'~&~	~&~'2'~&~	~&~'EF185A8F-62B4-7394-FD1D-A6069932FFBE'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'17.340'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'038'~&~	~&~'1'~&~	~&~'5D75AC6C-88D7-3BD5-6C02-A0B08C8C25BA'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'17.440'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'038'~&~	~&~'2'~&~	~&~'05A45C68-0625-4826-0978-FE1A384C7558'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'17.440'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'039'~&~	~&~'1'~&~	~&~'9AA0F596-AB92-E2E4-F262-AF11F6B6C493'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'18.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'039'~&~	~&~'2'~&~	~&~'970F37CF-1675-B966-6F8F-8A0769D43862'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'18.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'040'~&~	~&~'1'~&~	~&~'6CEABC95-14C0-87AF-9787-C97C0C4701A5'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'18.180'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'040'~&~	~&~'2'~&~	~&~'3B7F5493-697D-0A4A-320B-CE0E0C2C2836'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'18.180'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'041'~&~	~&~'1'~&~	~&~'7A96B5E9-79B9-2634-2E98-631592ECA7E6'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'20.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'041'~&~	~&~'2'~&~	~&~'37B83B0C-9ADB-0D6C-82C7-7F257348AFA8'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'20.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'042'~&~	~&~'1'~&~	~&~'DCC7ED11-B3BC-13DD-A23C-9D7604232378'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'20.120'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'042'~&~	~&~'2'~&~	~&~'E7DF3705-8EF8-A09A-20FD-727FFA426555'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'20.120'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'043'~&~	~&~'1'~&~	~&~'1740EC14-34B5-2B1A-0B39-4A3F051EBA00'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'20.600'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'043'~&~	~&~'2'~&~	~&~'19E6384C-3B9C-7D51-8E7F-6AD7DA64C077'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'20.600'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'044'~&~	~&~'1'~&~	~&~'8AEF4497-91D3-4AF8-4B2D-FC7F0EFC91BA'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'20.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'044'~&~	~&~'2'~&~	~&~'576D7136-1A55-D5CE-4A14-79FED0405932'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'20.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'045'~&~	~&~'1'~&~	~&~'B4463D5B-6816-8E4F-8188-7E8A8A5A99B1'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'20.730'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'045'~&~	~&~'2'~&~	~&~'2F97C753-7DEF-C22E-34D0-82F513A8F8C2'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'20.730'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'046'~&~	~&~'1'~&~	~&~'2EA3DA55-4CEA-CBB1-8E15-505C2813441B'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'21.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'046'~&~	~&~'2'~&~	~&~'56CEA4BE-53B7-FD08-E4E9-7756F588BB0A'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'21.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'047'~&~	~&~'1'~&~	~&~'5CC8ACF9-BD44-BBB0-5638-21B18DB9B168'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'21.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'047'~&~	~&~'2'~&~	~&~'2EFC9591-B8B9-CBF4-3248-B9EE3AC484A6'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'21.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'048'~&~	~&~'1'~&~	~&~'3326B49D-CB05-82C2-29B4-D760470C2A7E'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'22.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'048'~&~	~&~'2'~&~	~&~'7A407DE5-24DF-5BC2-DC43-A05453FD71F1'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'22.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'049'~&~	~&~'1'~&~	~&~'6B31BC9C-EAB0-60E3-CF65-ED171D571732'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'22.260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'049'~&~	~&~'2'~&~	~&~'A77F18DC-5C07-D0EF-6497-673FAC22CA01'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'22.260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'050'~&~	~&~'1'~&~	~&~'AF884961-A276-3E87-41B8-6A86347B8454'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'23.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'050'~&~	~&~'2'~&~	~&~'3BEFCE81-4331-3AD3-A597-FD04D47295C7'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'23.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'051'~&~	~&~'1'~&~	~&~'844330BE-E70C-FCA6-0DDF-97C79035252E'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'23.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'051'~&~	~&~'2'~&~	~&~'6E72C99F-87C9-8001-C916-381381CC8B8E'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'23.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'052'~&~	~&~'1'~&~	~&~'158B2CA8-835C-F4C7-2458-CB7FAB6CC145'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'23.730'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'052'~&~	~&~'2'~&~	~&~'0843165A-2DC2-B621-031E-193169280B4B'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'23.730'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'053'~&~	~&~'1'~&~	~&~'F55A78E5-FFA0-84CB-4AC8-A7316D83FB2C'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'24.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'053'~&~	~&~'2'~&~	~&~'10C127D1-BFC6-13B2-E26F-B1AA38357FDD'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'24.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'054'~&~	~&~'1'~&~	~&~'09CA40C7-5B29-D879-FC33-C647642B3A32'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'25.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'054'~&~	~&~'2'~&~	~&~'330024D3-A5AD-C209-D279-86F89CF2BBC2'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'25.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'055'~&~	~&~'1'~&~	~&~'209DE862-D19E-8A5F-8345-76AB9CC8A96A'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'25.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'055'~&~	~&~'2'~&~	~&~'C02BDE9A-2FDB-3CD8-F756-A3950D61E128'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'25.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'056'~&~	~&~'1'~&~	~&~'A4F6C13E-951C-18D4-CE5B-E12C0C8B5A49'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'056'~&~	~&~'2'~&~	~&~'7FBA3D6C-7317-8741-6261-F654E6EB0659'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'057'~&~	~&~'1'~&~	~&~'5B9A4D72-A4A3-D82B-99CF-BB4439D5B852'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'057'~&~	~&~'2'~&~	~&~'86A00E46-F8C0-28EF-3D1A-FFCC450186FC'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'058'~&~	~&~'1'~&~	~&~'132A9C83-496E-E7FB-488D-B13DF1118185'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'058'~&~	~&~'2'~&~	~&~'7979925E-364E-36A3-6DFF-19474D540914'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'059'~&~	~&~'1'~&~	~&~'B063C189-DFAC-9563-3154-A38EBCA28907'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'059'~&~	~&~'2'~&~	~&~'B6F3CF47-8B76-373B-39AE-F39525CD49D8'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'060'~&~	~&~'1'~&~	~&~'0C50E61A-9312-1111-CA53-B2587EDFFEEE'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'060'~&~	~&~'2'~&~	~&~'CD5D5163-0C79-7679-4278-F136568B6F0E'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'061'~&~	~&~'1'~&~	~&~'0336A437-12F9-D9E3-FF34-BDB0D80A8596'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'061'~&~	~&~'2'~&~	~&~'EF8E63AC-8069-C55D-CDA5-A958DC4BFF4D'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'062'~&~	~&~'1'~&~	~&~'EB18B924-8210-5FA9-C822-AD380E6E20E8'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'062'~&~	~&~'2'~&~	~&~'8B3384AE-BDE7-C9C7-024D-4F315526E260'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'063'~&~	~&~'1'~&~	~&~'07D6539D-A9AC-529D-3BC1-87F9E00943D7'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'063'~&~	~&~'2'~&~	~&~'A958D169-212D-A8C8-74DD-F48E0E378EE8'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'064'~&~	~&~'1'~&~	~&~'F84C1307-329C-3D6D-90BD-92DDAA0F9678'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'064'~&~	~&~'2'~&~	~&~'C83F2736-D314-52CC-4B40-4384372F8EC6'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'065'~&~	~&~'1'~&~	~&~'1294AAA7-09C0-918A-A17D-FD6CA35B15AA'~&~	~&~'1'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'065'~&~	~&~'2'~&~	~&~'F1598572-9D59-1421-7FFA-32C953252048'~&~	~&~'1'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
