HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ORG_RVRSN_CTGRY_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_RVRSN_CD::VARCHAR~&~	~&~ORG_RVRSN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C05'~&~	~&~'022DC9B4-8FAF-7567-C27E-A57443279266'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C06'~&~	~&~'FB3A2969-DCA9-580E-598F-4B091151F4B9'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C07'~&~	~&~'79F72F38-CBB7-7814-1896-C2323356110D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C08'~&~	~&~'374A18F6-0BD2-2935-E0D2-9B09B85FB9D1'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C09'~&~	~&~'9A10A616-B97E-F954-9877-B3E105426EC6'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C10'~&~	~&~'8C992406-E0D9-8752-6F13-7473A2AD9775'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'NURS'~&~	~&~'C11'~&~	~&~'FE5E9055-C65D-5A36-EDB8-C01861885F2C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C01'~&~	~&~'1B6C4677-8C77-FC56-A351-793513C99116'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C03'~&~	~&~'C9DC429C-E8DD-9ACA-8A71-7262B296E260'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C04'~&~	~&~'211F7E52-AFD7-0214-E2C0-E3FE4AEAB85E'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C05'~&~	~&~'E99AC456-21AA-EA0C-2C9C-AB9DCAF98F72'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C06'~&~	~&~'8D0D6CD3-AA7B-C471-BFC9-8699DBE36CEF'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C07'~&~	~&~'B4F406ED-BA92-9DA0-84B6-788EE8B948B0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C08'~&~	~&~'EE168310-D61A-9126-E6D6-7871641723D2'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C09'~&~	~&~'42315A4D-6529-C706-8143-4ACB1AF651CA'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C10'~&~	~&~'E011BDE2-4495-747B-C173-C2ACCB2F9839'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERC'~&~	~&~'C11'~&~	~&~'3202B207-0DA7-1BC9-DB02-E845A842B5D5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C01'~&~	~&~'B071905B-D2F6-2E51-DD39-386BA021BB65'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C03'~&~	~&~'71A56F50-6E35-651D-87D8-704AD37CEDEE'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C04'~&~	~&~'F685E3C7-F1DB-8832-C365-E6850F93B296'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C05'~&~	~&~'1E38DE01-EE19-15C7-836C-F83DD29423DB'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C06'~&~	~&~'29C9A0C0-B2EC-3532-9488-D1F11AC91510'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C07'~&~	~&~'A81D3F96-8947-BEA8-D970-6D55311142BF'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C08'~&~	~&~'DE69425B-8265-01CC-A547-2ED639FBB3BE'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C09'~&~	~&~'A705E700-42F4-AF6E-5D00-0DA365B5757D'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C10'~&~	~&~'74E7A92E-C1FF-61E8-513A-368957E68B6A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PERS'~&~	~&~'C11'~&~	~&~'5237EA01-E37A-8920-B40F-29C5E73631A8'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C01'~&~	~&~'A14B4198-4D74-EA79-9F75-31659EC81714'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C03'~&~	~&~'F8EEDB4A-CC6D-A292-3150-B3CD67249DD0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C04'~&~	~&~'A7F2B287-C1EE-3268-5C54-AE9FA091885B'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C05'~&~	~&~'5B64D8C1-9375-86C4-BDA5-9AC153F97597'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C06'~&~	~&~'8CFE7462-17EE-285B-FB77-C32F59926F80'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C07'~&~	~&~'3797E258-7E05-8D4D-6B89-1D4D404E7779'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C08'~&~	~&~'D80532E0-0A9D-5C5D-66AB-B03F8E95E40C'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C09'~&~	~&~'7CF9094F-8830-29A7-A377-9F6504B357AA'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C10'~&~	~&~'B0988810-B206-9BF8-E341-C014592D66F6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'PHYP'~&~	~&~'C11'~&~	~&~'C1EFDA55-72CD-3F30-D66D-1FB42B3C8CD3'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C01'~&~	~&~'B9356E83-7A1A-7924-FE7B-F56DE27EDE5B'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C03'~&~	~&~'367E77EB-40C0-A222-3A50-600056EE29FC'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C04'~&~	~&~'586484BD-75DC-822C-2C06-F7E21F2B50B2'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C05'~&~	~&~'19536F21-52E5-DD0A-7035-A32D164FCBCF'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C06'~&~	~&~'38583C5D-E823-551B-E562-7D87B5F4444F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C07'~&~	~&~'ED0F75CD-30EF-EA9B-3F93-5909F0442496'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C08'~&~	~&~'FF840ED9-D218-D451-BC7A-0617044BEBB9'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C09'~&~	~&~'312BE233-700F-4FDA-C5CC-874F0CEEE03A'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C10'~&~	~&~'9480743E-5FA9-A9FB-38AD-1041E29A8D13'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'REGR'~&~	~&~'C11'~&~	~&~'1DEA1270-B86F-4E79-9C6B-810C62CA99B6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C01'~&~	~&~'C2A53CAD-DE2C-7A4A-5844-9E523C9D40C0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C03'~&~	~&~'7B8A747F-F1F6-2B6D-5ACD-D744E736F302'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C04'~&~	~&~'4BF9EE08-A764-8224-D2FF-DB33A9C616BE'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C05'~&~	~&~'07BB459B-91CC-A120-D2FC-3A7B8173A59D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C06'~&~	~&~'70E6B6C1-25C1-A383-340C-ADDA7D653F19'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C07'~&~	~&~'336FD2EF-F0C6-7E47-CE2D-146D51D2E19C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C08'~&~	~&~'60298253-4961-4C3D-D92A-DF97934770AA'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C09'~&~	~&~'ABA4DEC4-A837-7676-EB53-E18C4710DE56'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C10'~&~	~&~'9021638F-D670-EE49-2D2B-FDE228944B0D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SACT'~&~	~&~'C11'~&~	~&~'4F147948-8112-9C9F-EF27-6B03D4A6FFA8'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C01'~&~	~&~'AFBA2E84-495B-CEDC-FEC4-01AF61D8E027'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C03'~&~	~&~'77823752-155F-02DE-E4A1-F787E4F6E59D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C04'~&~	~&~'1E876E35-66FD-B935-C40D-E0EC512467B0'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C05'~&~	~&~'599F4CC2-C1E2-2BB3-C010-829DB10AF353'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C06'~&~	~&~'794FA857-1EED-23E4-2BC7-56F9A3D357AE'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C07'~&~	~&~'E019A7D1-8888-017A-04FE-376B58F6863A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C08'~&~	~&~'DD5561BE-EF0B-5A33-DE13-F7EA0458C186'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C09'~&~	~&~'4ACB8B35-42ED-6BC7-AF16-09B296ABE4AA'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C10'~&~	~&~'BF170BCF-3F8F-3D66-661D-781F8FAABE77'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SAID'~&~	~&~'C11'~&~	~&~'7260397D-AF2E-A1B2-9265-C00B73D997C1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C01'~&~	~&~'73901158-854C-2C4F-CB53-5A1915B70A12'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C03'~&~	~&~'E596A3A8-DEF1-CA4C-6427-08454DEC97FB'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C04'~&~	~&~'CC63D259-E9A8-AC28-D2A4-57A38B7C671F'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C05'~&~	~&~'8B80854B-B063-9A6F-1B7C-22420B5B76FB'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C06'~&~	~&~'3AC60CB4-E6CE-3480-3EAF-C00F80BE4AED'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C07'~&~	~&~'754AB2E3-4050-BBA9-0653-2BC583FD80C0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C08'~&~	~&~'A3093865-FAE9-E5BB-CAED-05A23E39B792'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C09'~&~	~&~'A0D5DA05-2B5D-8BF8-A0B3-FCBCD640AD4F'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C10'~&~	~&~'0AEA62FA-9D15-A976-FC6D-5ED12785A010'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SMD'~&~	~&~'C11'~&~	~&~'A3E303F2-3D4F-0377-ADFA-1AADB9DF4A48'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C01'~&~	~&~'8873BFF1-D9A9-8876-D6ED-EE89D3D2FC68'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C03'~&~	~&~'D0119F96-54AD-869E-29C7-E4928F00380B'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C04'~&~	~&~'F3F9870D-A110-CAD4-AB2A-349338788E90'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C05'~&~	~&~'A2CCA3B1-189F-0451-818A-F0A56A694386'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C06'~&~	~&~'9EBB0B9A-2FD4-D8BE-7B1C-F8D01CA765F2'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C07'~&~	~&~'BB59BA03-BA98-EBBC-8445-EAF60A365B4A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C08'~&~	~&~'E6E0FE25-18CC-FBF0-5303-B9753564FB54'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C09'~&~	~&~'6FAA3EB8-7C30-D74F-62E7-D5746477E200'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C10'~&~	~&~'ADAD5697-4E3D-59A8-E153-9298E43AD7B9'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C11'~&~	~&~'2D89D77D-88B5-760E-5836-85C9E3EFA5CA'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C01'~&~	~&~'AED9C537-BB6E-E42B-6315-13DD63BF9BBE'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C03'~&~	~&~'27135332-6D8D-0E7E-BF33-35755672145E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C04'~&~	~&~'9C8E76D6-A04B-BDF2-8332-668371CC90AF'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C05'~&~	~&~'5E6C83E0-0877-D736-1C1F-5401271E2281'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C06'~&~	~&~'5A905AE1-E73A-0A35-ABCD-1B9B105993A1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C07'~&~	~&~'E99D0E6E-518A-F5B9-57DB-1DEF9C464A86'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C08'~&~	~&~'7426D502-9F7C-56C9-1DAA-30FB3C06A847'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C09'~&~	~&~'E65EF8CF-EC0E-D5C6-FEFE-5263E4F303B3'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C10'~&~	~&~'9C79A2C5-67D3-9078-7720-16EE7A0F9AB1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
