HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ORG_RVRSN_CTGRY_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_RVRSN_CD::VARCHAR~&~	~&~ORG_RVRSN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C01'~&~	~&~'F21A85C2-61AE-C04D-52E7-6C87032B9E16'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C02'~&~	~&~'62D311DE-36B6-2DBA-E51B-53BCB2BCA7C5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C03'~&~	~&~'959E3335-E09C-06A8-2162-4D9CA0E4B61B'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C04'~&~	~&~'99F02F1D-EDDE-2807-9661-4D156A7597C1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C05'~&~	~&~'6CA99494-2BFC-C9D3-A63F-C8F9EC725A5E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C06'~&~	~&~'67DFFFAE-518B-3AE5-D24D-AD196A5A2888'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C07'~&~	~&~'E29F2CEC-8EC4-43F9-FA4A-2B25DF12A87F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C08'~&~	~&~'16054869-2136-2702-8490-EAFB7D3D12D6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C09'~&~	~&~'71ABC231-B4CD-AC54-D026-A511E40B0914'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C10'~&~	~&~'B70BC4E7-D4C8-D9D8-C2BD-97600ED97AB5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C11'~&~	~&~'9E79AAA1-65C5-DDCE-9ACD-F62F2352BAB8'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C01'~&~	~&~'BCA1CC24-2805-CF62-1A0B-C51DAB328A7E'~&~	~&~'2'~&~	~&~'N2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C02'~&~	~&~'8EAE0E77-88FE-1A2A-EE6F-427659CCE96A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C03'~&~	~&~'C14C2B2E-B134-CDE7-E2B2-85D811223685'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C04'~&~	~&~'531009D4-A855-6C97-EABD-150378A9AE1F'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C05'~&~	~&~'752D6AE4-FE9D-5A34-6462-95299A1C0C2D'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C06'~&~	~&~'38E753B3-DADF-1E84-0AC3-E7BEAEAB17A1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5199'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C07'~&~	~&~'89FE01C1-AAB2-0ED7-C9DF-0B3E75D8D34D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1699'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C08'~&~	~&~'79BE6A9A-0FC5-EB4F-EB84-1E5D169AA9B5'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C09'~&~	~&~'6A8D7AEE-BFF5-6178-509E-07FD92A80349'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C10'~&~	~&~'0DEB8246-9021-AC1A-287A-DBE31272898D'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C11'~&~	~&~'D59F8393-D2CF-4424-5637-A91E89EDB9FF'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C01'~&~	~&~'0E65075B-C841-C0F8-85C4-7D379AB1BAA6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C03'~&~	~&~'073D1232-6D07-2206-94B0-2CE374DB6F83'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C04'~&~	~&~'E5888E4B-385C-F308-58D4-5F6D2DF0A462'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C05'~&~	~&~'70D16FF9-A5E7-05D1-34D2-F40AD535620C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C06'~&~	~&~'C826DAFD-3248-95F6-30C2-B482146D0659'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C07'~&~	~&~'790BB41C-6D43-5177-8D17-EBF2F365C0AD'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C08'~&~	~&~'C748E3E5-33A1-5ACC-04EB-8412047438DE'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C09'~&~	~&~'AEE329B0-05EF-C2C9-9DB1-F6E6A7D63D55'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C10'~&~	~&~'1AE68802-5651-82CD-3CF1-9CE166E5C03C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C11'~&~	~&~'6DE1D6C1-7F1A-1DC4-E841-F597CB3C9A69'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C01'~&~	~&~'A62368C8-C816-2995-85F2-6270394111B5'~&~	~&~'2'~&~	~&~'N2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C04'~&~	~&~'96331403-8494-1FDC-A4DC-F2B062B99263'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C05'~&~	~&~'BE7C2D9E-F803-F09A-04F8-1C09486B86FB'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C06'~&~	~&~'CA2947F4-6ADB-71E1-52D7-69A01991B3D7'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C07'~&~	~&~'A7F43C37-0F37-CA9A-B945-DC0F1E47D62F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C08'~&~	~&~'6B0D5706-2ED5-5EB8-2FFF-F461964364A2'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C09'~&~	~&~'9198622F-3EC2-984E-4A6A-EF637EBEB1AD'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C10'~&~	~&~'2D8EFBF3-FF81-3388-E9FB-7E3E583783EF'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C11'~&~	~&~'B76BCF3B-A02F-F80E-3E80-20EBAAA2F2A5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C01'~&~	~&~'E70C036A-B7FD-5F52-7313-963D95135DC3'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C03'~&~	~&~'8EC49EBF-8385-9A18-8F4A-2FCD0FE02D9F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C04'~&~	~&~'504F06CC-CD34-4E6D-E9E9-CEA84A31B78D'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C05'~&~	~&~'7545A2D0-AE8D-4C01-B960-2BB91C04FE41'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C06'~&~	~&~'6C9CA93E-53B0-9A2F-5027-FCFE30E76F4E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C07'~&~	~&~'87096224-FEB6-53BD-AF68-6184EA1A36C7'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C08'~&~	~&~'93C09ADF-1C65-E024-A6FE-35517E28F0B5'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C09'~&~	~&~'23D0C275-89F4-19C2-DC23-E88C10B13203'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C10'~&~	~&~'28EFDCF6-91F9-319D-F907-663D3AC4561F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACAD'~&~	~&~'C11'~&~	~&~'E72B1CA8-5C8A-397A-E4FE-0BA8424BD6E9'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C01'~&~	~&~'1D852E9C-1F51-08CD-08D7-B5D20A5AC0B2'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C03'~&~	~&~'17EE2B44-03A0-D9B9-7053-6B2E1091877C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C04'~&~	~&~'1CDC64FD-3F89-DE07-5BDE-15132E07D485'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C05'~&~	~&~'AC911B0A-78F6-C96F-4E70-7ED10581E4C1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C06'~&~	~&~'DCF01CDA-2252-C523-7326-B3022C2A741F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C07'~&~	~&~'5F3825DD-4C7B-F204-7E8D-CA815F9ADF01'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C08'~&~	~&~'97EDFC12-C1A3-055E-CAB1-FB161553A363'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C09'~&~	~&~'31CF706E-A2E4-E795-AEAE-BFE074139E89'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C10'~&~	~&~'01B429C0-452E-FE71-CC32-29573DBC3E9F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ACDS'~&~	~&~'C11'~&~	~&~'A6369F8B-7497-B610-3595-A2552092C674'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C01'~&~	~&~'DB0CE80E-B2AB-D72A-ABB6-8A7898ED9CFA'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C03'~&~	~&~'3ECF573A-9647-340F-7564-EE65DFD1F0EB'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C04'~&~	~&~'294A2985-CCBB-1AD2-9562-64F66FC470E4'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C05'~&~	~&~'545A57E4-8213-5EBF-7BD3-08DDA7F84F3D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C06'~&~	~&~'2CC56FD7-F0D5-D56C-F34E-016AAE647B3B'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C07'~&~	~&~'57D994AE-278A-340F-6102-104290BA3A1A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C08'~&~	~&~'6610B042-C446-C91B-8CBE-105BA5577DF8'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C09'~&~	~&~'573777F4-B8B6-7B02-1204-1D6A3CD49012'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C10'~&~	~&~'72F9007B-95B0-E0D9-BBAE-68953585A61D'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADAF'~&~	~&~'C11'~&~	~&~'CC117D92-5B24-D84C-3148-EEE072F0A51F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C01'~&~	~&~'2AC9DB48-F532-DE67-BF38-227B0FF98B43'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C03'~&~	~&~'FF680C42-03C3-E03C-1682-AB29CE242A3E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C04'~&~	~&~'4894302D-FC27-F3EB-49F5-C2BBED20F346'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C05'~&~	~&~'51D133DA-0D6F-9A55-D707-5B86E037D775'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C06'~&~	~&~'DACF1B87-BA48-7800-80FF-8E7E29D13140'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C07'~&~	~&~'0EFD2E36-2BAA-E96C-86B5-D370859C046C'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C08'~&~	~&~'213FBBCF-3DF1-C4F0-C41D-273F8AC31CDA'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C09'~&~	~&~'48F501DA-7371-25C0-4EE6-9AF158142EBE'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C10'~&~	~&~'161D6B1E-CA5E-99E7-0AF8-39A55F2F06A6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADFA'~&~	~&~'C11'~&~	~&~'A86AC321-F5C8-5CFA-2851-8CDA7E57D249'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C01'~&~	~&~'3B3E780C-547E-1A5A-531D-C1328F513AE3'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C03'~&~	~&~'E138FF25-669B-6833-0CCF-BDFEDDCEB7BC'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C04'~&~	~&~'E8D46F23-3129-169D-C740-8FC746D099C8'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C05'~&~	~&~'741FC9AB-7A46-55F2-4545-1D9D11B17E9E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C06'~&~	~&~'D3CA7E15-0291-9692-975A-BF90FD6BFC9E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C07'~&~	~&~'20192BE2-0A3B-2987-0707-21AE903DD91E'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C08'~&~	~&~'5888F34B-F563-92EC-1AB2-3B4601AAA5CB'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C09'~&~	~&~'DD3A7B59-C2A3-D6AF-AF1E-F969703CF45F'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C10'~&~	~&~'2CCD44D2-990B-209B-7903-06D2AAC03879'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'ADMS'~&~	~&~'C11'~&~	~&~'0E8A1D6F-0B9A-011A-A8EA-7490259C6797'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'C01'~&~	~&~'7F63E2FD-CE86-E279-4B11-CC747A9B356F'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'C03'~&~	~&~'20831895-9F03-F7D1-3D46-CD21F9DCBA6A'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'C04'~&~	~&~'7CAC3351-69D1-5FC8-CA96-07AC12672BAD'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'C05'~&~	~&~'8EBB087D-B911-5AFD-C908-712FBAFAF733'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'EA'~&~	~&~'BEST'~&~	~&~'C06'~&~	~&~'DB2D01F0-0FE5-5930-B992-F209D1E60650'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
