HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_100_DLR_AMT::DECIMAL~&~	~&~FDOC_50_DLR_AMT::DECIMAL~&~	~&~FDOC_20_DLR_AMT::DECIMAL~&~	~&~FDOC_10_DLR_AMT::DECIMAL~&~	~&~FDOC_5_DLR_AMT::DECIMAL~&~	~&~FDOC_2_DLR_AMT::DECIMAL~&~	~&~FDOC_1_DLR_AMT::DECIMAL~&~	~&~FDOC_OTHR_DLR_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'UB7746304'~&~	~&~'CR'~&~	~&~'13EDF61010074072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UB9871104'~&~	~&~'CD'~&~	~&~'13EDF6100CE64072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'160.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UB9871104'~&~	~&~'CR'~&~	~&~'13EDF6100CE74072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'160.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC2625604'~&~	~&~'CD'~&~	~&~'13EDF61013E04072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'820.00'~&~	~&~'180.00'~&~	~&~'105.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC2625604'~&~	~&~'CR'~&~	~&~'13EDF61013E14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'820.00'~&~	~&~'180.00'~&~	~&~'105.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC5402304'~&~	~&~'CD'~&~	~&~'13EDF61011014072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC5402304'~&~	~&~'CR'~&~	~&~'13EDF61011024072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'17.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC7386904'~&~	~&~'CD'~&~	~&~'13EDF61017584072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'40.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'28.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC7386904'~&~	~&~'CR'~&~	~&~'13EDF61017594072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'40.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'28.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UD7015904'~&~	~&~'CD'~&~	~&~'13EDF61012FC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UD7015904'~&~	~&~'CR'~&~	~&~'13EDF61012FD4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UD7967104'~&~	~&~'CD'~&~	~&~'13EDF610146B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'220.00'~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UD7967104'~&~	~&~'CR'~&~	~&~'13EDF610146C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'220.00'~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UD8704804'~&~	~&~'CD'~&~	~&~'13EDF61010214072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'240.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UD8704804'~&~	~&~'CR'~&~	~&~'13EDF61010224072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'240.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UE8694704'~&~	~&~'CD'~&~	~&~'13EDF6100ED54072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UE8694704'~&~	~&~'CR'~&~	~&~'13EDF6100ED64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UF9080204'~&~	~&~'CD'~&~	~&~'13EDF61014444072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'520.00'~&~	~&~'80.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UF9080204'~&~	~&~'CR'~&~	~&~'13EDF61014454072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'520.00'~&~	~&~'80.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UG5712304'~&~	~&~'CD'~&~	~&~'13EDF61017524072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UG5712304'~&~	~&~'CR'~&~	~&~'13EDF61017534072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UG6242304'~&~	~&~'CD'~&~	~&~'13EDF61014E54072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UG6242304'~&~	~&~'CR'~&~	~&~'13EDF61014E64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UH0854904'~&~	~&~'CD'~&~	~&~'13EDF61010B94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UH0854904'~&~	~&~'CR'~&~	~&~'13EDF61010BA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UH6216104'~&~	~&~'CD'~&~	~&~'13EDF6100F124072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'180.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UH6216104'~&~	~&~'CR'~&~	~&~'13EDF6100F134072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'180.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4205704'~&~	~&~'CD'~&~	~&~'13EDF61017284072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4205704'~&~	~&~'CR'~&~	~&~'13EDF61017294072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4914404'~&~	~&~'CD'~&~	~&~'13EDF6100E014072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4914404'~&~	~&~'CR'~&~	~&~'13EDF6100E024072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4947704'~&~	~&~'CD'~&~	~&~'13EDF61013824072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4947704'~&~	~&~'CR'~&~	~&~'13EDF61013834072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI7522704'~&~	~&~'CD'~&~	~&~'13EDF61011514072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'260.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI7522704'~&~	~&~'CR'~&~	~&~'13EDF61011524072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'260.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI8189504'~&~	~&~'CR'~&~	~&~'13EDF61014524072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UJ8783604'~&~	~&~'CD'~&~	~&~'13EDF610106D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UJ8783604'~&~	~&~'CR'~&~	~&~'13EDF610106E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UK2802304'~&~	~&~'CD'~&~	~&~'13EDF610149B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UK2802304'~&~	~&~'CR'~&~	~&~'13EDF610149C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UL4966104'~&~	~&~'CD'~&~	~&~'13EDF6100E574072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'300.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UL4966104'~&~	~&~'CR'~&~	~&~'13EDF6100E584072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'300.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UL6119704'~&~	~&~'CD'~&~	~&~'13EDF6100C664072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'900.00'~&~	~&~'160.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UL6119704'~&~	~&~'CR'~&~	~&~'13EDF6100C674072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'900.00'~&~	~&~'160.00'~&~	~&~'35.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UL8915104'~&~	~&~'CD'~&~	~&~'13EDF61017C04072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UL8915104'~&~	~&~'CR'~&~	~&~'13EDF61017C14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UM0698904'~&~	~&~'CD'~&~	~&~'13EDF610127C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UM0698904'~&~	~&~'CR'~&~	~&~'13EDF610127D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UM8018604'~&~	~&~'CD'~&~	~&~'13EDF61017764072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'920.00'~&~	~&~'30.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UM8018604'~&~	~&~'CR'~&~	~&~'13EDF61017774072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'920.00'~&~	~&~'30.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UN7869304'~&~	~&~'CD'~&~	~&~'13EDF61010084072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UN7869304'~&~	~&~'CR'~&~	~&~'13EDF61010094072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UN9259204'~&~	~&~'CD'~&~	~&~'13EDF61013A64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'780.00'~&~	~&~'30.00'~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UN9259204'~&~	~&~'CR'~&~	~&~'13EDF61013A74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'780.00'~&~	~&~'30.00'~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UP4513204'~&~	~&~'CD'~&~	~&~'13EDF6100DB34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UP4513204'~&~	~&~'CR'~&~	~&~'13EDF6100DB44072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UP6290604'~&~	~&~'CD'~&~	~&~'13EDF61016F64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UP6290604'~&~	~&~'CR'~&~	~&~'13EDF61016F74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UP6692904'~&~	~&~'CD'~&~	~&~'13EDF61010194072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'760.00'~&~	~&~'70.00'~&~	~&~'55.00'~&~	~&~NULL~&~	~&~'63.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UP6692904'~&~	~&~'CR'~&~	~&~'13EDF610101A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'760.00'~&~	~&~'70.00'~&~	~&~'55.00'~&~	~&~NULL~&~	~&~'63.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UQ5651404'~&~	~&~'CD'~&~	~&~'13EDF6100D244072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UQ5651404'~&~	~&~'CR'~&~	~&~'13EDF6100D254072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UR2621304'~&~	~&~'CD'~&~	~&~'13EDF6100DA34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'270.00'~&~	~&~'145.00'~&~	~&~NULL~&~	~&~'38.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UR2621304'~&~	~&~'CR'~&~	~&~'13EDF6100DA44072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'270.00'~&~	~&~'145.00'~&~	~&~NULL~&~	~&~'38.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UR6906404'~&~	~&~'CD'~&~	~&~'13EDF610106B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UR6906404'~&~	~&~'CR'~&~	~&~'13EDF610106C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UR7172704'~&~	~&~'CD'~&~	~&~'13EDF61017ED4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'340.00'~&~	~&~'30.00'~&~	~&~'95.00'~&~	~&~NULL~&~	~&~'37.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UR7172704'~&~	~&~'CR'~&~	~&~'13EDF61017EE4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'340.00'~&~	~&~'30.00'~&~	~&~'95.00'~&~	~&~NULL~&~	~&~'37.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'US1690004'~&~	~&~'CD'~&~	~&~'13EDF6100E8A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'US1690004'~&~	~&~'CR'~&~	~&~'13EDF6100E8B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'US6472404'~&~	~&~'CD'~&~	~&~'13EDF610152B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'US6472404'~&~	~&~'CR'~&~	~&~'13EDF610152C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'20.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UT5413704'~&~	~&~'CD'~&~	~&~'13EDF61012004072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'27.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UT5413704'~&~	~&~'CR'~&~	~&~'13EDF61012014072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'27.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UU3627204'~&~	~&~'CD'~&~	~&~'13EDF61010F74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UU3627204'~&~	~&~'CR'~&~	~&~'13EDF61010F84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UU5069304'~&~	~&~'CD'~&~	~&~'13EDF610133E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'420.00'~&~	~&~'30.00'~&~	~&~'85.00'~&~	~&~NULL~&~	~&~'26.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
