HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_100_DLR_AMT::DECIMAL~&~	~&~FDOC_50_DLR_AMT::DECIMAL~&~	~&~FDOC_20_DLR_AMT::DECIMAL~&~	~&~FDOC_10_DLR_AMT::DECIMAL~&~	~&~FDOC_5_DLR_AMT::DECIMAL~&~	~&~FDOC_2_DLR_AMT::DECIMAL~&~	~&~FDOC_1_DLR_AMT::DECIMAL~&~	~&~FDOC_OTHR_DLR_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'DS9386404'~&~	~&~'CD'~&~	~&~'13EDF61013F84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DS9386404'~&~	~&~'CR'~&~	~&~'13EDF61013F94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DT1386404'~&~	~&~'CD'~&~	~&~'13EDF6100C9E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'80.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DT1386404'~&~	~&~'CR'~&~	~&~'13EDF6100C9F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'80.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DT3375204'~&~	~&~'CD'~&~	~&~'13EDF61010654072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'1360.00'~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'34.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DT3375204'~&~	~&~'CR'~&~	~&~'13EDF61010664072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'1360.00'~&~	~&~'20.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'34.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DT8396304'~&~	~&~'CD'~&~	~&~'13EDF6100C8A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'19.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DT8396304'~&~	~&~'CR'~&~	~&~'13EDF6100C8B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'19.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DU4987004'~&~	~&~'CD'~&~	~&~'13EDF61010FF4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DU4987004'~&~	~&~'CR'~&~	~&~'13EDF61011004072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DU5561704'~&~	~&~'CD'~&~	~&~'13EDF61016484072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DU5561704'~&~	~&~'CR'~&~	~&~'13EDF61016494072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DU9873004'~&~	~&~'CD'~&~	~&~'13EDF610160E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DU9873004'~&~	~&~'CR'~&~	~&~'13EDF610160F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DW1473704'~&~	~&~'CD'~&~	~&~'13EDF610105F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'840.00'~&~	~&~NULL~&~	~&~'90.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DW1473704'~&~	~&~'CR'~&~	~&~'13EDF61010604072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'840.00'~&~	~&~NULL~&~	~&~'90.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DW2179304'~&~	~&~'CD'~&~	~&~'13EDF61011ED4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'400.00'~&~	~&~'90.00'~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DW2179304'~&~	~&~'CR'~&~	~&~'13EDF61011EE4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'400.00'~&~	~&~'90.00'~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DW5288104'~&~	~&~'CD'~&~	~&~'13EDF6100C5A4072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DW5288104'~&~	~&~'CR'~&~	~&~'13EDF6100C5B4072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~'50.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY0384204'~&~	~&~'CD'~&~	~&~'13EDF61013184072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'60.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY0384204'~&~	~&~'CR'~&~	~&~'13EDF61013194072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'60.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY0809404'~&~	~&~'CD'~&~	~&~'13EDF61015B14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY0809404'~&~	~&~'CR'~&~	~&~'13EDF61015B24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY2621904'~&~	~&~'CD'~&~	~&~'13EDF61014834072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY2621904'~&~	~&~'CR'~&~	~&~'13EDF61014844072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'70.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY2876804'~&~	~&~'CD'~&~	~&~'13EDF6100BE54072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY2876804'~&~	~&~'CR'~&~	~&~'13EDF6100BE64072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY3966304'~&~	~&~'CD'~&~	~&~'13EDF610162E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY3966304'~&~	~&~'CR'~&~	~&~'13EDF610162F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY6694404'~&~	~&~'CD'~&~	~&~'13EDF61016204072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY6694404'~&~	~&~'CR'~&~	~&~'13EDF61016214072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DY6951604'~&~	~&~'CD'~&~	~&~'13EDF6100F434072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'800.00'~&~	~&~'170.00'~&~	~&~'165.00'~&~	~&~NULL~&~	~&~'102.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DY6951604'~&~	~&~'CR'~&~	~&~'13EDF6100F444072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'800.00'~&~	~&~'170.00'~&~	~&~'165.00'~&~	~&~NULL~&~	~&~'102.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ0054404'~&~	~&~'CD'~&~	~&~'13EDF61012964072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ0054404'~&~	~&~'CR'~&~	~&~'13EDF61012974072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ1062004'~&~	~&~'CD'~&~	~&~'13EDF6100D544072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'220.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ1062004'~&~	~&~'CR'~&~	~&~'13EDF6100D554072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'220.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ1411904'~&~	~&~'CD'~&~	~&~'13EDF6100CA24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'DZ1411904'~&~	~&~'CR'~&~	~&~'13EDF6100CA34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EA0504704'~&~	~&~'CD'~&~	~&~'13EDF61010E34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1820.00'~&~	~&~'60.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'66.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EA0504704'~&~	~&~'CR'~&~	~&~'13EDF61010E44072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1820.00'~&~	~&~'60.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'66.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EA3056304'~&~	~&~'CD'~&~	~&~'13EDF61010F34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'70.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EA3056304'~&~	~&~'CR'~&~	~&~'13EDF61010F44072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'70.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EA4285704'~&~	~&~'CD'~&~	~&~'13EDF61013AE4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'240.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EA4285704'~&~	~&~'CR'~&~	~&~'13EDF61013AF4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'680.00'~&~	~&~'240.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'44.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EA7340804'~&~	~&~'CR'~&~	~&~'13EDF6100C134072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~'150.00'~&~	~&~'1600.00'~&~	~&~'180.00'~&~	~&~'520.00'~&~	~&~NULL~&~	~&~'136.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EA9219104'~&~	~&~'CD'~&~	~&~'13EDF61010DB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'13.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EA9219104'~&~	~&~'CR'~&~	~&~'13EDF61010DC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'13.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EB2736704'~&~	~&~'CD'~&~	~&~'13EDF61012A94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EB2736704'~&~	~&~'CR'~&~	~&~'13EDF61012AA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EB3175204'~&~	~&~'CD'~&~	~&~'13EDF6100BEB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EB3175204'~&~	~&~'CR'~&~	~&~'13EDF6100BEC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EB6389504'~&~	~&~'CD'~&~	~&~'13EDF6100FEA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'320.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EB6389504'~&~	~&~'CR'~&~	~&~'13EDF6100FEB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'320.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EB7647404'~&~	~&~'CD'~&~	~&~'13EDF6100C804072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EB7647404'~&~	~&~'CR'~&~	~&~'13EDF6100C814072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'7.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EB8177004'~&~	~&~'CD'~&~	~&~'13EDF61011634072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EB8177004'~&~	~&~'CR'~&~	~&~'13EDF61011644072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EC4661004'~&~	~&~'CD'~&~	~&~'13EDF61010794072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EC4661004'~&~	~&~'CR'~&~	~&~'13EDF610107A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EC5258004'~&~	~&~'CD'~&~	~&~'13EDF61013E84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EC5258004'~&~	~&~'CR'~&~	~&~'13EDF61013E94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EC5398804'~&~	~&~'CD'~&~	~&~'13EDF61015A14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'840.00'~&~	~&~'30.00'~&~	~&~'285.00'~&~	~&~NULL~&~	~&~'88.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EC5398804'~&~	~&~'CR'~&~	~&~'13EDF61015A24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'840.00'~&~	~&~'30.00'~&~	~&~'285.00'~&~	~&~NULL~&~	~&~'88.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EC7386704'~&~	~&~'CD'~&~	~&~'13EDF61014264072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EC7386704'~&~	~&~'CR'~&~	~&~'13EDF61014274072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ED1684504'~&~	~&~'CD'~&~	~&~'13EDF610122C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'640.00'~&~	~&~'140.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ED1684504'~&~	~&~'CR'~&~	~&~'13EDF610122D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'640.00'~&~	~&~'140.00'~&~	~&~'75.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ED1922204'~&~	~&~'CD'~&~	~&~'13EDF61017F74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ED1922204'~&~	~&~'CR'~&~	~&~'13EDF61017F84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ED5802504'~&~	~&~'CD'~&~	~&~'13EDF61011C94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ED5802504'~&~	~&~'CR'~&~	~&~'13EDF61011CA4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ED9405404'~&~	~&~'CD'~&~	~&~'13EDF6100FF04072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ED9405404'~&~	~&~'CR'~&~	~&~'13EDF6100FF14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'140.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'EE2308204'~&~	~&~'CD'~&~	~&~'13EDF61016604072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'EE2308204'~&~	~&~'CR'~&~	~&~'13EDF61016614072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'30.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
