HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~POS_BENEFIT_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_FRNG_BENE_PCT::DECIMAL~&~	~&~POS_FRNGBEN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~OFFSET_FIN_OBJECT_CD::VARCHAR~&~	~&~OFFSET_ACCOUNT_NBR::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'B'~&~	~&~'6A5462F1-4AA2-4D8C-B3AA-48742E35DD9E'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'E'~&~	~&~'8B370183-82EA-1036-31B9-BB755A3DC22C'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'F'~&~	~&~'FABDD0F9-39EA-F50F-0117-9BEE0735BEB6'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'G'~&~	~&~'A86CD6DA-A233-903E-9D85-50454AF8A22E'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'N'~&~	~&~'48F78F40-7589-BCBC-E1B9-45585B3B336C'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'FW'~&~	~&~'R'~&~	~&~'A3F77F2C-63A3-6BBA-BF7E-E4B8DCE64D80'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'B'~&~	~&~'588E4369-D41A-7C1C-7DD7-72F5FD0F5F33'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'E'~&~	~&~'78CE2279-6EFB-5F77-9B85-D3772B2ED917'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'F'~&~	~&~'800AB248-E19A-0820-98CD-2F56E976A195'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'G'~&~	~&~'7EA9559D-C546-ADFC-CB0B-2938F24257CD'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'N'~&~	~&~'0FA306C5-C0DE-CAAD-A07E-BC548F8CAB2C'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'HO'~&~	~&~'R'~&~	~&~'4D5B69D6-FE3D-C543-1DB0-55CCEE510DDE'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'B'~&~	~&~'B95995D8-AD6F-F5C7-0948-9DE0D28DC487'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'E'~&~	~&~'BFB0DB1F-FBB3-EAB4-4380-983E3F8B235F'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'F'~&~	~&~'F1151B26-050C-0D07-7E15-F068192F5659'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'G'~&~	~&~'1727C880-AE46-3071-2403-AC810BDFE30B'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'N'~&~	~&~'DA85AFBC-C036-5893-AB4E-A86CAB6EEA50'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IA'~&~	~&~'R'~&~	~&~'324BA5F7-D96A-F905-57AC-EC33EE400F04'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'B'~&~	~&~'2E9F3D65-3A8D-CB39-F3D7-A487E450BBB1'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'E'~&~	~&~'DD54249F-8E19-9D78-3BA5-DAE07F158C66'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'F'~&~	~&~'9F089DC5-6A6D-D003-8E7A-882CDA43AEC7'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'G'~&~	~&~'972C77C0-B480-F240-D69C-ABB85E3A109F'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'F8F00D37-083C-B1EC-D75B-F6DDDA9EF205'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'IN'~&~	~&~'R'~&~	~&~'6BFD6429-40B7-9820-118B-3F8FDCC15A23'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'B'~&~	~&~'9334F031-5CD0-CB52-166D-95923FFA0AE8'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'E'~&~	~&~'22697691-4073-AC94-6F5F-520128FD9BA6'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'F'~&~	~&~'B6E8A57A-1915-9423-B1FC-F0D7890E527B'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'G'~&~	~&~'AE2B0921-116B-552C-62CF-510FA09C63E1'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'N'~&~	~&~'6D251A77-BA68-E606-76D4-A5B94EF3B7C6'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'KO'~&~	~&~'R'~&~	~&~'305EF573-21C4-513F-3519-48A210B9527D'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'B'~&~	~&~'ED1A42A8-307B-BD70-8726-F86B3B39D769'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'E'~&~	~&~'4656A7B0-7009-8680-EE3D-27A3BDE5530F'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'F'~&~	~&~'96526D60-B6AE-1373-16BD-E02C7C62F2F4'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'G'~&~	~&~'C87AEE30-B0BD-D787-45A0-151CE745795E'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'N'~&~	~&~'A28F04C6-BE0A-98C2-C9CB-087F8804DB94'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'NW'~&~	~&~'R'~&~	~&~'A74AA61F-C0D2-017B-AAD4-2E318D5C1E46'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'B'~&~	~&~'950E8AC2-78D9-3DDB-EA52-E05B6DA22E2B'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'E'~&~	~&~'07F9B63B-0A5A-2F92-B78A-73BA859929F4'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'F'~&~	~&~'800E6C62-6A89-8C5B-D2D7-00B410103425'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'G'~&~	~&~'58584B1A-202D-C0CE-A4A0-221522541187'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'N'~&~	~&~'8ABF747A-0D0A-8806-054A-208B862D185B'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SB'~&~	~&~'R'~&~	~&~'69C9A2CD-FB8E-A6C2-5F9D-C4EA47711BB7'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'B'~&~	~&~'E11D99C9-72FF-9D9D-F41D-983596F4239F'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'E'~&~	~&~'8C0F9D48-DEF1-C203-F4FB-C04189641524'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'F'~&~	~&~'36B54DCC-DB63-4717-9D79-3D51926D090C'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'G'~&~	~&~'F692B63E-83B0-82ED-94DC-423B64093A34'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'N'~&~	~&~'6387F00D-6C02-B342-770F-8C480BA6F610'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'SE'~&~	~&~'R'~&~	~&~'15B4DF76-7F35-BAA0-7D96-E2691AB07E52'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'B'~&~	~&~'0933884B-AC45-1B53-EE5F-AB9D973A20C2'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'E'~&~	~&~'6A333752-AA2F-3545-2C05-3735F97F8A7D'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'F'~&~	~&~'CEC2E911-F1A8-0815-FBAD-A91429A5551C'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'G'~&~	~&~'71B212FA-0453-DEBC-6387-5C3D3E3539F6'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'N'~&~	~&~'862A7084-F8DD-B996-8C0A-E5F7350A7366'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'UA'~&~	~&~'R'~&~	~&~'776EA04C-78AB-AE46-B3F8-4D7BD459ED9E'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'B'~&~	~&~'9AB42791-45E3-F8F2-CF40-E7F1F16A1E69'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'E'~&~	~&~'8923AC22-2F8E-5B58-715C-0801AF346CAE'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'F'~&~	~&~'8E259C13-5E96-CDE3-A926-819F5040759C'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'G'~&~	~&~'201B8D67-DA3D-148D-30B1-247833312D30'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'N'~&~	~&~'A289AA85-6C6F-D64E-022B-497D4EF1BA83'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'R'~&~	~&~'DC152197-0305-0F5D-F243-5786FA79A83F'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'B'~&~	~&~'B0B9E523-2F1F-A39F-A2E0-25DFBFA488AF'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'E'~&~	~&~'DB7DE489-6C11-A429-A09C-4CCB7F9D7BBE'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'F'~&~	~&~'9B2BBBFF-0EB5-30BE-01F5-9A02378103BB'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'G'~&~	~&~'A1E2EAA2-CB63-9F5A-97AC-A44EE0D40FF9'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'9F365475-A08C-D349-3952-F74E07A095D2'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BL'~&~	~&~'R'~&~	~&~'75EE715A-1DCB-0893-C3EF-E14670478C1A'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'B'~&~	~&~'6E28CDB2-E0C3-9119-5C04-3FCD3917C1B7'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'E'~&~	~&~'B7D79935-7027-1BB4-A9A8-3CAD2142C819'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'F'~&~	~&~'7588C663-470F-3F7A-00B7-EDD6580CF27D'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'G'~&~	~&~'8609DBF4-941F-6006-C951-C44B978512DA'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'F028776A-DFF2-04C5-AE90-10B6B56340BC'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'7F966167-124A-C914-102F-8448DCE8BFE7'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'B'~&~	~&~'99653CDA-7107-8BD6-3F98-DDE42A4076DF'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'E'~&~	~&~'F6FD93D7-5DB2-108C-9CE9-75BC4058439C'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'F'~&~	~&~'EF849525-93DE-91F1-DEB7-BC12CC7D5E24'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'G'~&~	~&~'4EF8841A-F5E6-797E-0D43-0B9CEDF94D36'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'N'~&~	~&~'E995BCEB-D7BB-B0C4-3EE3-4B1647F94B86'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'FW'~&~	~&~'R'~&~	~&~'DED9056F-24A4-99C1-3156-612AF3BF9C85'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'B'~&~	~&~'DF5631D0-2031-D65B-F1B7-FFB348E6DCB0'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'E'~&~	~&~'F22464AB-A000-CE3B-EA3E-81A71A1DB381'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'F'~&~	~&~'E8CD7393-286D-F501-186A-5EF6A34750A8'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'G'~&~	~&~'5FC4B9D2-F26D-247B-7E71-05E9A05DC9D7'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'N'~&~	~&~'F2AB91F2-FE2C-7BC7-AA91-C36A9E95C8F3'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'HO'~&~	~&~'R'~&~	~&~'EB48CCB8-E012-53DD-9075-1835F1E306CE'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
