HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~POS_BENEFIT_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_FRNG_BENE_PCT::DECIMAL~&~	~&~POS_FRNGBEN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~OFFSET_FIN_OBJECT_CD::VARCHAR~&~	~&~OFFSET_ACCOUNT_NBR::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'B'~&~	~&~'4B54D225-6AD8-24BC-4D09-CF05A531A1CC'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'E'~&~	~&~'0621ABD0-2CFC-2EAC-B4C2-F9D4398B8FF1'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'F'~&~	~&~'57C09110-CD16-6C10-91EB-9FA472D5BA13'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'G'~&~	~&~'814F86AB-8E0A-ACA2-98B0-CDFFC1375607'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'3BA265C1-2F7C-B851-9123-667E063481AA'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'BL'~&~	~&~'R'~&~	~&~'7EB2C696-5A31-07A9-4025-5CCA21AD495D'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'B'~&~	~&~'A0CD4218-C68B-74FA-FA49-63EA8CE6381B'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'E'~&~	~&~'91067D77-ADAB-7531-1FB8-CCDB62421B0E'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'F'~&~	~&~'964B63A1-D908-569F-C621-9A3C883703C6'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'G'~&~	~&~'029E78CA-7EB7-46A1-6040-899F6AF249A8'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'8B51CD34-9572-5B45-EB67-0584A7F8B7A5'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'42497FC8-E404-4F38-227E-1B68C6D9AF6C'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'B'~&~	~&~'106485B2-395B-274D-D63F-4ABBFA8504F3'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'E'~&~	~&~'DBAA3810-E774-A599-5257-CCB03C93D2BF'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'F'~&~	~&~'181EED52-4B0B-01F8-1EB8-90C1553621FB'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'G'~&~	~&~'EE7FA037-B27F-A53B-FE65-3CB835C90819'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'N'~&~	~&~'C5959D55-999A-F37E-F579-19AC7B8A1779'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'FW'~&~	~&~'R'~&~	~&~'6F6A24B7-5508-57A4-DB87-B94F49E91036'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'B'~&~	~&~'9D9774E4-9C84-A5A5-B314-FCCDEBAB09D4'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'E'~&~	~&~'480CF05C-2C72-3631-D848-917AA53FEE09'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'F'~&~	~&~'E203C085-F950-8E32-CBAB-6905486D3B07'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'G'~&~	~&~'EA8FAFFB-8096-F9CD-F8FF-B38146C5C060'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'N'~&~	~&~'EE12040F-8ACB-54E1-97ED-ACE37FC0A4E3'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'HO'~&~	~&~'R'~&~	~&~'EB25172C-9A49-7204-0503-131D90D999AB'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'B'~&~	~&~'18C3A8BC-E89E-8C39-50BA-BEDFA5CF1C68'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'E'~&~	~&~'5841A2B2-626B-021F-3B75-798CE7B22188'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'F'~&~	~&~'69BBC76D-D8AA-198C-7475-225E5CB18CAA'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'G'~&~	~&~'C74263A8-3D2D-3B15-29CD-AFDC1A275DC7'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'N'~&~	~&~'4E1305B2-B6BB-F6C0-65AF-9B3BB1401818'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IA'~&~	~&~'R'~&~	~&~'61BA5A5A-9845-CEF3-D716-3E6E8D752178'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'B'~&~	~&~'62D69252-B68F-7B91-FBCD-17B01F8AD64B'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'E'~&~	~&~'D61557E5-1F93-7490-7641-908012F8DF43'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'F'~&~	~&~'6C6E93E8-6C94-3348-9BDD-272BC386D8DC'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'G'~&~	~&~'ACFBEB65-CF93-CC2D-5D8D-E2E1B42A6914'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'BDB4B524-E844-85E6-2D27-EE4EBF8689D1'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'IN'~&~	~&~'R'~&~	~&~'71FE346D-1F10-AC76-8DE8-6E049CFBC36E'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'B'~&~	~&~'02CC4BFB-297E-51AF-1F54-0B0A1A723967'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'E'~&~	~&~'30EBEE81-53CF-5A4A-994D-70D8424196CB'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'F'~&~	~&~'64C4062A-AE1F-B4A5-0495-239D33156A83'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'G'~&~	~&~'93144A26-2476-A360-2F33-E6714C75FFDA'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'N'~&~	~&~'02359F48-3A86-FE31-E5F2-696CF94AE21C'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'KO'~&~	~&~'R'~&~	~&~'F216806F-48EC-5C58-DCAE-DDDEBAD78A43'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'B'~&~	~&~'EF66CB66-536A-3B88-F6E1-DFD13DE4FB75'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'E'~&~	~&~'92592E2E-CE54-230A-4C8D-0F157794D7A1'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'F'~&~	~&~'DA3EC2B1-3B0F-28D2-BCFE-7105A7125AAF'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'G'~&~	~&~'62725DBB-FA5D-76C8-833E-22BB99B53BCA'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'N'~&~	~&~'122C3EA3-38BB-0AA7-D6C6-C8E3F8409E58'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'NW'~&~	~&~'R'~&~	~&~'F26C858E-9E53-6F26-3B08-331E05E235F3'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'B'~&~	~&~'7CF5C6AB-F22F-4C96-9A8C-93D64471C402'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'E'~&~	~&~'AD771D8F-BA71-D3BD-1DA0-F03E59F8356C'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'F'~&~	~&~'A135767E-84DB-EBFD-F533-72EAA5436359'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'G'~&~	~&~'B980DDC6-0E23-EDAD-6292-BA05234196FD'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'N'~&~	~&~'CDC93DFA-772E-DBBC-47E0-044F9968814F'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SB'~&~	~&~'R'~&~	~&~'9E0CEBA0-0BB0-0EE7-984C-12112D807304'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'B'~&~	~&~'3BF70A67-E69A-9AF6-1205-3EE744D59A2B'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'E'~&~	~&~'1243B8AD-0A48-18C5-3478-75E80403CB08'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'F'~&~	~&~'7381FA2E-2697-2D94-D793-EFCCD82F6CC1'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'G'~&~	~&~'C9BE9DAB-C52E-93B5-66AD-7CF87FCBEBD7'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'N'~&~	~&~'73D17C15-95FB-8873-14E1-7C3C3113A014'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'SE'~&~	~&~'R'~&~	~&~'F827A6AA-26BA-9322-386A-5CB67F3C4848'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'B'~&~	~&~'088816FE-D3E2-6AC3-667D-BA3E8271848C'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'E'~&~	~&~'EA3B31D0-E31E-6C18-F45D-EA2E220442EC'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'F'~&~	~&~'3E1FC93F-0A1F-95A7-7CAA-D63EB5D7B605'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'G'~&~	~&~'2950EA67-74F2-BFF3-4479-9A1EE0296BE6'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'N'~&~	~&~'E1B67E3B-0956-B911-AEB7-90D8DA225CD9'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2010'~&~	~&~'UA'~&~	~&~'R'~&~	~&~'D5952F04-FF5F-0F57-A85A-687C32197304'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'B'~&~	~&~'D00B00CB-D760-351F-B67F-12013CDF208A'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'E'~&~	~&~'76F12FB5-76B7-6495-3CCC-A1B8B8EB0526'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'F'~&~	~&~'9631AC5D-3ED0-1862-488E-EF4F51DCFB27'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'G'~&~	~&~'9B131A2E-E1B5-F9E8-0340-1544A51CC986'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'N'~&~	~&~'A50A7E7A-CC9E-C9E7-757F-AD0B6C694659'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BA'~&~	~&~'R'~&~	~&~'D7371574-F8BB-1364-1D23-09EDCBE97E71'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'B'~&~	~&~'B7EF4838-0D9A-DCE4-AF26-2B588DC09E43'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'E'~&~	~&~'263D27E2-7B72-E1AA-3E87-E582496F140D'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'F'~&~	~&~'0C17EAFD-0B54-A0B7-FEAB-21D958B07086'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'G'~&~	~&~'2F8A8EFA-CEAC-71D5-D634-89538C6B33A9'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'2B8BC7DA-DA32-D949-4298-F526360F7BA7'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'BL'~&~	~&~'R'~&~	~&~'0F281AAF-8673-41A0-8930-5B9463AA98D8'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'B'~&~	~&~'D908FFA6-0176-08E5-BE9E-1A52721AB42A'~&~	~&~'2'~&~	~&~'8.8200'~&~	~&~'5773'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'E'~&~	~&~'4CD90889-79D7-DC9D-7721-1C3BA7B21865'~&~	~&~'2'~&~	~&~'12.1900'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'F'~&~	~&~'43FC4ADF-2F46-795E-17A5-E6A2121D5555'~&~	~&~'2'~&~	~&~'7.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'G'~&~	~&~'7BB37E0F-55A9-7EAF-4507-92DBCEED362F'~&~	~&~'2'~&~	~&~'13.0800'~&~	~&~'5625'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'N'~&~	~&~'E4C2DEE8-8231-959F-C35B-2F65D4B495AE'~&~	~&~'2'~&~	~&~'0.0000'~&~	~&~'5760'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'R'~&~	~&~'BDF84A9F-E00A-41D2-5048-B85ED41A8AA2'~&~	~&~'2'~&~	~&~'18.6600'~&~	~&~'5772'~&~	~&~'Y'~&~	~&~'--'~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
