HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FINOBJ_BENE_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'F'~&~	~&~'8F4F18D0-BC22-B8FF-04F2-E6529EFE896E'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'G'~&~	~&~'A226D5F0-B379-EACA-29FA-55DBA9071747'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'R'~&~	~&~'EF102185-5F4D-BD8D-C6C8-013E5032B07C'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'E'~&~	~&~'A493A7F4-717D-54C7-0A6A-72467C5563F2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'F'~&~	~&~'AC0743BB-5F3C-EE2B-D299-A3BB284B147A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'G'~&~	~&~'B949303B-0485-67CB-5FB7-0BDC0B026EF9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'F'~&~	~&~'E97BCF70-0259-1DBE-E52D-110184AB4DAC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'G'~&~	~&~'C39A6290-2509-7B1E-03F0-E143B0B7DCED'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'R'~&~	~&~'C936F712-D0B5-809B-5717-C819A17480A5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'E'~&~	~&~'3C42C9DA-E02E-83ED-DACB-9B882EE67EAF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'F'~&~	~&~'ECF15BB5-E948-0597-8C59-724704DBD42D'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'G'~&~	~&~'704DDAFF-3AC5-3139-52B2-CC05F430C009'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'F'~&~	~&~'1CE09EFC-893C-C634-0345-761EF2180649'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'G'~&~	~&~'339333B2-81D1-3A00-BBA8-F0E6C3BA4779'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'R'~&~	~&~'F815E05A-57D6-1B7F-DDFE-D29338394BFC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2010'~&~	~&~'F'~&~	~&~'C4A790DE-5CFC-D893-0F55-2EFFA6ED6A72'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2010'~&~	~&~'G'~&~	~&~'F5E5DF13-D232-E760-9F58-BE79AE26F1CC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2170'~&~	~&~'F'~&~	~&~'553C6656-E302-5C73-F730-FACFB7EC3F36'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2175'~&~	~&~'F'~&~	~&~'54FB908F-68BC-278D-794B-67741B061268'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2200'~&~	~&~'F'~&~	~&~'29D898C5-D7FD-0443-BDEC-51E2577707C4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2205'~&~	~&~'F'~&~	~&~'D0E5FE3F-3A96-774F-F88F-54D1C11EF2E9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'F'~&~	~&~'24E0CDE1-05A5-5E9A-629C-96B197D9D7E0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'G'~&~	~&~'909D183C-E3F5-4D29-9D01-3913F154F184'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'R'~&~	~&~'0B65C45A-B023-A89D-0935-FB27D6F828F3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'E'~&~	~&~'8E1DEEA3-1ACF-2305-E82E-8F581D9058B0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'F'~&~	~&~'3735DB71-BEA7-64E1-F523-7837F25CA5A6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'G'~&~	~&~'84EF6375-9BC7-0A93-3A0D-7BB754BA227B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2290'~&~	~&~'F'~&~	~&~'59474DF1-4100-E64E-3C6E-A533C7090712'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2300'~&~	~&~'F'~&~	~&~'2A4B92D0-56F2-686F-B37C-AEAFC6A1CA32'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2310'~&~	~&~'F'~&~	~&~'D6C26C16-AB3B-7075-B3AD-2964C5D1EBA6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2331'~&~	~&~'N'~&~	~&~'E214A2FC-3215-84AF-BD6C-FF256C5DA9C4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2332'~&~	~&~'N'~&~	~&~'DE8045B1-2025-0AFE-1883-E23ED938AF47'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2340'~&~	~&~'N'~&~	~&~'260BC238-37DE-79EB-183F-39BD1A278386'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2341'~&~	~&~'N'~&~	~&~'9E626BC5-089E-F995-7234-05933A52246F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2349'~&~	~&~'F'~&~	~&~'E74B5DB5-EAD1-CA17-4D2C-75C39BE247A4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2350'~&~	~&~'N'~&~	~&~'9F823352-B7FA-F395-ACBD-8CCF60F7E5BC'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2351'~&~	~&~'N'~&~	~&~'C14DD61A-5559-C038-AE78-6BF67095BC0C'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2360'~&~	~&~'N'~&~	~&~'B87001E1-B72B-6010-FA50-00CEB8ECC5C8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2361'~&~	~&~'N'~&~	~&~'1EF993DC-258C-800E-E9E2-314EA01A1575'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2362'~&~	~&~'F'~&~	~&~'02DBD1D4-CD1D-17D3-2D1C-311AD470F6AE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2364'~&~	~&~'F'~&~	~&~'8BE4D932-B415-3743-979F-78C7CA8193A8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2370'~&~	~&~'N'~&~	~&~'A8591653-FB49-E305-6415-A887B0BE0F91'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2381'~&~	~&~'N'~&~	~&~'6DC14549-5FA4-3115-A002-E8CCAB5CA666'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2382'~&~	~&~'N'~&~	~&~'B583BB85-BBE4-194D-B7C2-EC5EAB1026D7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2383'~&~	~&~'N'~&~	~&~'F46B4879-7FA4-89EA-C0BF-605F06B3BE62'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2384'~&~	~&~'N'~&~	~&~'1BA981F2-1120-BC5C-82D1-1624E8D86107'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2387'~&~	~&~'N'~&~	~&~'FBD2C4C5-BFAF-C386-426E-B2600B6AD749'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2388'~&~	~&~'N'~&~	~&~'DB59A71F-1495-897E-B78B-A507F4F15F17'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2391'~&~	~&~'N'~&~	~&~'0DE1402F-F6EF-DAB4-DA12-FD49A1499A4A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2392'~&~	~&~'F'~&~	~&~'0652486C-1235-E14D-B8D5-5228E251B43A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2394'~&~	~&~'F'~&~	~&~'D3BA81A8-321A-B8B8-D190-910E0B7492DF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'F'~&~	~&~'2C588443-EA67-773B-DC6E-74425716277F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'G'~&~	~&~'6D2BAFC1-F284-B19B-662B-94D07CA1043B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'R'~&~	~&~'166756F3-747E-D679-DD5D-99EF5F598941'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'F'~&~	~&~'73D2678D-5FFC-69F2-7063-CB479C2173B1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'G'~&~	~&~'F4FBC41C-2F79-FBA8-C395-A3045DA5D951'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'R'~&~	~&~'23ADB297-4AC5-E0C4-E7B7-68B214B0A006'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'E'~&~	~&~'7993A4D5-EF68-90FE-B37A-44B60BBF4D01'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'F'~&~	~&~'FD59713E-D47F-874D-990B-C21FED011634'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'G'~&~	~&~'200CAB18-D98F-74BF-DF66-4A964E81D7C2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'F'~&~	~&~'82D7856F-86B4-D965-19AD-575B82D64DD5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'G'~&~	~&~'282D8CCC-1D65-251F-0B69-ADC347EA3633'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'R'~&~	~&~'5B8BF22F-C776-BC90-18B6-A45A3C614B04'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'E'~&~	~&~'D6F3F250-BFC2-6795-B16A-AEA42F6063C5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'F'~&~	~&~'24FD8B67-0C9E-115F-B1B8-F778102C346A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'G'~&~	~&~'D6B81032-C7B0-2B10-58D9-0C313B935C47'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'F'~&~	~&~'6A147017-4934-695F-6A30-B1B3729F0584'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'G'~&~	~&~'B6B9531E-BB9F-5A0C-1826-DC193990936A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'R'~&~	~&~'02260C2D-908C-7C84-611F-97551ACF1612'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2420'~&~	~&~'F'~&~	~&~'C58B3ED9-309E-8456-B578-47D18FBC162F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'E'~&~	~&~'23EEF4F5-EE98-7DF5-1423-3B3020C782CB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'F'~&~	~&~'1D9845D8-5822-C25F-7C5B-CADF0B6E7BAF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'G'~&~	~&~'1A1969BA-6D7A-2D6E-FEA7-A172E9530046'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2450'~&~	~&~'F'~&~	~&~'3C15AF11-C32A-DCCE-0DAC-CC4C12BE0DD6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2455'~&~	~&~'F'~&~	~&~'2E155C13-DE09-2895-E35D-C8151D8BFB09'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'F'~&~	~&~'6A1556D3-FE01-9FD0-99FE-E374242399D3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'G'~&~	~&~'5EF038E2-5A35-795A-3807-D24A3576EA4B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'R'~&~	~&~'70026E91-A305-BF9B-2F44-57B4DE993294'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'E'~&~	~&~'B34E5D89-F0E1-3751-439B-55201010B4C2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'F'~&~	~&~'766D5507-ACC7-74EE-35EE-FF7B6D0CEBF1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'G'~&~	~&~'9E9D9FC3-66DE-3F99-698E-6275C94577A3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'B'~&~	~&~'98801F0B-0F46-8F2F-1CE0-9B3F8BF54A6F'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'F'~&~	~&~'9B2420C7-2271-6078-4984-BD6EFC92A6BE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'G'~&~	~&~'DEBD0401-5CB5-AD68-E476-33A5EBEED8BF'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'B'~&~	~&~'14036E3E-AD2B-F38F-1E15-B89E378BB435'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'F'~&~	~&~'444E39CF-7288-E665-B3D1-60E587612D60'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'G'~&~	~&~'8DC8510C-7614-754C-8B53-1063FE899A29'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'B'~&~	~&~'7FA26E49-3CC1-ACA6-B96F-8E50FD95C7FB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'F'~&~	~&~'338C8E0E-DC31-F170-2E48-CFF8DE04AE0B'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'G'~&~	~&~'6FA5EE4E-FC09-1282-2A9F-3E56B797602C'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'B'~&~	~&~'6AA699B3-5E7B-E470-36F7-88F9E5C0E7DE'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'F'~&~	~&~'1496E9A4-5D98-6267-27ED-6092846C10E9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'G'~&~	~&~'7266C228-7E6E-78AA-E713-0C726867213A'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3000'~&~	~&~'F'~&~	~&~'D39EE9E6-BF44-4DC6-6B91-8F301905C2D4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3050'~&~	~&~'B'~&~	~&~'B0A2F6C3-B395-8B80-4AC8-1BEA4FEF8FD6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3050'~&~	~&~'F'~&~	~&~'7DE3AF0A-792B-1355-9808-0C17AF911E41'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3100'~&~	~&~'B'~&~	~&~'B3C226A0-D18C-D4B4-F6C2-459DD83B55C7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3100'~&~	~&~'F'~&~	~&~'DFFCD4A6-444E-5C6B-E024-26542438D9D1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3150'~&~	~&~'F'~&~	~&~'71C51E8F-6BD3-ED72-3C4B-0088810A1F28'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3200'~&~	~&~'B'~&~	~&~'7B2A1065-E622-1EF0-F345-62F3984EE5DA'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3200'~&~	~&~'F'~&~	~&~'10535CEB-C49F-0CC7-DF16-50B9624BBF40'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3205'~&~	~&~'B'~&~	~&~'1F6E2691-93CD-5549-F73B-1B92857F50E7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3205'~&~	~&~'F'~&~	~&~'C1F0B704-851E-3739-2928-0EA793DDB655'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3210'~&~	~&~'B'~&~	~&~'0BAE92EA-A481-575B-2A68-E98ADA7EC9E2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3210'~&~	~&~'F'~&~	~&~'F4C44F00-4662-B134-28DF-6A715E426461'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3250'~&~	~&~'F'~&~	~&~'390C8372-7541-CD77-9232-C292020C4A22'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'3300'~&~	~&~'N'~&~	~&~'43E16D7C-7CE6-E0A0-69EE-95A864D6CE67'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
