HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FINOBJ_BENE_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2000'~&~	~&~'F'~&~	~&~'3ED7BBE4-0474-9D9A-D0AA-DF1FDF7F0391'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2000'~&~	~&~'G'~&~	~&~'844A52B1-79A0-0E57-AFEA-350FC3158F77'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2000'~&~	~&~'R'~&~	~&~'9290B6E4-AC90-06A9-2264-7EB9C6DFADA6'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'F'~&~	~&~'B736340D-926D-ECDD-2D47-1C5F5450AAC1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'G'~&~	~&~'BF66FB0E-34A5-35AA-19E4-8E73D8426DC3'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2001'~&~	~&~'R'~&~	~&~'7A0A1052-74DA-AFBB-AD81-898E18E0CCC9'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'E'~&~	~&~'E36D0234-B3CA-7F1D-AA20-D1EBFE104E6D'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'F'~&~	~&~'0714B0C4-1A74-A4F0-948E-B1C1A2377709'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2002'~&~	~&~'G'~&~	~&~'7A309668-8A60-9FF7-A1A9-B33841ABD1AA'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'F'~&~	~&~'7CC60912-78C1-9A5C-ECC4-FDAA63A78A19'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'G'~&~	~&~'1FB463CD-4B1D-DFEB-29FA-250020DD9AD5'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2003'~&~	~&~'R'~&~	~&~'FDD8E43B-0917-460D-7628-8A1B82A8BA8D'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'E'~&~	~&~'E0B4C9D0-9F8D-B688-86C7-7C6AB6DE9D25'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'F'~&~	~&~'33C29D3D-DE92-281E-D617-28705CDA2FC1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2004'~&~	~&~'G'~&~	~&~'53D83068-C679-307C-A05D-EE369035E41D'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'F'~&~	~&~'60CBA1B1-58EC-19F3-3770-974A4CF0862C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'G'~&~	~&~'1F8F2FAF-B6C6-A023-231B-B71EE5246540'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2005'~&~	~&~'R'~&~	~&~'FDA1D25A-493F-A94E-1F34-C80B110AC8F2'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2010'~&~	~&~'F'~&~	~&~'6DE2CA72-2847-5695-32B3-1C8C8D02F026'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2010'~&~	~&~'G'~&~	~&~'395CED5C-A140-5B0B-4ACF-8C487193471D'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2170'~&~	~&~'F'~&~	~&~'23ECDCA8-39DA-2140-33D5-E542F16C8AA7'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2175'~&~	~&~'F'~&~	~&~'E4B936C2-B421-C049-8523-FBF76F3D4746'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2200'~&~	~&~'F'~&~	~&~'2B664FF2-6FD6-270A-342F-EFD070C9F0BB'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2205'~&~	~&~'F'~&~	~&~'E2D33B9F-6153-F9C4-AEF6-C209827D4F35'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'F'~&~	~&~'8B05A03C-D516-1603-018A-670B0E7B700F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'G'~&~	~&~'5870AA14-312C-59FE-A81C-95FA5E954A67'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2280'~&~	~&~'R'~&~	~&~'71D89556-9F85-E861-BEA4-BC3033322407'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'E'~&~	~&~'C2207550-6AC9-6ADC-7B9C-E6FF7F6C5D94'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'F'~&~	~&~'3A3E1041-A788-0071-0748-7E2DA78CBEA1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2288'~&~	~&~'G'~&~	~&~'4EA24113-5E12-1B91-E058-81D3370E46B7'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2290'~&~	~&~'F'~&~	~&~'069F2DB3-F1CA-C741-6B98-BB32B6392CDA'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2300'~&~	~&~'F'~&~	~&~'C0E230E4-0A6A-6904-D79B-6009523020DE'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2310'~&~	~&~'F'~&~	~&~'D133982D-7A3C-8B60-63E5-60364F3C9FA0'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2331'~&~	~&~'N'~&~	~&~'A5AFA82E-27CB-6FB9-58AA-227C62B7D7CF'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2332'~&~	~&~'N'~&~	~&~'9608E7BF-D2F6-3E77-3516-431DFE8B9299'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2340'~&~	~&~'N'~&~	~&~'373A3A48-6AA4-5CDE-82CB-8903E49DCC39'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2341'~&~	~&~'N'~&~	~&~'B1418C93-6066-D879-E0BA-8B256BFC0135'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2349'~&~	~&~'F'~&~	~&~'E318BCE5-2859-A709-1A85-ED5F71757BD0'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2350'~&~	~&~'N'~&~	~&~'9A51BE2E-5401-68F8-CE84-00E09582924E'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2351'~&~	~&~'N'~&~	~&~'1B7E8F94-8B4B-FF25-F41C-84B177DC74E4'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2360'~&~	~&~'N'~&~	~&~'6166E587-4E82-C7F3-071B-2F350FE27E69'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2361'~&~	~&~'N'~&~	~&~'DE9B528D-0F58-5574-86E2-54BA658C7007'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2362'~&~	~&~'F'~&~	~&~'C6CD9BBE-8843-4B52-03D9-E52CCC74BC27'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2364'~&~	~&~'F'~&~	~&~'67441340-DB67-D3D4-3A6F-E5D927ECD1AF'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2370'~&~	~&~'N'~&~	~&~'CD370C8E-BF99-2198-2FE8-B99E671A94DB'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2381'~&~	~&~'N'~&~	~&~'D18DFED5-DF99-F5AD-F38C-F2B31CC4D944'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2382'~&~	~&~'N'~&~	~&~'926F8142-5F79-ED5E-87B9-8F21ACC8E37B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2383'~&~	~&~'N'~&~	~&~'C8292C78-757A-BE12-BE3F-9ACB4B10007B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2384'~&~	~&~'N'~&~	~&~'D23B01E7-6BC0-E69E-3249-5618748E9664'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2387'~&~	~&~'N'~&~	~&~'6EE90A54-53B0-467B-7DE8-9E88D69EDA2C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2388'~&~	~&~'N'~&~	~&~'CBD0160A-0731-E88E-1131-61CF5F9E5C26'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2391'~&~	~&~'N'~&~	~&~'12BD3C5A-5535-F23C-8D21-725DDF05B03F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2392'~&~	~&~'F'~&~	~&~'D7D8F01D-75C7-330D-7E04-1B6287D02560'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2394'~&~	~&~'F'~&~	~&~'E4CCEC79-8314-C3EF-AF0A-C4235A63954C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'F'~&~	~&~'E0B0C246-F863-B16F-5986-D1425CEAD113'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'G'~&~	~&~'0D86502B-8D90-DFEC-FF6D-D73C0E3A422B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2400'~&~	~&~'R'~&~	~&~'27D228DC-7AFB-B19B-2A39-7138752D101F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'F'~&~	~&~'3A9462AD-2FF6-345C-0263-C28D839893A5'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'G'~&~	~&~'69E056C2-4B43-6581-A34C-B0D41E638EC7'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2401'~&~	~&~'R'~&~	~&~'6833859F-8410-5170-C2F2-51C0BB8A8649'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'E'~&~	~&~'020803BF-49F0-2D23-57C0-213598539852'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'F'~&~	~&~'F58C9BEB-BC2A-3B5C-889A-9E9A30A3095B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2402'~&~	~&~'G'~&~	~&~'390CAE07-F9C1-639A-016D-9DF4FCF1D6AC'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'F'~&~	~&~'38B16439-891D-C597-6BF3-41B6D53070A8'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'G'~&~	~&~'7F52F03E-805B-DA40-C41D-5F075648F719'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2403'~&~	~&~'R'~&~	~&~'F7FC186F-7EC0-6C8C-ED83-65A03A8D544C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'E'~&~	~&~'C01888EA-FE51-E3F3-3C5C-FD61CF1AAC9F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'F'~&~	~&~'58D98E7F-B611-2CF8-223D-D2C26F8E5425'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2404'~&~	~&~'G'~&~	~&~'E1C19ACC-08C9-2BF7-1909-FF6B42B92DA8'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'F'~&~	~&~'B7BB2ED8-024D-6993-B045-591BC33B0994'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'G'~&~	~&~'D71C869D-2C48-F1CD-E345-5AA4469AEA17'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2405'~&~	~&~'R'~&~	~&~'98A3B895-9906-2ADD-EA93-7D1E406562FE'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2420'~&~	~&~'F'~&~	~&~'451D7A94-9361-30BE-5486-A2E2407C7433'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'E'~&~	~&~'F4C2766B-B4DB-4ACA-0BC7-69300F18E5F0'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'F'~&~	~&~'DE261CAA-7F83-A84D-90C8-E6170B2D8631'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2425'~&~	~&~'G'~&~	~&~'DD24F94E-0D05-DA83-3F43-DB2CDE70B07C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2450'~&~	~&~'F'~&~	~&~'4582E29D-F879-2E2A-7FFF-D745B4C4A97A'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2455'~&~	~&~'F'~&~	~&~'7AC52E60-3185-E53C-005A-96C70A95D150'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'F'~&~	~&~'937EC7CD-9DFA-95A3-88DD-F46A3641E7E1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'G'~&~	~&~'A6B02F17-AE3A-A484-7FB2-AD44A7413AD3'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2480'~&~	~&~'R'~&~	~&~'7E350CD1-9FAE-4827-26E4-7375BB9E7807'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'E'~&~	~&~'E69580A0-DC29-10C4-6011-CE17EC666E9B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'F'~&~	~&~'52AA21B5-9173-1C84-C5FF-39DE678847A7'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2488'~&~	~&~'G'~&~	~&~'B1CD9F79-48B8-547E-7639-35A84E987AE1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'B'~&~	~&~'4FDF8BD1-89BD-BBE0-31A7-E486A4E65BB8'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'F'~&~	~&~'7AFE5587-286B-CC86-8367-127343D13A0B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2500'~&~	~&~'G'~&~	~&~'CEA4FC24-AD78-A440-9312-AE7F7D72BDA9'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'B'~&~	~&~'48EC26FB-1766-C314-8EA1-1021897920D1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'F'~&~	~&~'C529A81B-E79D-B391-87E2-94DF9B42788C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2502'~&~	~&~'G'~&~	~&~'EF74F06A-0B59-85FA-EB14-82F39C2DA716'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'B'~&~	~&~'1E39C47C-1F81-130C-BD56-96DC15F23D7B'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'F'~&~	~&~'80825101-7263-ADC6-B25E-EEAABFB812E0'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2504'~&~	~&~'G'~&~	~&~'83F7E0C2-E6A1-E298-A8AF-6E1F05CD2FB1'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'B'~&~	~&~'5FA24151-BE27-014F-1942-90968501423F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'F'~&~	~&~'DE3AE462-C82E-EB91-573A-51CDF9E3611E'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'2550'~&~	~&~'G'~&~	~&~'A28F671D-D23C-0ED8-20DF-BC2F1C73825C'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3000'~&~	~&~'F'~&~	~&~'986E19E3-4997-4E69-25BF-06CB1FF68536'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3050'~&~	~&~'B'~&~	~&~'4E1A45AA-B6DE-ADB7-0CF9-8A0071478EB6'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3050'~&~	~&~'F'~&~	~&~'E8E469F3-2BEA-6687-823B-14E1236A2923'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3100'~&~	~&~'B'~&~	~&~'D7933CBF-C7DB-AC4A-ED2D-64A9A06108E9'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3100'~&~	~&~'F'~&~	~&~'3E2940E3-E72F-B321-C2C9-A5D1BF793D06'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3150'~&~	~&~'F'~&~	~&~'D02D05F4-E76D-4B75-6BB2-5CCBC1988EB6'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3200'~&~	~&~'B'~&~	~&~'D1B88B09-FE6B-9F54-A3A0-B17B280A5538'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3200'~&~	~&~'F'~&~	~&~'A177F0CA-0677-3588-3817-F94E60A4B661'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3205'~&~	~&~'B'~&~	~&~'FE04E9DA-E98F-C9E7-A5A6-13D8C98B8CAA'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3205'~&~	~&~'F'~&~	~&~'E095163D-674B-3F51-3373-C92C2160F38F'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BA'~&~	~&~'3210'~&~	~&~'B'~&~	~&~'68858178-FA90-C01E-8B00-A37E6FD155C6'~&~	~&~'1'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
