HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_SUB_TYPE_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CPTLZTN_FOBJ_CD::VARCHAR~&~	~&~ACCUM_DEPR_FOBJ_CD::VARCHAR~&~	~&~DEPR_EXP_FOBJ_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'C2'~&~	~&~'bd186ad2-bc1b-4f15-9c84-aae40789f067'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'CF'~&~	~&~'162552f0-ed71-49e3-af8e-933829525234'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'CL'~&~	~&~'6c075004-f16a-446d-a0ab-e001d84138a0'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'CM'~&~	~&~'0f261399-1fd0-4234-aeaa-9c5f922944e8'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'CO'~&~	~&~'88e42c09-0e15-43cd-8c17-846ca133222d'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'CP'~&~	~&~'4998e2d6-454b-407e-ab39-7e08beb23460'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'ES'~&~	~&~'67a5e9cf-0fc0-4422-8fdc-d84b6cf0dc0a'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'IF'~&~	~&~'05bb90d8-53e4-42d5-a3db-35cb7330cc69'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'LA'~&~	~&~'d8645686-1755-457f-b950-2adb8f068664'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'LE'~&~	~&~'88426f10-7b11-4959-9939-a23671e39ba8'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'LF'~&~	~&~'e52f9e72-9ac3-489a-9b6c-051c9fc5756f'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'LI'~&~	~&~'c71ca718-3b07-49d2-9257-0989d5657fb8'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'LR'~&~	~&~'5437201c-8b1c-4968-8256-4d4af49bc4d6'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'UC'~&~	~&~'9bc4e4a5-6125-4e0a-b5a3-60f187850e9c'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'UF'~&~	~&~'66d5615c-83d5-4eb8-8d34-e3e46bb8ec66'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'SE'~&~	~&~'UO'~&~	~&~'d1d59232-11c2-4dba-a6f3-1d0a177473c1'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'AM'~&~	~&~'c5907653-9e11-49a8-bd05-1e99d0b103cd'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'BD'~&~	~&~'af19e2d2-dcd7-4f13-9248-bba78042cfd9'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'BF'~&~	~&~'2b72f429-470f-462c-afce-838af5ea1364'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'BI'~&~	~&~'11647b8d-5216-4e53-969d-b9d28b576f6d'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'BR'~&~	~&~'828f05ed-5ad8-4159-995d-c0b6285898c7'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'BY'~&~	~&~'2a3ffc82-b9c8-4cbc-8e42-7198ff8e2224'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'C1'~&~	~&~'82995707-14c9-4775-b0f8-1fff9fd6479a'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'C2'~&~	~&~'c4f3da92-96f1-4c52-9c61-c54d9f760020'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'CF'~&~	~&~'7f5fddb6-7fa1-45a5-889c-da18446c2176'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'CL'~&~	~&~'1fea5abb-d50c-44fe-b586-5bf918f0eca9'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'CM'~&~	~&~'045ed6cc-78b5-4817-8c74-8193c480a698'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'CO'~&~	~&~'f338ef44-6cc5-41e4-b474-9f953874ec63'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'CP'~&~	~&~'1a538db0-4888-4b9b-8d7f-192693dd94c4'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'ES'~&~	~&~'bc2036df-2eb7-49a7-a992-9625a8eff652'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'IF'~&~	~&~'2033e384-3a1f-468d-8657-c1e28d61ee45'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'LA'~&~	~&~'13a5f3c2-15aa-4761-b364-fba97934c3dc'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'LE'~&~	~&~'6f3fc18b-2cae-4414-8b9b-a4f082e0fd6d'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'LF'~&~	~&~'78f3ef82-1f17-4be0-a555-5cd3ef3a9a97'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'LI'~&~	~&~'9e19d778-332f-46d5-a458-737f7aab3f34'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'LR'~&~	~&~'b82d093e-5aed-4c21-84c5-bc826412ca73'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'UC'~&~	~&~'3252e5c4-da82-4e86-9203-0aad466611eb'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'UF'~&~	~&~'31f3de34-e759-4829-970b-ede5bc856f6e'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'UA'~&~	~&~'UO'~&~	~&~'52da345c-f043-4323-81f2-4a93846f0890'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'AM'~&~	~&~'09e9ef16-07d5-4755-91fd-d89f3a6ded5f'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'BD'~&~	~&~'4cc2d283-b117-4bdf-b4b2-1df792b6917c'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'BF'~&~	~&~'e03e0346-c29c-4292-8fa7-679f5520c832'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'BI'~&~	~&~'4e787221-8b56-4313-b5b4-34cc9deae161'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'BR'~&~	~&~'fb46823f-05e4-4aee-9861-bc05bf3b7aa0'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'BY'~&~	~&~'4f733fdb-7472-409d-8288-36553e819e34'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'C1'~&~	~&~'a8ba0f83-4fcf-4b1a-a63d-991885c28fbf'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'C2'~&~	~&~'21a4faa2-277d-4051-9270-1a9c99c31ded'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'CF'~&~	~&~'73a18078-b34d-4332-8f30-fe2c1e87b5de'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'CL'~&~	~&~'5d612840-abe2-4c73-92bf-de73f8085b3d'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'CM'~&~	~&~'0422f303-f05c-4251-9e08-83da569049fc'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'CO'~&~	~&~'fe27094e-e54d-4fb9-8b9a-0334e703f382'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'CP'~&~	~&~'1aaa38be-b45e-40ec-90e7-aacb46d59746'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'ES'~&~	~&~'ffd1b4a0-d2bb-418b-997b-a06292f829c7'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'IF'~&~	~&~'d2ea4e03-5743-4b39-b5a3-2ae908820e09'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'LA'~&~	~&~'74ea6a47-70e7-4c37-8c68-e2fb86b196d1'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'LE'~&~	~&~'bd1e670c-302d-426e-9615-4736036857e1'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'LF'~&~	~&~'12d20767-2c69-46f3-90df-904a8f034a69'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'LI'~&~	~&~'1d2ee2f6-7ae4-4485-8fb6-ebf9cbd9efe0'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'LR'~&~	~&~'86447916-66ec-4137-98bf-ac8c4404aa1c'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'NA'~&~	~&~'f309624e-1e52-45b8-bcb7-69b960bf2a9f'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'UC'~&~	~&~'43fb7d4f-3a0d-48f5-93ee-7c365084b8a9'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'UF'~&~	~&~'ed4a80fa-e936-44fa-ac29-a989e44695b1'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BA'~&~	~&~'UO'~&~	~&~'49c55402-5fc7-4bed-baf6-494cab0b0f6f'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'AM'~&~	~&~'0cec50f6-137e-4196-b675-1bc59c1d13da'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BD'~&~	~&~'9d1df4e4-0c7d-41e6-b637-bb1ad4b9ca44'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BF'~&~	~&~'47477e3b-d50c-40f0-aea2-cb513d650116'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'ddeab9c4-dbcf-4c8c-b4cb-00e348045973'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BR'~&~	~&~'8a512f91-8dd7-44b2-8af4-d8a22f9260d0'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BX'~&~	~&~'51d69890-6ac1-40aa-803e-169a3f04dd1c'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'BY'~&~	~&~'3c9d1a11-2172-4d89-96a8-0b7536c0f600'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'C1'~&~	~&~'ace00b35-8900-46c1-8e10-36a7445339f1'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'C2'~&~	~&~'04ff9fa2-1c96-4496-afa0-c9fafd613678'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'CF'~&~	~&~'9657695d-089f-49a2-9c33-f266d945a350'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'CL'~&~	~&~'24fd5e58-b5e3-4e87-9956-0a19787cf7f5'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'CM'~&~	~&~'56b9c140-f735-4126-a26b-af95fc5e9f0b'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'CO'~&~	~&~'c83f072b-378d-4f5a-9364-7c0d4db7eb7a'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'CP'~&~	~&~'7c5ac344-1bd4-4036-859c-bdadb01be619'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'ES'~&~	~&~'e96b6ab4-a454-425c-a69d-12e4be0ab6f3'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'IF'~&~	~&~'6dd49f05-e355-45ad-9371-a8b49944851c'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'LA'~&~	~&~'a62bd17a-8712-4420-9b1c-18041c7023a2'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'LE'~&~	~&~'f1a5c90e-8dcf-42b4-b991-1208659575fe'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'LF'~&~	~&~'5cf985f0-7599-477f-a70c-cb1f28248b7d'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'LI'~&~	~&~'d62d2fab-c2fc-4a06-b283-2011ccf7c1f9'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'LR'~&~	~&~'e53c6c0e-6b6a-4279-9771-eeb2a6bf64e2'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'UC'~&~	~&~'cee09903-d365-4b08-b6d5-5fd70b156c6f'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'UF'~&~	~&~'0ff0a08f-ebc0-4327-aa72-c865d366f05b'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BL'~&~	~&~'UO'~&~	~&~'66de1201-c3d9-4762-b677-1489d9784b50'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'AM'~&~	~&~'70f86618-a7cc-4921-b5a4-846a1fe28b22'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BD'~&~	~&~'5bf6a95d-ab18-4071-afbd-71e626e50356'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BF'~&~	~&~'84084426-5be3-4cc8-8bd1-f10f7cbd3faa'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BI'~&~	~&~'250c9d14-22a5-480f-812a-17dbe906deff'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BR'~&~	~&~'ce025fef-26aa-4500-9a3f-dae8888277c0'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BX'~&~	~&~'ec4ad283-c064-4313-a846-d94ff61224c5'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'BY'~&~	~&~'a2fa725e-a054-4711-837f-2b95529be227'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'C1'~&~	~&~'fe9dda03-3473-4018-8ae2-fd8d766e1358'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'C2'~&~	~&~'e021bb71-5d6f-4465-b992-8d73a46a1dfe'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'CF'~&~	~&~'90d031a7-fb38-4d1f-9f0e-e483c1292f1e'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'EA'~&~	~&~'CL'~&~	~&~'38c50cc8-9006-43ea-8e1c-4eb80707311e'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
