HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_SUB_TYPE_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CPTLZTN_FOBJ_CD::VARCHAR~&~	~&~ACCUM_DEPR_FOBJ_CD::VARCHAR~&~	~&~DEPR_EXP_FOBJ_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'CM'~&~	~&~'D6FB8D85-9D4A-7479-7E0A-7D1D2BFF1F65'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'CO'~&~	~&~'50C603E9-487A-9A64-9607-310D8DC813BD'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'CP'~&~	~&~'2918D404-6990-C706-FD20-C5A272223F80'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'ES'~&~	~&~'21375329-C792-5446-81C3-A8AE7FE5947E'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'IF'~&~	~&~'ADE9B8B6-C300-F352-6FF2-2751C3D1A2A1'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'LA'~&~	~&~'5DB105C9-5EA8-968F-4730-319D2EC0A34F'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'LE'~&~	~&~'F214896B-9889-0A57-703A-D73E4D03EBB1'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'LF'~&~	~&~'418B5D01-359C-B51D-8860-43A63B82B56F'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'LI'~&~	~&~'EB3D7FF1-5AA4-E2E0-4B66-C379AA914E49'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'LR'~&~	~&~'076566EC-8DB9-3A6A-55F8-EB777F1DB670'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'UC'~&~	~&~'90B4E1DD-644E-7073-F4E6-E741ABCDC1F2'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'UF'~&~	~&~'26967BA3-0026-6E44-E5B1-A3A1607DD499'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SB'~&~	~&~'UO'~&~	~&~'5F895EE5-EC32-F7F1-B42E-D9277E3945D8'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'AM'~&~	~&~'16E0A09C-8FC5-3528-C97B-61561AC299C4'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BD'~&~	~&~'56C302CC-AB93-264C-4660-5C95E7B1D9C9'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BF'~&~	~&~'EADFC5A9-AF68-0724-A697-A7CF37AA204B'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BI'~&~	~&~'7D4E87B8-B187-70CD-FEB3-443823B120FD'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BR'~&~	~&~'414E94E5-5867-71A0-7BF1-80F79D63FCC4'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BX'~&~	~&~'75A78D11-6F5B-1D24-0684-F99FD0A1AF5A'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'BY'~&~	~&~'6C59D35C-FD5D-3115-1AE8-E29BF06C8673'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'C1'~&~	~&~'2D4836A6-4104-F2D7-C890-127F3D2D078F'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'C2'~&~	~&~'3D47FC71-3BF6-20A6-E227-D952D239C8BE'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'CF'~&~	~&~'98124271-A55A-CF31-F382-E3A0227CE68E'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'CL'~&~	~&~'16E32D7F-7D4B-DAE7-26CA-A3CC909EEAFB'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'CM'~&~	~&~'5729369C-E5C2-9573-5E90-45E1999C367B'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'CO'~&~	~&~'6973D7BE-0149-8C6E-EB66-10A082D66918'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'CP'~&~	~&~'3B9C83EF-609A-F919-9976-6983C1E77A9B'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'ES'~&~	~&~'23E7A5FA-7458-380E-E640-5652B6BDD629'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'IF'~&~	~&~'89052F2E-80D2-B084-B1F6-3FF0C99C61C9'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'LA'~&~	~&~'22EEFB7F-2663-D094-3663-FDF3B6AB4AD6'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'LE'~&~	~&~'873BCE6E-C2B9-5565-F14D-2937A5F7000D'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'LF'~&~	~&~'535FAD4D-AA3F-1506-CF2C-919CB9C64DD5'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'LI'~&~	~&~'D6634D0A-24D7-38C0-5D54-070DD45B9AC4'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'LR'~&~	~&~'EC7CE130-801D-F830-07E8-C6F376CD082A'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'UC'~&~	~&~'973912C1-8C6E-DC68-7E61-2D275189AA05'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'UF'~&~	~&~'193390AA-5351-68E1-0534-DB5A3DE19067'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'SE'~&~	~&~'UO'~&~	~&~'77B74153-C28D-8B9B-A78B-29CE16D252D3'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'AM'~&~	~&~'3538239B-5739-8551-E248-8D441B9BA281'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'BD'~&~	~&~'8E09B38F-99DD-6480-4E64-8240C583F9CA'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'BF'~&~	~&~'05C7D35B-5CAD-0AA5-79C6-4C690677EF6A'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'BI'~&~	~&~'C0A25D40-F426-6531-806D-126FB335B3F7'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'BR'~&~	~&~'1E97EA9C-455F-A344-3E1B-C7B35D8CE04B'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'BY'~&~	~&~'5B8D412E-EC81-C5CA-B818-F12B7255B464'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'C1'~&~	~&~'CD96A5B2-E59D-3F65-1F73-99D1D8F2BE73'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'C2'~&~	~&~'92EBF855-2F1B-3557-0C81-0F1AE240F4DE'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'CF'~&~	~&~'B8E07BBD-05FB-CDC5-E4D8-B2396591FA41'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'CL'~&~	~&~'45C27A6E-C561-9030-F52C-BD8736F4BF3D'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'CM'~&~	~&~'D49941DC-A566-25F6-0D89-BCE401D42D17'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'CO'~&~	~&~'46D30E56-4CA3-1B20-D360-6AD542595E06'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'CP'~&~	~&~'6331DB31-238C-97DD-9F60-DFC4D80B058B'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'ES'~&~	~&~'1F3315FD-8045-087D-07CE-E71CF0D6A451'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'IF'~&~	~&~'33FA9275-FAE9-40A5-CA71-14A846BFF738'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'LA'~&~	~&~'90A7A0A2-0381-3E49-6CF2-4073B7B3CFB7'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'LE'~&~	~&~'295C4ADC-9491-740F-7862-D95365EE91E9'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'LF'~&~	~&~'660739D5-68B0-E4DD-C137-CE0714494FD5'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'LI'~&~	~&~'446C2122-C4BC-8332-3007-DFA16C2AB8E6'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'LR'~&~	~&~'0CA71A8C-CDD2-B612-33C8-5BFF09A41D81'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'UC'~&~	~&~'29BEDD6B-31D1-94CE-27F7-0A1782239906'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'UF'~&~	~&~'EF858E02-A0F3-CDED-F25B-579AD8CB60FA'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'UA'~&~	~&~'UO'~&~	~&~'A8934412-BB2D-2CEB-16FC-366404601D51'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'AM'~&~	~&~'f1deb4c7-425d-4901-b457-369967f78b2e'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'BD'~&~	~&~'9854dd44-9636-4d20-89f0-ea065768cc98'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'BF'~&~	~&~'2eb04871-064d-4ee4-819f-0a037a6ad924'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'BI'~&~	~&~'1293e37a-e5ad-4e54-9010-aa171ffba3bd'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'BR'~&~	~&~'f930ab49-26e8-4370-a679-530000232a95'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'BY'~&~	~&~'e6232c11-7282-4b7d-9ea7-f70de5a2eb6a'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'C1'~&~	~&~'c883f704-22bc-4f5b-a9cb-6cdec5482cdd'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'C2'~&~	~&~'adde954d-c948-4909-b339-3a4a8a75a065'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'CF'~&~	~&~'dba97022-829b-48cd-bc76-4be78961b08e'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'CL'~&~	~&~'25bf8f7c-807f-47fb-878e-8bee23985cf5'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'CM'~&~	~&~'e7f63ee6-618e-4da8-8a68-25c508d84217'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'CO'~&~	~&~'4193317d-db67-4126-9a2b-12e7c2e3daf2'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'CP'~&~	~&~'97901110-28e7-4b16-aa6a-c73d19de1c3b'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'ES'~&~	~&~'cafdd3bc-6b1e-42da-9d03-0e499e2ae68f'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'IF'~&~	~&~'0c49f78d-8f82-4cdd-910e-1b01053d635b'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'LA'~&~	~&~'cbf55c49-1b6a-43de-ada7-6f25a8868bea'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'LE'~&~	~&~'977e419c-f7b6-4239-9c0a-f7cd67495f8a'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'LF'~&~	~&~'24b07c99-8351-4450-8bc6-947f92c0b412'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'LI'~&~	~&~'5f86e206-7a13-43f3-8607-490a67d91463'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'LR'~&~	~&~'35db34c5-f068-4c27-820f-b38bd3403eec'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'NA'~&~	~&~'93d15a7d-bacb-4cf8-8e00-576ccab34456'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'UC'~&~	~&~'4cddf4c1-adf1-4232-a986-d451705c869c'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'UF'~&~	~&~'f1f7bd4e-4c06-4a9a-ae44-3ccfd8fb357a'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BA'~&~	~&~'UO'~&~	~&~'74e26150-6cb6-4cfd-a5ae-7c7e445eb8f0'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'AM'~&~	~&~'bc49b05c-c423-49e2-8a50-0efa538cf36d'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BD'~&~	~&~'23c9d6d1-5fed-44a7-b96b-0f7bca8713cc'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BF'~&~	~&~'2dcf551a-9ec7-43a1-9a75-9a4cd8f8d910'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'0a274fdc-88fc-4e37-8848-06c48aa4876e'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BR'~&~	~&~'d24e7fe4-b556-430c-9005-0fd355ba8c68'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BX'~&~	~&~'3969013d-1307-4658-9edb-213296f60ee8'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'BY'~&~	~&~'b1e67c05-9faa-4336-8561-79934f817aec'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'C1'~&~	~&~'b4518152-4e8b-4931-a99e-58eed1d70c52'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'C2'~&~	~&~'33a53004-c805-4c80-bc32-ce2352ff3597'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'CF'~&~	~&~'7bcc1d58-adfb-4481-a5bb-2d1f38c789bf'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'CL'~&~	~&~'ed353d1f-b2ac-4c9b-90da-2e32d9388fe7'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'CM'~&~	~&~'6c867842-2dd3-496f-b22f-939d8b5e596f'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'CO'~&~	~&~'d4e1fd15-e3fe-4212-9de0-d61f92201352'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'BL'~&~	~&~'CP'~&~	~&~'03416469-2fcd-49ae-be98-1fe8baa25559'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
