HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~A21_LBR_RPT_NBR::VARCHAR~&~	~&~LBR_RPT_POSOBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2018'~&~	~&~'B02'~&~	~&~'CL'~&~	~&~'88412cb7-5b6a-4f1b-b731-36d8fa24afe9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'B02'~&~	~&~'HO'~&~	~&~'0f9f4a06-cf5e-4a86-a0de-7a2efc313cbf'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'B03'~&~	~&~'CL'~&~	~&~'86b54dfe-128a-480e-90bb-92e1cbea4598'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'B03'~&~	~&~'HO'~&~	~&~'2db4a105-e4f1-48ec-a93d-1cfb4294830f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'B04'~&~	~&~'CL'~&~	~&~'d8d08bb6-f0d7-492e-9ae4-4c8ffb7e13e8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'B04'~&~	~&~'HO'~&~	~&~'00922605-d321-426e-a4ef-04f44af7b504'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'M01'~&~	~&~'AC'~&~	~&~'c3246aa4-ea46-497d-b1a0-6215e1abf84f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'M01'~&~	~&~'PA'~&~	~&~'cb71794e-8ead-4bdc-abba-c6381987c541'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'M02'~&~	~&~'AC'~&~	~&~'0c3e3504-bea3-48b6-ae5c-8d8553560b37'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'M02'~&~	~&~'PA'~&~	~&~'77e65b72-4185-4718-90b3-dbae26157b99'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'A02'~&~	~&~'AC'~&~	~&~'4df35236-f4f5-42e1-a0c3-149715ee615a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B01'~&~	~&~'CL'~&~	~&~'0e6bc795-8ae3-4c4b-8cd2-04d208a4ae70'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B01'~&~	~&~'HO'~&~	~&~'3729d8a2-7081-4586-8df9-cce7a41564be'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B02'~&~	~&~'CL'~&~	~&~'2a29c7aa-9e35-400d-a2e3-e3b5499fbb34'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B02'~&~	~&~'HO'~&~	~&~'31a74483-cbee-4170-b8a0-d95e3c011b76'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B03'~&~	~&~'CL'~&~	~&~'ba6b382b-4a99-416b-9368-286c219d442e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B03'~&~	~&~'HO'~&~	~&~'0fe40c1e-69fb-4f96-ae44-514019b7ae98'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B04'~&~	~&~'CL'~&~	~&~'40112c51-a5a7-43cb-8174-1ac9d2e738a5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'B04'~&~	~&~'HO'~&~	~&~'5205b9ad-a754-4c13-a5bf-cf9d122b9994'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'M01'~&~	~&~'AC'~&~	~&~'7ebea2a1-3faf-4462-87dd-4b2f017a4f21'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'M01'~&~	~&~'PA'~&~	~&~'7d91c237-502b-4298-bfad-10c025383ee4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'M02'~&~	~&~'AC'~&~	~&~'b1abc1fd-9df5-46b2-9c6f-3dcaae4965ad'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'M02'~&~	~&~'PA'~&~	~&~'25619945-814d-4372-94f9-e4ab3f2914f0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'A02'~&~	~&~'AC'~&~	~&~'8b058877-a897-4b9f-ac6d-6a449d373a53'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B01'~&~	~&~'CL'~&~	~&~'7af2d6df-c69e-4e29-94d2-ed5c807338f9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B01'~&~	~&~'HO'~&~	~&~'7e724d7b-8471-4987-8251-f696ef70b0c4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B02'~&~	~&~'CL'~&~	~&~'9808aa64-ce8f-4be1-94f2-b19620f90d8f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B02'~&~	~&~'HO'~&~	~&~'6e20519b-ebd1-4b2f-a49c-46619cddab0a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B03'~&~	~&~'CL'~&~	~&~'1c00903d-b751-4128-a52e-fe8c90ce6fda'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B03'~&~	~&~'HO'~&~	~&~'d50362da-c3ca-4082-9822-b1d1f8b5d068'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B04'~&~	~&~'CL'~&~	~&~'d1b3a6c1-885d-4add-8825-3335ae96fae0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'B04'~&~	~&~'HO'~&~	~&~'342d9b51-9759-48df-a669-330bf58abb7c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'M01'~&~	~&~'AC'~&~	~&~'37490b1d-3cd4-4ccf-83aa-192dbb915e68'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'M01'~&~	~&~'PA'~&~	~&~'02009ae2-65bf-4a2f-8aae-5acef1127dd7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'M02'~&~	~&~'AC'~&~	~&~'dd59e634-231e-4a8a-b45e-0da08b84c299'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'M02'~&~	~&~'PA'~&~	~&~'bbd161e4-1702-4342-8e0a-0908d93b69d4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'A02'~&~	~&~'AC'~&~	~&~'af68feae-d989-4bc2-849a-f7629f99cfd0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B01'~&~	~&~'CL'~&~	~&~'e12e9ff9-f615-4473-a3e4-ea72a8d222ff'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B01'~&~	~&~'HO'~&~	~&~'4ad98796-bdf2-49ab-8c5d-8252b02536b4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B02'~&~	~&~'CL'~&~	~&~'9e144be5-d354-4173-8e2b-1a22bedff46e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B02'~&~	~&~'HO'~&~	~&~'a3561285-2281-428c-8ef4-e4f83da4f3a9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B03'~&~	~&~'CL'~&~	~&~'45ed1759-1422-4092-976e-161fce00449c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B03'~&~	~&~'HO'~&~	~&~'7d5fd210-4271-4ba1-a2a2-4e9107d3aa00'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B04'~&~	~&~'CL'~&~	~&~'4b60f7c8-b47e-4578-8fa9-74c792dbc675'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'B04'~&~	~&~'HO'~&~	~&~'108bbed5-0bc9-48ec-a97d-b25232b23a23'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'M01'~&~	~&~'AC'~&~	~&~'387b8062-a968-4925-a032-0a301fea4a6a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'M01'~&~	~&~'PA'~&~	~&~'48d834ce-fbeb-46df-8bc8-723eccca022f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'M02'~&~	~&~'AC'~&~	~&~'627f8739-bcc7-45bd-9b27-7a4f7b0ed040'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'M02'~&~	~&~'PA'~&~	~&~'5a126a75-6c37-41aa-938b-0e54a0e7ea1d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
