HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~A21_LBR_RPT_TYP_CD::VARCHAR~&~	~&~ERNCD::VARCHAR~&~	~&~PAYGROUP::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'2cf58082-a1a2-4da7-8fa9-1db6b0ae86b9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'f43ef2e0-d07b-4834-8f2e-44d40a586936'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'f6cdf2a6-1d4e-4bea-98f3-85331dde6018'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'8bd11ae5-f314-440d-a975-0fd3953f2258'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'78ccf9f6-5d83-4160-b5e2-7a4bb2660fdc'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'d53418f9-2e91-4f8e-8fdb-56d9f8819cb6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'94dc5eb5-48c0-4f4e-8c50-d5ac4dbb2bca'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'a9783904-690e-4b3e-bad7-5042b801bbc5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'8da95f60-8235-4257-9e34-26ed06a96386'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'4c14c306-30f3-424a-9331-46b9e7e52675'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'8197c01a-cc73-4dde-a432-a223e82ddb43'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'44004126-d360-4584-b1bd-fa472fd75b15'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'357a95b5-ebc8-4d90-a050-10e67758eea3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'bed8b268-1aab-4d6a-82a7-0bcb92496a07'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'8503c9a5-f5ba-4b4c-a6bc-da0b82f5d922'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'5f5dedcc-e00f-46ce-886f-e6de21176d1f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'1b4a3a12-3e6e-4374-8c80-bb4f11af3db7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'d6fd38fc-cdba-4939-b656-e986e4aaf546'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'edfec2b1-2e22-41bb-973f-049735c654a5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'bc4c4b0d-430e-41aa-b282-6ab233149de3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'ed78492b-efcf-423e-b648-d5c077951f52'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'1c1f650a-b566-4856-8f6f-7ed99da5b82f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'26e5b8c8-3d54-47f6-84ef-b08045ec823e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'6772c5c2-2f37-4338-a30e-78f145fb19c4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'ea43f6ad-cf4f-416e-96bb-3eccc7cad0c0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'adb01522-ca61-453a-a08a-8d1637f33e2f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'b5be6868-3109-4eda-8a48-d469259da93c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'b53a5b59-eec9-45a4-bd28-8e2769a16bef'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'1d86e5ab-9172-4c4a-ab1f-90b59265f383'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'ef856705-1e74-42a6-bb97-03f5817476de'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'6de6e507-c523-4f23-a66e-a4924b5a8934'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'0e54ce8a-1265-4cd3-9d88-e79ae01add54'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'b8067d50-733c-42f7-8293-5817ec126791'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'067d99c7-c30d-4a8b-8a82-875e18683beb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'c36c24d8-85cf-4bc2-912a-188342abd4d9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'1c91b99f-9d2b-4f93-a893-663292592263'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'4a3b3642-f0ac-4543-9594-bad14be45d33'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'79cb6eda-9167-498f-8773-49b1f68667e9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'81a6a0c4-a679-4df0-9108-91dc58c53008'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'17edbb86-5d5c-4140-9870-8abe46d31c5f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'eacc6285-ebe7-4563-9117-2afaf3b7e95b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'6fcb7fe6-7638-4a3a-953b-44cd8e08025e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'99150e00-9dec-4c4a-934c-ca966de49042'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'90e2861e-e159-40b3-bea7-42642bbf8868'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'e6b686e8-7255-4904-9e3e-6e9f4d003be9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'704d4bbb-dfdb-4c67-8a93-2beadea5ab19'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'20a5aae9-166f-4ecf-9198-6470b0db9054'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'fb8a4953-9569-42eb-80bc-37354f3338e0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'e722b74c-caf5-48a9-9792-1eaf99ca23fa'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'4c6ca2f7-7d32-4f46-9376-7922b7f328b4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'37e26bb5-82a7-4f89-9399-2336d384e5a5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'46842663-25e3-454e-9493-60b804875bc6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'1cd0a847-afa1-400a-80b1-1755730e719c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'42cd4f5c-7cee-43d9-af9e-4e71f5e22b72'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'d1056469-ce48-44d6-993d-1c4661858dfe'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'db21d848-6b45-412c-8d08-66ce2086be0c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'ee43420a-2d89-4768-a82e-e982c6adf314'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'c5d33d7d-1ec5-4fb0-99bd-33dce0baac09'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'39e7be38-d48d-42e8-ba59-cef012b90609'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'a12e998f-c269-4a77-b01c-54f0e05d8dfd'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'3c232d4f-9604-4d2f-8675-e063621d8e56'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'00c9de4a-abbc-4772-9e8b-0b428bc3ac98'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'555b87bf-42f9-4746-89c9-36c1ef98ccd1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'db632519-0171-4bdd-b9b3-176d1b071e76'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'44e99772-3dd4-4bf6-b8b4-e3414da05aa1'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'afce0811-d264-44fa-b750-cafbba473b4c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'0a2abf74-b474-4e23-8117-67910c944b60'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'0a5abc60-6ef3-458b-be3f-8567367f5904'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'d07e09ca-856e-4766-9428-8597d7bb4c07'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'7ccf7195-3aad-4331-b111-26e238e9d7ce'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'cff3bde3-3523-4e77-983d-c35c604dda85'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'48b1413b-62ff-4fa6-becc-b1f3aca07156'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'924d783f-8c08-4e85-8da3-b90f85270dbb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'ec43678e-ec7b-4a83-98d4-26822b84b5b2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'37941aff-0ce8-4fc3-8a4f-204fc759648e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'80bbbcdf-b641-4782-81b6-0a5ce418fa5e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'d12e1552-5a72-4c28-b1c0-f1af7e0af143'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'d837be47-f8e3-46a1-829a-4319cbbe245e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'f5ae9ed1-2cae-442e-aa30-18e8ff68b2ad'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'182ec031-5e34-4efa-9238-c9fb17989263'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'51d1b460-0c37-4b0e-a142-c190859a76d7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'0b543db4-8508-44ac-814c-79067a24a2d8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'862c5d52-b376-43d5-8f06-1bd97d1eda6f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'df253377-e28e-413a-957b-e11764608699'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'fdfa9e60-7e69-4010-ae25-dbdbb6565b32'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'eacf6caf-88a0-4771-a542-1ddf8107cb5f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'10'~&~	~&~'REG'~&~	~&~'S10'~&~	~&~'fedc7e85-33e0-433f-b891-46a48f00943d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'10'~&~	~&~'RGA'~&~	~&~'A10'~&~	~&~'e024cd0a-2366-4bf2-8745-f4d5b890eb4e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'10'~&~	~&~'RGS'~&~	~&~'AS0'~&~	~&~'f05917c4-06d1-4eef-ab05-3a959608ff78'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'12'~&~	~&~'REG'~&~	~&~'S12'~&~	~&~'15b7c4bd-a4b3-4ec2-972d-66a0359150c9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'12'~&~	~&~'RGA'~&~	~&~'A12'~&~	~&~'82801ce0-0b7e-4678-a785-15cdaff199f4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'12'~&~	~&~'RGR'~&~	~&~'RES'~&~	~&~'e5cf55fd-606a-4148-b755-656538e1c23c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'12'~&~	~&~'RGS'~&~	~&~'AS2'~&~	~&~'cee1d9a0-a38e-4d4e-9254-845176bf66e0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'OCC'~&~	~&~'HRX'~&~	~&~'793f4aa8-8eff-4790-9dd5-825e0d1cc02a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RAO'~&~	~&~'AOE'~&~	~&~'e0b09123-f9c0-45c0-ae3f-7c8bff5487d8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGA'~&~	~&~'SUM'~&~	~&~'cc39512b-a2e0-4f30-80b9-dd88b09ad9c8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRA'~&~	~&~'41d8f9a8-8925-445f-baa5-be918f56526c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGH'~&~	~&~'HRR'~&~	~&~'495c83b5-e820-4d13-8bd4-be4ac7b3a78b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGN'~&~	~&~'BW1'~&~	~&~'ad3d89df-25ea-464e-92c5-8ba10855dd12'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGP'~&~	~&~'HRP'~&~	~&~'3969e376-7e50-4e4b-9d02-c6e3815d6031'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RGW'~&~	~&~'HRW'~&~	~&~'dd4209c2-aea8-41e0-bf44-63c0ef5e869e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BI'~&~	~&~'RMO'~&~	~&~'SMO'~&~	~&~'28e25397-0535-4f23-974e-405a6468ad8a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~]RECORD
