HEADER[~&~	~&~ROLE_PERM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROLE_ID::VARCHAR~&~	~&~PERM_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'KFS268'~&~	~&~'KFS268'~&~	~&~'1'~&~	~&~'40'~&~	~&~'207'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS27'~&~	~&~'KFS27'~&~	~&~'1'~&~	~&~'46'~&~	~&~'25'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS270'~&~	~&~'KFS270'~&~	~&~'1'~&~	~&~'50'~&~	~&~'209'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS271'~&~	~&~'KFS271'~&~	~&~'1'~&~	~&~'70'~&~	~&~'210'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS272'~&~	~&~'KFS272'~&~	~&~'1'~&~	~&~'70'~&~	~&~'211'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS273'~&~	~&~'KFS273'~&~	~&~'1'~&~	~&~'15'~&~	~&~'212'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS28'~&~	~&~'KFS28'~&~	~&~'1'~&~	~&~'5'~&~	~&~'26'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS280'~&~	~&~'KFS280'~&~	~&~'1'~&~	~&~'22'~&~	~&~'217'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS284'~&~	~&~'KFS284'~&~	~&~'1'~&~	~&~'16'~&~	~&~'220'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS29'~&~	~&~'KFS29'~&~	~&~'1'~&~	~&~'34'~&~	~&~'27'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS296'~&~	~&~'KFS296'~&~	~&~'1'~&~	~&~'38'~&~	~&~'230'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS299'~&~	~&~'KFS299'~&~	~&~'1'~&~	~&~'44'~&~	~&~'233'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS3'~&~	~&~'KFS3'~&~	~&~'1'~&~	~&~'2'~&~	~&~'3'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS30'~&~	~&~'KFS30'~&~	~&~'1'~&~	~&~'46'~&~	~&~'27'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS300'~&~	~&~'KFS300'~&~	~&~'1'~&~	~&~'19'~&~	~&~'234'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS301'~&~	~&~'KFS301'~&~	~&~'1'~&~	~&~'45'~&~	~&~'235'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS302'~&~	~&~'KFS302'~&~	~&~'1'~&~	~&~'19'~&~	~&~'236'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS304'~&~	~&~'KFS304'~&~	~&~'1'~&~	~&~'54'~&~	~&~'52'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS305'~&~	~&~'KFS305'~&~	~&~'1'~&~	~&~'66'~&~	~&~'239'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS306'~&~	~&~'KFS306'~&~	~&~'1'~&~	~&~'66'~&~	~&~'240'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS307'~&~	~&~'KFS307'~&~	~&~'1'~&~	~&~'66'~&~	~&~'241'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS308'~&~	~&~'KFS308'~&~	~&~'1'~&~	~&~'66'~&~	~&~'242'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS309'~&~	~&~'KFS309'~&~	~&~'1'~&~	~&~'66'~&~	~&~'243'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS31'~&~	~&~'KFS31'~&~	~&~'1'~&~	~&~'35'~&~	~&~'28'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS310'~&~	~&~'KFS310'~&~	~&~'1'~&~	~&~'66'~&~	~&~'244'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS311'~&~	~&~'KFS311'~&~	~&~'1'~&~	~&~'66'~&~	~&~'238'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS312'~&~	~&~'KFS312'~&~	~&~'1'~&~	~&~'2'~&~	~&~'245'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS313'~&~	~&~'KFS313'~&~	~&~'1'~&~	~&~'62'~&~	~&~'245'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS314'~&~	~&~'KFS314'~&~	~&~'1'~&~	~&~'2'~&~	~&~'246'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS315'~&~	~&~'KFS315'~&~	~&~'1'~&~	~&~'62'~&~	~&~'246'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS316'~&~	~&~'KFS316'~&~	~&~'1'~&~	~&~'45'~&~	~&~'73'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS318'~&~	~&~'KFS318'~&~	~&~'1'~&~	~&~'4'~&~	~&~'248'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS319'~&~	~&~'KFS319'~&~	~&~'1'~&~	~&~'2'~&~	~&~'249'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS32'~&~	~&~'KFS32'~&~	~&~'1'~&~	~&~'35'~&~	~&~'29'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS320'~&~	~&~'KFS320'~&~	~&~'1'~&~	~&~'6'~&~	~&~'250'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS321'~&~	~&~'KFS321'~&~	~&~'1'~&~	~&~'41'~&~	~&~'212'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS33'~&~	~&~'KFS33'~&~	~&~'1'~&~	~&~'46'~&~	~&~'29'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS36'~&~	~&~'KFS36'~&~	~&~'1'~&~	~&~'34'~&~	~&~'32'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS37'~&~	~&~'KFS37'~&~	~&~'1'~&~	~&~'34'~&~	~&~'33'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS38'~&~	~&~'KFS38'~&~	~&~'1'~&~	~&~'34'~&~	~&~'34'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS39'~&~	~&~'KFS39'~&~	~&~'1'~&~	~&~'34'~&~	~&~'35'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS40'~&~	~&~'KFS40'~&~	~&~'1'~&~	~&~'46'~&~	~&~'35'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS41'~&~	~&~'KFS41'~&~	~&~'1'~&~	~&~'34'~&~	~&~'36'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS42'~&~	~&~'KFS42'~&~	~&~'1'~&~	~&~'46'~&~	~&~'36'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS43'~&~	~&~'KFS43'~&~	~&~'1'~&~	~&~'34'~&~	~&~'37'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS44'~&~	~&~'KFS44'~&~	~&~'1'~&~	~&~'46'~&~	~&~'37'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS45'~&~	~&~'KFS45'~&~	~&~'1'~&~	~&~'34'~&~	~&~'38'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS46'~&~	~&~'KFS46'~&~	~&~'1'~&~	~&~'46'~&~	~&~'38'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS47'~&~	~&~'KFS47'~&~	~&~'1'~&~	~&~'34'~&~	~&~'39'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS48'~&~	~&~'KFS48'~&~	~&~'1'~&~	~&~'46'~&~	~&~'39'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS49'~&~	~&~'KFS49'~&~	~&~'1'~&~	~&~'34'~&~	~&~'40'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS5'~&~	~&~'KFS5'~&~	~&~'1'~&~	~&~'4'~&~	~&~'5'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50'~&~	~&~'KFS50'~&~	~&~'1'~&~	~&~'46'~&~	~&~'40'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-2'~&~	~&~'KFS50-2'~&~	~&~'1'~&~	~&~'54'~&~	~&~'820'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-3'~&~	~&~'KFS50-3'~&~	~&~'1'~&~	~&~'32'~&~	~&~'820'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-4'~&~	~&~'KFS50-4'~&~	~&~'1'~&~	~&~'54'~&~	~&~'819'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-5'~&~	~&~'KFS50-5'~&~	~&~'1'~&~	~&~'32'~&~	~&~'819'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-6'~&~	~&~'KFS50-6'~&~	~&~'1'~&~	~&~'54'~&~	~&~'821'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS50-7'~&~	~&~'KFS50-7'~&~	~&~'1'~&~	~&~'32'~&~	~&~'821'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS508'~&~	~&~'KFS508'~&~	~&~'1'~&~	~&~'82'~&~	~&~'256'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS509'~&~	~&~'KFS509'~&~	~&~'1'~&~	~&~'54'~&~	~&~'257'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS510'~&~	~&~'KFS510'~&~	~&~'1'~&~	~&~'32'~&~	~&~'257'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS511'~&~	~&~'KFS511'~&~	~&~'1'~&~	~&~'22'~&~	~&~'258'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS513'~&~	~&~'KFS513'~&~	~&~'1'~&~	~&~'22'~&~	~&~'260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS514'~&~	~&~'KFS514'~&~	~&~'1'~&~	~&~'26'~&~	~&~'260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS518'~&~	~&~'KFS518'~&~	~&~'1'~&~	~&~'44'~&~	~&~'263'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS524'~&~	~&~'KFS524'~&~	~&~'1'~&~	~&~'22'~&~	~&~'268'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS525'~&~	~&~'KFS525'~&~	~&~'1'~&~	~&~'59'~&~	~&~'268'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS526'~&~	~&~'KFS526'~&~	~&~'1'~&~	~&~'84'~&~	~&~'269'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS527'~&~	~&~'KFS527'~&~	~&~'1'~&~	~&~'26'~&~	~&~'270'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS528'~&~	~&~'KFS528'~&~	~&~'1'~&~	~&~'30'~&~	~&~'271'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS529'~&~	~&~'KFS529'~&~	~&~'1'~&~	~&~'16'~&~	~&~'271'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS53'~&~	~&~'KFS53'~&~	~&~'1'~&~	~&~'5'~&~	~&~'42'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS530'~&~	~&~'KFS530'~&~	~&~'1'~&~	~&~'26'~&~	~&~'272'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS531'~&~	~&~'KFS531'~&~	~&~'1'~&~	~&~'89'~&~	~&~'272'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS532'~&~	~&~'KFS532'~&~	~&~'1'~&~	~&~'26'~&~	~&~'273'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS533'~&~	~&~'KFS533'~&~	~&~'1'~&~	~&~'26'~&~	~&~'274'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS534'~&~	~&~'KFS534'~&~	~&~'1'~&~	~&~'47'~&~	~&~'275'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS535'~&~	~&~'KFS535'~&~	~&~'1'~&~	~&~'59'~&~	~&~'276'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS536'~&~	~&~'KFS536'~&~	~&~'1'~&~	~&~'86'~&~	~&~'277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS537'~&~	~&~'KFS537'~&~	~&~'1'~&~	~&~'29'~&~	~&~'277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS539'~&~	~&~'KFS539'~&~	~&~'1'~&~	~&~'60'~&~	~&~'279'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS54'~&~	~&~'KFS54'~&~	~&~'1'~&~	~&~'35'~&~	~&~'43'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS540'~&~	~&~'KFS540'~&~	~&~'1'~&~	~&~'66'~&~	~&~'280'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS541'~&~	~&~'KFS541'~&~	~&~'1'~&~	~&~'66'~&~	~&~'281'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS542'~&~	~&~'KFS542'~&~	~&~'1'~&~	~&~'29'~&~	~&~'282'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS543'~&~	~&~'KFS543'~&~	~&~'1'~&~	~&~'22'~&~	~&~'283'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS544'~&~	~&~'KFS544'~&~	~&~'1'~&~	~&~'26'~&~	~&~'284'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS545'~&~	~&~'KFS545'~&~	~&~'1'~&~	~&~'20'~&~	~&~'285'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS546'~&~	~&~'KFS546'~&~	~&~'1'~&~	~&~'22'~&~	~&~'286'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS547'~&~	~&~'KFS547'~&~	~&~'1'~&~	~&~'59'~&~	~&~'286'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS549'~&~	~&~'KFS549'~&~	~&~'1'~&~	~&~'54'~&~	~&~'287'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS55'~&~	~&~'KFS55'~&~	~&~'1'~&~	~&~'5'~&~	~&~'43'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS551'~&~	~&~'KFS551'~&~	~&~'1'~&~	~&~'60'~&~	~&~'101'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS554'~&~	~&~'KFS554'~&~	~&~'1'~&~	~&~'22'~&~	~&~'291'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS555'~&~	~&~'KFS555'~&~	~&~'1'~&~	~&~'62'~&~	~&~'136'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS556'~&~	~&~'KFS556'~&~	~&~'1'~&~	~&~'22'~&~	~&~'292'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS557'~&~	~&~'KFS557'~&~	~&~'1'~&~	~&~'22'~&~	~&~'293'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS558'~&~	~&~'KFS558'~&~	~&~'1'~&~	~&~'29'~&~	~&~'294'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS559'~&~	~&~'KFS559'~&~	~&~'1'~&~	~&~'86'~&~	~&~'294'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS56'~&~	~&~'KFS56'~&~	~&~'1'~&~	~&~'35'~&~	~&~'44'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS563'~&~	~&~'KFS563'~&~	~&~'1'~&~	~&~'44'~&~	~&~'149'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS565'~&~	~&~'KFS565'~&~	~&~'1'~&~	~&~'44'~&~	~&~'298'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS567'~&~	~&~'KFS567'~&~	~&~'1'~&~	~&~'44'~&~	~&~'299'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS57'~&~	~&~'KFS57'~&~	~&~'1'~&~	~&~'5'~&~	~&~'44'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS571'~&~	~&~'KFS571'~&~	~&~'1'~&~	~&~'54'~&~	~&~'301'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS572'~&~	~&~'KFS572'~&~	~&~'1'~&~	~&~'62'~&~	~&~'302'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS573'~&~	~&~'KFS573'~&~	~&~'1'~&~	~&~'35'~&~	~&~'21'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS574'~&~	~&~'KFS574'~&~	~&~'1'~&~	~&~'35'~&~	~&~'26'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS575'~&~	~&~'KFS575'~&~	~&~'1'~&~	~&~'35'~&~	~&~'303'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS576'~&~	~&~'KFS576'~&~	~&~'1'~&~	~&~'35'~&~	~&~'304'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS577'~&~	~&~'KFS577'~&~	~&~'1'~&~	~&~'2'~&~	~&~'305'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS579'~&~	~&~'KFS579'~&~	~&~'1'~&~	~&~'44'~&~	~&~'306'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS580'~&~	~&~'KFS580'~&~	~&~'1'~&~	~&~'66'~&~	~&~'328'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS581'~&~	~&~'KFS581'~&~	~&~'1'~&~	~&~'66'~&~	~&~'308'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS594'~&~	~&~'KFS594'~&~	~&~'1'~&~	~&~'26'~&~	~&~'313'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS595'~&~	~&~'KFS595'~&~	~&~'1'~&~	~&~'26'~&~	~&~'314'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS596'~&~	~&~'KFS596'~&~	~&~'1'~&~	~&~'26'~&~	~&~'315'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS597'~&~	~&~'KFS597'~&~	~&~'1'~&~	~&~'26'~&~	~&~'316'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS598'~&~	~&~'KFS598'~&~	~&~'1'~&~	~&~'26'~&~	~&~'317'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS599'~&~	~&~'KFS599'~&~	~&~'1'~&~	~&~'26'~&~	~&~'318'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS6'~&~	~&~'KFS6'~&~	~&~'1'~&~	~&~'4'~&~	~&~'6'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS60'~&~	~&~'KFS60'~&~	~&~'1'~&~	~&~'35'~&~	~&~'46'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS600'~&~	~&~'KFS600'~&~	~&~'1'~&~	~&~'26'~&~	~&~'319'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS601'~&~	~&~'KFS601'~&~	~&~'1'~&~	~&~'26'~&~	~&~'320'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS602'~&~	~&~'KFS602'~&~	~&~'1'~&~	~&~'26'~&~	~&~'321'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS603'~&~	~&~'KFS603'~&~	~&~'1'~&~	~&~'26'~&~	~&~'322'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS604'~&~	~&~'KFS604'~&~	~&~'1'~&~	~&~'26'~&~	~&~'323'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS605'~&~	~&~'KFS605'~&~	~&~'1'~&~	~&~'26'~&~	~&~'324'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS606'~&~	~&~'KFS606'~&~	~&~'1'~&~	~&~'22'~&~	~&~'325'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS607'~&~	~&~'KFS607'~&~	~&~'1'~&~	~&~'22'~&~	~&~'326'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS608'~&~	~&~'KFS608'~&~	~&~'1'~&~	~&~'26'~&~	~&~'326'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS61'~&~	~&~'KFS61'~&~	~&~'1'~&~	~&~'5'~&~	~&~'46'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS610'~&~	~&~'KFS610'~&~	~&~'1'~&~	~&~'6'~&~	~&~'327'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS611'~&~	~&~'KFS611'~&~	~&~'1'~&~	~&~'62'~&~	~&~'95'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS612'~&~	~&~'KFS612'~&~	~&~'1'~&~	~&~'11'~&~	~&~'329'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS613'~&~	~&~'KFS613'~&~	~&~'1'~&~	~&~'11'~&~	~&~'330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS614'~&~	~&~'KFS614'~&~	~&~'1'~&~	~&~'11'~&~	~&~'331'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS619'~&~	~&~'KFS619'~&~	~&~'1'~&~	~&~'49'~&~	~&~'335'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS62'~&~	~&~'KFS62'~&~	~&~'1'~&~	~&~'34'~&~	~&~'47'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS63'~&~	~&~'KFS63'~&~	~&~'1'~&~	~&~'46'~&~	~&~'47'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS632'~&~	~&~'KFS632'~&~	~&~'1'~&~	~&~'46'~&~	~&~'32'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS633'~&~	~&~'KFS633'~&~	~&~'1'~&~	~&~'46'~&~	~&~'33'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS634'~&~	~&~'KFS634'~&~	~&~'1'~&~	~&~'46'~&~	~&~'34'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS635'~&~	~&~'KFS635'~&~	~&~'1'~&~	~&~'35'~&~	~&~'342'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS636'~&~	~&~'KFS636'~&~	~&~'1'~&~	~&~'5'~&~	~&~'342'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS637'~&~	~&~'KFS637'~&~	~&~'1'~&~	~&~'35'~&~	~&~'343'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS638'~&~	~&~'KFS638'~&~	~&~'1'~&~	~&~'5'~&~	~&~'343'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS639'~&~	~&~'KFS639'~&~	~&~'1'~&~	~&~'35'~&~	~&~'344'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS64'~&~	~&~'KFS64'~&~	~&~'1'~&~	~&~'34'~&~	~&~'48'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS640'~&~	~&~'KFS640'~&~	~&~'1'~&~	~&~'5'~&~	~&~'344'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS642'~&~	~&~'KFS642'~&~	~&~'1'~&~	~&~'35'~&~	~&~'346'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS643'~&~	~&~'KFS643'~&~	~&~'1'~&~	~&~'5'~&~	~&~'346'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS644'~&~	~&~'KFS644'~&~	~&~'1'~&~	~&~'35'~&~	~&~'347'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS645'~&~	~&~'KFS645'~&~	~&~'1'~&~	~&~'5'~&~	~&~'347'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS646'~&~	~&~'KFS646'~&~	~&~'1'~&~	~&~'35'~&~	~&~'348'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS647'~&~	~&~'KFS647'~&~	~&~'1'~&~	~&~'5'~&~	~&~'348'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS648'~&~	~&~'KFS648'~&~	~&~'1'~&~	~&~'2'~&~	~&~'349'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS649'~&~	~&~'KFS649'~&~	~&~'1'~&~	~&~'92'~&~	~&~'350'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS65'~&~	~&~'KFS65'~&~	~&~'1'~&~	~&~'46'~&~	~&~'48'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS650'~&~	~&~'KFS650'~&~	~&~'1'~&~	~&~'33'~&~	~&~'351'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS651'~&~	~&~'KFS651'~&~	~&~'1'~&~	~&~'94'~&~	~&~'352'~&~	~&~'Y'~&~	~&~]RECORD
