HEADER[~&~	~&~ROLE_PERM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROLE_ID::VARCHAR~&~	~&~PERM_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'183'~&~	~&~'5C27A267EF5C7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'140'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'184'~&~	~&~'5C27A267EF5D7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'141'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'185'~&~	~&~'5C27A267EF5E7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'142'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'186'~&~	~&~'5C27A267EF5F7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'143'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'187'~&~	~&~'5C27A267EF607417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'144'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'188'~&~	~&~'5C27A267EF617417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'145'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'189'~&~	~&~'5C27A267EF627417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'146'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'190'~&~	~&~'5C27A267EF637417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'147'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'191'~&~	~&~'5C27A267EF647417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'148'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'193'~&~	~&~'5C27A267EF667417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'149'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'194'~&~	~&~'5C27A267EF677417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'150'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'195'~&~	~&~'5C27A267EF687417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'151'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'196'~&~	~&~'5C27A267EF697417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'152'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'200'~&~	~&~'5C27A267EF6D7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'155'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'201'~&~	~&~'5C27A267EF6E7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'206'~&~	~&~'5C27A267EF737417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'161'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'207'~&~	~&~'5C27A267EF747417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'162'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'208'~&~	~&~'5C27A267EF757417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'163'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'210'~&~	~&~'5C27A267EF777417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'164'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'211'~&~	~&~'5C27A267EF787417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'165'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'212'~&~	~&~'5C27A267EF797417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'66'~&~	~&~'167'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'213'~&~	~&~'5C27A267EF7A7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'66'~&~	~&~'168'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'214'~&~	~&~'5C27A267EF7B7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'60'~&~	~&~'290'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'216'~&~	~&~'5C27A267EF7D7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'59'~&~	~&~'170'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'218'~&~	~&~'5C27A267EF7F7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'89'~&~	~&~'172'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'219'~&~	~&~'5C27A267EF807417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'88'~&~	~&~'173'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'220'~&~	~&~'5C27A267EF817417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'1'~&~	~&~'174'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'226'~&~	~&~'5C27A267EF877417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'60'~&~	~&~'180'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'227'~&~	~&~'5C27A267EF887417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'59'~&~	~&~'181'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'229'~&~	~&~'5C27A267EF8A7417E0404F8189D830A9'~&~	~&~'1'~&~	~&~'63'~&~	~&~'183'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'230'~&~	~&~'5C27A267EF5C7417E0404F8189D830AA'~&~	~&~'1'~&~	~&~'63'~&~	~&~'378'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'250'~&~	~&~'70086A2DF17D62E4E0404F8189D863CD'~&~	~&~'1'~&~	~&~'95'~&~	~&~'156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'251'~&~	~&~'70086A2DF17E62E4E0404F8189D863CD'~&~	~&~'1'~&~	~&~'97'~&~	~&~'181'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'45_KFSLD6987'~&~	~&~'KFSDL6987j'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSLD6987'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'512'~&~	~&~'606763510FC596D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'61'~&~	~&~'259'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'516'~&~	~&~'606763510FC896D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'83'~&~	~&~'261'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'519'~&~	~&~'606763510FD096D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'264'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'550'~&~	~&~'611BE30E404F5818E0404F8189D801C2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'289'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'552'~&~	~&~'61815E6C62D3B647E0404F8189D873B3'~&~	~&~'1'~&~	~&~'90'~&~	~&~'290'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'564'~&~	~&~'641E580969E41B49E0404F8189D86190'~&~	~&~'1'~&~	~&~'63'~&~	~&~'298'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'566'~&~	~&~'641E580969E61B49E0404F8189D86190'~&~	~&~'1'~&~	~&~'63'~&~	~&~'299'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'578'~&~	~&~'6314CC58CF5BB7B5E0404F8189D84439'~&~	~&~'1'~&~	~&~'63'~&~	~&~'306'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'616'~&~	~&~'662384B381C067A1E0404F8189D868A6'~&~	~&~'1'~&~	~&~'83'~&~	~&~'333'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'617'~&~	~&~'662384B381C467A1E0404F8189D868A6'~&~	~&~'1'~&~	~&~'66'~&~	~&~'334'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'618'~&~	~&~'662384B381BC67A1E0404F8189D868A6'~&~	~&~'1'~&~	~&~'83'~&~	~&~'332'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'683'~&~	~&~'6A869257B306EB49E0404F8189D8697A'~&~	~&~'1'~&~	~&~'59'~&~	~&~'334'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'701'~&~	~&~'C7C5063258494135A27DFDA4868F1D8B'~&~	~&~'1'~&~	~&~'63'~&~	~&~'701'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'702'~&~	~&~'6F5D842F42DC4018B6D9E8909A841062'~&~	~&~'1'~&~	~&~'63'~&~	~&~'702'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'703'~&~	~&~'70D86205B39A411F8A179555254E3737'~&~	~&~'1'~&~	~&~'63'~&~	~&~'703'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'707'~&~	~&~'B27306E137C94947BA8AFFD2892722D8'~&~	~&~'1'~&~	~&~'63'~&~	~&~'707'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'719'~&~	~&~'4B02BCD0AA764732997C77D139300784'~&~	~&~'1'~&~	~&~'63'~&~	~&~'719'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'720'~&~	~&~'7B920FA6145B47F6BF1B67B8EF3E96F4'~&~	~&~'1'~&~	~&~'63'~&~	~&~'720'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'721'~&~	~&~'A2794759AE9E47CB970DEABA625EA64C'~&~	~&~'1'~&~	~&~'63'~&~	~&~'721'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'730'~&~	~&~'05993B68C8034FD2A758E3441C6AD961'~&~	~&~'1'~&~	~&~'1'~&~	~&~'161'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'731'~&~	~&~'25F3589FEFFE4FFCBB4C0577AD722538'~&~	~&~'1'~&~	~&~'1'~&~	~&~'162'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'732'~&~	~&~'5AFD381C59B34E9D9BA26B70A739C9A2'~&~	~&~'1'~&~	~&~'1'~&~	~&~'163'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'808'~&~	~&~'606763510FDD96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'801'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'809'~&~	~&~'606763510FDE96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'802'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'810'~&~	~&~'606763510FDF96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'803'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'811'~&~	~&~'606763510FE096D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'807'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'814'~&~	~&~'606763510FED96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'814'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'819'~&~	~&~'606763510FEE96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'819'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'820'~&~	~&~'606763510FEF96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'820'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'821'~&~	~&~'606763510FF096D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'821'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'826'~&~	~&~'606763510FF196D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'1'~&~	~&~'166'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'827'~&~	~&~'606763510FF596D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'265'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'828'~&~	~&~'606763510FF696D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'140'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'829'~&~	~&~'606763510FF796D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'141'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'830'~&~	~&~'606763510FF896D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'142'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'831'~&~	~&~'606763510FF996D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'143'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'832'~&~	~&~'606763510FFA96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'144'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'833'~&~	~&~'606763510FFB96D3E0404F8189D857A2'~&~	~&~'1'~&~	~&~'63'~&~	~&~'145'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'838'~&~	~&~'5C27A267EF6D7417E0404F8189D830AA'~&~	~&~'1'~&~	~&~'63'~&~	~&~'833'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'839'~&~	~&~'5C27A267EF6D7417E0404F8189D830AB'~&~	~&~'1'~&~	~&~'63'~&~	~&~'834'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'840'~&~	~&~'5C27A267EF6D7417E0404F8189D830AC'~&~	~&~'1'~&~	~&~'63'~&~	~&~'835'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'841'~&~	~&~'5C27A267EF6D7417E0404F8189D830AD'~&~	~&~'1'~&~	~&~'63'~&~	~&~'835'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'850'~&~	~&~'70086A2DF17C62E4E0404F8189D863CD'~&~	~&~'1'~&~	~&~'63'~&~	~&~'307'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'855'~&~	~&~'E83AB210-EB48-3BDE-2D6F-F6177869AE27'~&~	~&~'1'~&~	~&~'63'~&~	~&~'840'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'857'~&~	~&~'B6FDEDA86F987F26E0402E0AA9D728AF'~&~	~&~'1'~&~	~&~'63'~&~	~&~'842'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'858'~&~	~&~'B7DBFABEFD2F8CBFE0402E0AA9D757C9'~&~	~&~'1'~&~	~&~'98'~&~	~&~'843'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'859'~&~	~&~'45f8f55e-23d9-4278-ade8-ddfc870852e6'~&~	~&~'1'~&~	~&~'98'~&~	~&~'844'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'860'~&~	~&~'cd7cbc67-c0b2-4785-afa8-8c8d073b78df'~&~	~&~'1'~&~	~&~'98'~&~	~&~'845'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'861'~&~	~&~'83a270a0-1cdb-4440-ab8b-41cd8afc41d9'~&~	~&~'1'~&~	~&~'98'~&~	~&~'846'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'863'~&~	~&~'BFCADCB3401A249AE0402E0AA9D7065D'~&~	~&~'1'~&~	~&~'83'~&~	~&~'848'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'865'~&~	~&~'BFCADCB3401C249AE0402E0AA9D7065D'~&~	~&~'1'~&~	~&~'61'~&~	~&~'167'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1'~&~	~&~'KFS1'~&~	~&~'1'~&~	~&~'30'~&~	~&~'1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10'~&~	~&~'KFS10'~&~	~&~'1'~&~	~&~'49'~&~	~&~'10'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS100'~&~	~&~'KFS100'~&~	~&~'1'~&~	~&~'45'~&~	~&~'77'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1004'~&~	~&~'KFS1004'~&~	~&~'1'~&~	~&~'49'~&~	~&~'306'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS101'~&~	~&~'KFS101'~&~	~&~'1'~&~	~&~'44'~&~	~&~'78'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS102'~&~	~&~'KFS102'~&~	~&~'1'~&~	~&~'45'~&~	~&~'79'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS103'~&~	~&~'KFS103'~&~	~&~'1'~&~	~&~'20'~&~	~&~'80'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS104'~&~	~&~'KFS104'~&~	~&~'1'~&~	~&~'45'~&~	~&~'81'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS105'~&~	~&~'KFS105'~&~	~&~'1'~&~	~&~'19'~&~	~&~'82'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS106'~&~	~&~'KFS106'~&~	~&~'1'~&~	~&~'20'~&~	~&~'83'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10667'~&~	~&~'KFS-ROLE-PERM-293'~&~	~&~'1'~&~	~&~'62'~&~	~&~'82'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS107'~&~	~&~'KFS107'~&~	~&~'1'~&~	~&~'19'~&~	~&~'84'~&~	~&~'Y'~&~	~&~]RECORD
