HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ORG_CD::VARCHAR~&~	~&~PULL_FLAG::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'3949401795'~&~	~&~'BA'~&~	~&~'WRDR'~&~	~&~'1'~&~	~&~'BA'~&~	~&~'CAFE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BA'~&~	~&~'WRSH'~&~	~&~'1'~&~	~&~'BA'~&~	~&~'HOUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BA'~&~	~&~'WWDR'~&~	~&~'1'~&~	~&~'BA'~&~	~&~'CAFE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BA'~&~	~&~'WWSH'~&~	~&~'1'~&~	~&~'BA'~&~	~&~'HOUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AAAM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'FOLK'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AACC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ACAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ACC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ACSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ACTG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ACTR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ADML'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LADM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ADMS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OES'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ADST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ADVS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AECC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CLIN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AERO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AFFA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EXEC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AFRI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AFRO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AGP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AHRV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HIST'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AIND'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ALCO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ALPG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AMID'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AMST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AMUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EMAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ANTH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'APHS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ARVM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AUXA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AUXE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DBFA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BALS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BCEI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BCMI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BCOM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BCOR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BCTS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BEPP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BFAC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'VPAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BFIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BIOC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'2'~&~	~&~'IU'~&~	~&~'UNIV'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BLAN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BLDG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BLRR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BOND'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BRAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RPAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SPEA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSLB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BSTS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BUDV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BUGL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BURE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BURS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BSSP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'BUSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CAAA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CAMM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CART'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CMLT'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CCCS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EXEC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CCOG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CCSI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CDCT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CECC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CLIN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CEDP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CELT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'TAAL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CEUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CFLT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CFS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LACS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CGBI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CHIC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CHML'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CIA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CIBE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CINF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CISA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CITO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLAC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLAR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CLAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLAS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OPT'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CLST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CMCL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CME'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CMLT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CMST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'COGS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'COLP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'COMP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CONF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EMAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CPEC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CPY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CRCC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CRED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CRFT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CRIM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CRIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSCI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSLI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSPH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'COSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CSRV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CTED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SUMS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'CYBS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DABL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DACC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DARP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DBFA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DEAN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DEBT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DECO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DEPO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DEVO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DMAT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DOFR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DOPR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DPOL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DPSY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DSOC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'DSTA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EADM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EALC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
