HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ORG_CD::VARCHAR~&~	~&~PULL_FLAG::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EASC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ECON'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EDL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EDSS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ELPS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EMAS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ENDW'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ENG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ENSE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ENTS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GEOL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EPLY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RPAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EQRE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ERES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ETEC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EVAL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'EXEC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FACR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FADB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BSSP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FAL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FAOS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OSFA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FCAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FILM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CMCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FINA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FINH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'FINA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FINS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'FINA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FOED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FOLK'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FRES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FRIT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FRPR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'FUEL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GANT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GBI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GBIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GBLK'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GBS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GCS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GELB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GENG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GEOG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GEOL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GEOY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GERM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GFIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GHIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GILL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GLLC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GMAP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GNDR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GPL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GPOL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GPSY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GRAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'GSUP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HACA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HANT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HBI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HBIC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HBUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HCHE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HIST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HLAW'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HMED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HONR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HOPT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HPSC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HPSY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HREL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HRLS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HRZN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HSJI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'JOUR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HSPH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'HUBI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IAAU'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IASC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IBRC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ICE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CRIN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ICMH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ICOR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IDAP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IDS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'JOUR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IECC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CLIN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IEPC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IESC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IIDC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IMAG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HIST'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IMBI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IMBM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IMU'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INCO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INDI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INFO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INMP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'INTP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EMAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IRES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IRLP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ISAB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ISHC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ISM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ISS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ISTE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUCF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUEY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CLIN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUHC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUPR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'IUWH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SPMG'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'JAMH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'JOUR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'JRNL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'JSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'KINE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'KINS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LACQ'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LTS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LACS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LADM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LAMP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LARS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RCOM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LATS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LAUT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LAWL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LBST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LBUD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LADM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LCAR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'IAAU'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LCAT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LTS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LCER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LCGA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LDEV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LADM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LDLP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LDLS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LDLP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LEAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LENG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LESA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'POLS'~&~	~&~'0'~&~	~&~]RECORD
