HEADER[~&~	~&~CTGRY_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'TRVD'~&~	~&~'KO'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_045'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'NW'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_046'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'SB'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_047'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'SE'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_048'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'UA'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_049'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'BA'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_050'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'BL'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_051'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'EA'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_052'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'IA'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_053'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'IN'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_054'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'KO'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_055'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'NW'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_056'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'SB'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_057'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'SE'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_058'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVF'~&~	~&~'UA'~&~	~&~'6200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_059'~&~	~&~'Y'~&~	~&~]RECORD
