HEADER[~&~	~&~CTGRY_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4001'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_294'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4002'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_295'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4008'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_296'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_297'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4012'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_298'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_299'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_301'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_302'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_303'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4023'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_304'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4024'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_305'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4025'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_306'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4026'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_307'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4027'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_308'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4028'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_309'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4030'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_310'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4035'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_311'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4040'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_312'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4042'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_313'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4045'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_314'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'UA'~&~	~&~'4050'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_315'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_316'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_317'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4112'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_318'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_319'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4125'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_320'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_321'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4127'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_322'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4159'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_323'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_324'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_325'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_326'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4181'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_327'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_328'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_329'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_331'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4301'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_332'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4302'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_333'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4303'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_334'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4304'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_335'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4308'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_336'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_337'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_338'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BA'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_339'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_340'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_341'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_342'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_343'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4116'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_344'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_345'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4125'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_346'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_347'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_348'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4155'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_349'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4159'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_350'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_351'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_352'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_353'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_354'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_355'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_356'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_357'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4301'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_358'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4302'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_359'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4303'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_360'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4304'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_361'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4308'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_362'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_363'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_364'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'BL'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_365'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_366'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_367'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_368'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_369'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_370'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_371'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_372'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4155'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_373'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_374'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_375'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_376'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_377'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_378'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_379'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_380'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_381'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'EA'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_382'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_383'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_384'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_385'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_386'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_387'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'FW'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_388'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_389'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_390'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_391'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_392'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_393'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_394'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_395'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_396'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_397'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4205'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_398'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_399'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_401'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_402'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IA'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_403'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_404'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4102'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_405'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_406'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_407'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_408'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_409'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_410'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_411'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4152'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_412'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4153'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_413'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_414'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_415'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_416'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_417'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_418'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4205'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_419'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_420'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_421'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4301'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_422'~&~	~&~'Y'~&~	~&~]RECORD
