HEADER[~&~	~&~CG_PRPSL_CLOSE_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CG_LAST_CLOSED_DT::TIMESTAMP~&~	~&~CGAWD_CLOSED_CNT::DECIMAL~&~	~&~CGPRPSL_CLOSED_CNT::DECIMAL~&~	~&~PERSON_USER_ID::VARCHAR~&~	~&~CG_USR_INITIATE_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'63'~&~	~&~'237D10FAABEAC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200006300000000000'~&~	~&~'137'~&~	~&~'314'~&~	~&~'SPOLLARD'~&~	~&~'200007140000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'64'~&~	~&~'237D10FAABEBC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200007310000000000'~&~	~&~'295'~&~	~&~'239'~&~	~&~'SPOLLARD'~&~	~&~'200008100000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'65'~&~	~&~'237D10FAABECC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200008310000000000'~&~	~&~'0'~&~	~&~'0'~&~	~&~'SPOLLARD'~&~	~&~'200009190000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'66'~&~	~&~'237D10FAABEDC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200008310000000000'~&~	~&~'236'~&~	~&~'245'~&~	~&~'SPOLLARD'~&~	~&~'200009190000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'67'~&~	~&~'237D10FAABEEC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200009300000000000'~&~	~&~'225'~&~	~&~'280'~&~	~&~'SPOLLARD'~&~	~&~'200010180000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'68'~&~	~&~'237D10FAABEFC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200010310000000000'~&~	~&~'199'~&~	~&~'243'~&~	~&~'SPOLLARD'~&~	~&~'200011280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'69'~&~	~&~'237D10FAABF0C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200011300000000000'~&~	~&~'91'~&~	~&~'285'~&~	~&~'SPOLLARD'~&~	~&~'200012200000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'7'~&~	~&~'237D10FAABB2C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'199601310000000000'~&~	~&~'130'~&~	~&~'229'~&~	~&~'SPOLLARD'~&~	~&~'199602190000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'70'~&~	~&~'237D10FAABF1C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200112310000000000'~&~	~&~'109'~&~	~&~'174'~&~	~&~'SPOLLARD'~&~	~&~'200101180000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'71'~&~	~&~'237D10FAABF2C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200101310000000000'~&~	~&~'165'~&~	~&~'273'~&~	~&~'SPOLLARD'~&~	~&~'200102220000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'72'~&~	~&~'237D10FAABF3C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200102280000000000'~&~	~&~'141'~&~	~&~'214'~&~	~&~'SPOLLARD'~&~	~&~'200103220000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'73'~&~	~&~'237D10FAABF4C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200103310000000000'~&~	~&~'143'~&~	~&~'242'~&~	~&~'SPOLLARD'~&~	~&~'200104200000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'74'~&~	~&~'237D10FAABF5C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200104300000000000'~&~	~&~'0'~&~	~&~'0'~&~	~&~'SPOLLARD'~&~	~&~'200105260000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'75'~&~	~&~'237D10FAABF6C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200104300000000000'~&~	~&~'160'~&~	~&~'301'~&~	~&~'SPOLLARD'~&~	~&~'200105290000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'76'~&~	~&~'237D10FAABF7C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200105310000000000'~&~	~&~'164'~&~	~&~'323'~&~	~&~'SPOLLARD'~&~	~&~'200107090000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'77'~&~	~&~'237D10FAABF8C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200106300000000000'~&~	~&~'171'~&~	~&~'325'~&~	~&~'SPOLLARD'~&~	~&~'200108020000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'78'~&~	~&~'237D10FAABF9C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200106300000000000'~&~	~&~'2'~&~	~&~'1'~&~	~&~'SPOLLARD'~&~	~&~'200108070000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'79'~&~	~&~'237D10FAABFAC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200107310000000000'~&~	~&~'284'~&~	~&~'259'~&~	~&~'ZTAN'~&~	~&~'200109120000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'8'~&~	~&~'237D10FAABB3C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'199602290000000000'~&~	~&~'0'~&~	~&~'0'~&~	~&~'SPOLLARD'~&~	~&~'199603190000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'80'~&~	~&~'237D10FAABFBC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200108310000000000'~&~	~&~'196'~&~	~&~'213'~&~	~&~'ZTAN'~&~	~&~'200110150000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'81'~&~	~&~'237D10FAABFCC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200109300000000000'~&~	~&~'232'~&~	~&~'310'~&~	~&~'SPOLLARD'~&~	~&~'200111190000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'82'~&~	~&~'237D10FAABFDC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200110310000000000'~&~	~&~'180'~&~	~&~'283'~&~	~&~'ZTAN'~&~	~&~'200112130000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'83'~&~	~&~'237D10FAABFEC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200111300000000000'~&~	~&~'129'~&~	~&~'228'~&~	~&~'ZTAN'~&~	~&~'200201110000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'84'~&~	~&~'237D10FAABFFC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200212310000000000'~&~	~&~'124'~&~	~&~'187'~&~	~&~'ZTAN'~&~	~&~'200201240000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'85'~&~	~&~'237D10FAAC00C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200201310000000000'~&~	~&~'164'~&~	~&~'420'~&~	~&~'SMCELHIN'~&~	~&~'200203110000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'86'~&~	~&~'237D10FAAC01C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200202280000000000'~&~	~&~'156'~&~	~&~'259'~&~	~&~'ZTAN'~&~	~&~'200204110000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'87'~&~	~&~'237D10FAAC02C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200203310000000000'~&~	~&~'149'~&~	~&~'281'~&~	~&~'ZTAN'~&~	~&~'200204180000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'88'~&~	~&~'237D10FAAC03C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200204300000000000'~&~	~&~'173'~&~	~&~'295'~&~	~&~'ZTAN'~&~	~&~'200205220000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'89'~&~	~&~'237D10FAAC04C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200205310000000000'~&~	~&~'187'~&~	~&~'286'~&~	~&~'ZTAN'~&~	~&~'200206250000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'9'~&~	~&~'237D10FAABB4C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'199602290000000000'~&~	~&~'127'~&~	~&~'199'~&~	~&~'SPOLLARD'~&~	~&~'199603220000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'90'~&~	~&~'237D10FAAC05C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200206300000000000'~&~	~&~'167'~&~	~&~'311'~&~	~&~'ZTAN'~&~	~&~'200207230000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'91'~&~	~&~'237D10FAAC06C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200206300000000000'~&~	~&~'1'~&~	~&~'1'~&~	~&~'ZTAN'~&~	~&~'200207240000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'92'~&~	~&~'237D10FAAC07C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200207310000000000'~&~	~&~'310'~&~	~&~'283'~&~	~&~'ZTAN'~&~	~&~'200209060000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'93'~&~	~&~'237D10FAAC08C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200208310000000000'~&~	~&~'196'~&~	~&~'224'~&~	~&~'ZTAN'~&~	~&~'200209250000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'94'~&~	~&~'237D10FAAC09C0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200209300000000000'~&~	~&~'216'~&~	~&~'304'~&~	~&~'ZTAN'~&~	~&~'200211080000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'95'~&~	~&~'237D10FAAC0AC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200210310000000000'~&~	~&~'191'~&~	~&~'259'~&~	~&~'ZTAN'~&~	~&~'200211210000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'96'~&~	~&~'237D10FAAC0BC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200211300000000000'~&~	~&~'89'~&~	~&~'260'~&~	~&~'ZTAN'~&~	~&~'200212230000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'97'~&~	~&~'237D10FAAC0CC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200312310000000000'~&~	~&~'146'~&~	~&~'200'~&~	~&~'ZTAN'~&~	~&~'200301210000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'98'~&~	~&~'237D10FAAC0DC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200301310000000000'~&~	~&~'168'~&~	~&~'383'~&~	~&~'ZTAN'~&~	~&~'200302240000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'99'~&~	~&~'237D10FAAC0EC0B0E043814FD881C0B0'~&~	~&~'1'~&~	~&~'200302280000000000'~&~	~&~'145'~&~	~&~'296'~&~	~&~'ZTAN'~&~	~&~'200303200000000000'~&~	~&~]RECORD
